,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X002129.SZ,X600031.SH,X003816.SZ,X300124.SZ,X300014.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X000063.SZ,X600703.SH,X002179.SZ,X000596.SZ,X601877.SH,X000625.SZ,X600460.SH,X600089.SH,X300142.SZ,X000661.SZ,X000100.SZ,X600741.SH,X600522.SH,X600702.SH,X000157.SZ,X002180.SZ,X600884.SH,X002074.SZ,X000733.SZ,X000799.SZ,X002236.SZ,X600584.SH,X002008.SZ,X600779.SH,X600563.SH,X002007.SZ,X002414.SZ,X000977.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.374762569695153,0,0,0.0169772509631787,0.0372752180087406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20098247401358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732614602673438,0,0,0,0,0,0,-0.0179199361761038,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.207085432439346,0.037119419727753,0,0,0.0327847993925664,0,0,0,0,0,0.00355542058723052,0,0,0,0,0,0,0,0.0137979088601443,0,0,0,0,0,0,0,0,0,0,0,0.140804016887073,0,0.00963545400952973,0,0,0,0.0900802507950642,0,0,0,0,0,0,0,0.0351437713323208,0.0847417909480347,0,-0.0329030099407484,0.0422142190832337,0,0,0,0.00571182529801018,0,0
X002415.SZ,0,0,0,0,0,0.135933905929813,0,0.171891812244164,0,0,0,0,0,0,0,0,0.0572378010847162,0,0,0,0,0,0.0128034133500462,0,0,0,0,0,-0.10844029019552,-0.0205605455846461,0.0435069459301437,0,0,0,0.0324029457244359,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206032007603449,0,0,0,0.0179210430462315,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.380246405252953,0,0,0.2450313010827,0,0,0,0,0,0,0,0,0,-0.0460543484954498,0.056316953518,0,-0.277830623825868,0.0132751564003769,0,0,0,0,0,0,0,-0.129210897032936,0,0,0,0,0.0852058532705565,0,0,0,0,0,0.0783054505601104,0,0,0,0,0,0,0,0.0349871126652204,0,0.0770030300772716,0.0212630922661931,0,0,0,0,0,0,0
X000568.SZ,0.390705781269533,0.165797840735668,0,0,0,0.0166766946825744,0,0,0,0,0,0,0,0,-0.0123261322716479,0,0,0,0,0,0,0,0,0,0.216178046575328,0,0,0,0,0,0,0,0,0,0,0,0.0160041596197554,0,0,0,0,0,0,0.111136251193896,0,0,0,0,0,0,0,0.0817600434696691,0,0,0,0,0.106851041885114,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.327144772803598,0,0,0,0,0,0,0.325772388494035,0,0,0.0559181234649124,0,0,0,0,0,0,-0.0322713378760793,0,0,4.33680868994202e-19,0,0,-0.015707485588218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120722227837926,0,0,0,0,0.0564330503346872,0,0
X600276.SH,0.169737886665149,0,0.0290801017776574,0,0,0,0,0,0.203198049846502,0,0,0,0,0,0,0,0,0,0,0,0.0664413514940845,0.242066475467043,0,0,0,0,0,0,-0.036382508481038,0.0634856452540323,0.025491778260647,0,0,0,0,0,0.0354549565020511,0,-0.00403382448104974,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0499988964471439,0,0,0,-0.0733555991779103,0,0
X002304.SZ,0,0,0,0.209044735187862,0.0639990779326519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209714984451923,0,0,0,0,0,0,0,0,0,0.253084730067522,0,0,0,0,0,0.0732109858235238,0,0,0,0,0,0,0.0404792610431594,0,0,0,-0.0483734784876178,0.0484599094953757,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00937522013994168,0.21583436761763,0.117344737541613,0,0,0,0,0,0.0409791416840888,0,0,0,0,0,0.0814589216050964,0.184360599438007,0,0,0,0,0,0.0611532391341728,0,0,0,0.0630949414925095,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,-0.00520655635079542,0,0
X600104.SH,0,0,0,0,0,0.00233099609449098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142092522980232,0,0,0,0,0,0.116163230254665,0,0,0,0,0.22071772421227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00597092370970815,0.00788602783186448,0,0,0,0,0,0
