,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X600031.SH,X003816.SZ,X000725.SZ,X002304.SZ,X000568.SZ,X000661.SZ,X000338.SZ,X600690.SH,X600703.SH,X600809.SH,X300003.SZ,X002007.SZ,X002371.SZ,X600183.SH,X600741.SH,X000596.SZ,X000100.SZ,X002241.SZ,X300014.SZ,X300142.SZ,X000977.SZ,X601877.SH,X300124.SZ,X000157.SZ,X002236.SZ,X000625.SZ,X000800.SZ,X002463.SZ,X002129.SZ,X002456.SZ,X600118.SH,X600498.SH,X002179.SZ,X002223.SZ,X300136.SZ,X002049.SZ,X600584.SH,X600271.SH,X002414.SZ,X000066.SZ,X002185.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.241271961793549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636142986099643,0,0,0,0,0,0,0,0.0140027346638298,0,9.82101024928081e-05,0,0,0.0479678692258198,0.0177489923914693,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,1.73472347597681e-18,0.164259090823061,0,0,0,0,0,0.281876970179648,0,0,0,0,0.208029561061313,0,0,0,0,0,0.146979397432481,0,0,0.00935536405738301,0,0,0,0,0,0,0,0,0,0,0,0,0.0223262228738802,0,0,0,0,0,0,0,0,0.045660941063457,0,0,0.00698180466256548,0.00901473893289906,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727340276665446,0,0,0,0.0536487821200736,0,0,0,0,0,0,0,0,0,0,0.0978377398860468,0,0,0.118590926879376,0,0,0,0,0,1.73472347597681e-18,0.018391150452199,0,0,0,0,0,0,0,0,0,0,0,0,0.0151717996727275,0,0,0,0,0,0,0
X000651.SZ,0,0.236890634509085,0,0,0,0.086463662450507,0.00884812272720571,0,0.109708747187792,0,0,0,0,0,0.0514835729296278,0.15211443106901,0,0,0,0,0,0,0,0,0,0,0,0.0493914568244512,0,0,0,0,0,0,0,0,0,-0.0753571509476104,0,0,0,0,0,0.058887163166435,0,0,0,0,0,0,0,0,0.00238095896940468,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.120059987581526,0,0,0,0,0,0,0.189447141319051,0,0,0,0,0,0,0,0.114147298778348,0.0103630514343537,0,0.160050687998156,0,0,0.0281750584778615,0,0,0,0,0,0,0.0201127127062111,0,0,0,0,0,0.0411823126697104,0,0,0.0222706387748598,0,0,0,0,0,0,0,0,0.0157462846632039,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.273694565476143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757743507353122,0,0.125051982616977,0,0,0.143090571179241,0.124231640165035,0,0,0,0,0,0,0,0,-0.0260216722875115,0,0,0,0,0,0,0.319281092887553,0,0,0,0,-0.0212077208914601,0,0,0,0.0147108436465308,-0.00546687646978705,0,0,0,0,0,0
X600104.SH,0,0.309335175377563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365891309952208,0.0893832792650732,0,0,0.0105066908089256,0,0,0,0,0,0,0.0834680171515998,0.169938423549587,0,0.0428839041454964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00320030735677202,0.0380769733974113,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.118869692396366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174645228786137,0,0,0,0,0.100837682690208,0,0,0,0,0,0,0.243179162915707,0,0.0312284708005626,0,0,1.73472347597681e-18,0.22662528474893,0,0.0257047382900591,0.00241962933123364,0,0,0,0,0,0,-0.0293531824421867,0,0.0306385623705822,0.0227155383196461,0,0,0,0,0,0
X600031.SH,0,0.0872688193826426,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0514403570667256,0,0,0,0,0,0,0,0,0.10344294811393,0,0,0,0,0.545418242553649,0,0,0,0,0,0,0,0,0,0,0,0.0234080040167433,0,0,0,0,0,0,0,0.0100834112972374,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0.0203479599449259,0,0,0,0,0,0,0.0121488043492283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172884352930574,0,0,0,0.0148226968743059,0,0,0,0,0,0,0,0,0,0.0486096332780291,0,0,0.208754856695519,0,0.0444753797979442,0,0.00975154367734119,-0.0115759211828395,0,0,0,0,0,0
