,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000725.SZ,X300124.SZ,X002371.SZ,X000338.SZ,X000625.SZ,X002304.SZ,X600031.SH,X000596.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X002179.SZ,X000157.SZ,X600089.SH,X600066.SH,X600703.SH,X002463.SZ,X600372.SH,X000977.SZ,X002241.SZ,X000921.SZ,X002236.SZ,X002028.SZ,X600741.SH,X600522.SH,X002049.SZ,X600183.SH,X000661.SZ,X600584.SH,X601877.SH,X002129.SZ,X000800.SZ,X002223.SZ,X002180.SZ,X600566.SH,X601799.SH,X600487.SH,X600177.SH,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.11471113231639,0,0,0,0.190345204867788,0,0,-0.0378655969070053,0,0,0,0,0,0.0147811918642506,0.0656196051256988,0,0.0321020927415854,0,0,0,0,0,0,0.0304868057419738,0,0.00145636749940599,0,0,0,0,0,0,0,0,0,0,0,0.0555665788516869,0,0,0,0,-0.0227263957575075,0,0.00913095072314894,0,0,0,0,-0.0153771328002226,-0.000110956101105153,-0.00292239075917036,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.44309400438137,0,0,0,0,0,0,0,0,0,0.227401239887448,0,0.0318125414000731,0,0,0.0127094619606354,0,-0.0349965111236469,0,0,0,0.0590890700898324,0,0,0,0,0,-0.0102185077926272,0,0,0,3.46944695195361e-18,0,0.0245662999167055,0,0.0355856952914684,0,0,0,0,0,0,0,0,0,-0.0116365414096305,-0.0182834831324214,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.288047620944468,0,0,0,0,0,0,0.109208711498896,-0.057844638968017,0,0,0,0.0591345263506763,0,0,0,0,-0.080732180864858,0,0.0497686780329361,0,-0.0306166204547168,0,0,0,0,0,0,0,0,0,-0.0395803278029062,0,0,0,0,0,0,0.130397096417095,0,0,0,0,0,0,-0.108125815945934,0.0365652740382777,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0728071525623628,0,0.0755884058980841,0,0,0,0,0,0,0,0.0986176227065396,0,0,0,0,0,0,0,-0.0213718213952125,0,0,0,0,0,0,0,0.149525081099262,0,0,0,0.0772086428336413,0,0,0.0372298974415049,0,0,0.111760571380593,0,0,0,0,0,0,0,0,-0.00510136670670283,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.109293579836202,0,0,0,0,0,0,0,0,0.00217128577014111,0,0,0,0,0.00712262441211463,0.0925497572978388,0,0,-0.0417413634199816,0,-0.109726589794881,0,0,0,0.258720568175534,0,0,0,0.0624870926591176,0,0.031481495189176,0,0.017623813853999,0,0,-0.0370524430248219,0,0,0,0,0,0,0,0,-0.0158794297438511,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411259133137063,0.0529875666141728,0,0,0,0,0,0,0,0,0,0,0,0.1465690285403,0,0,0,0,0,0,0,0,0,0.183573977274233,0.340465136854078,0,0,0,-0.135816040459583,0.020699022068772,0,0,0,0,0,0,0
X000568.SZ,0,0.795132139957375,0.188342300628547,0,0,0,0,0,0,0,0,0,0,0,0,0.0298888986696063,0,0,0,0,0.084991702133966,0.144460225093507,0,0,0.0588143180705076,0,0,-0.138714060547719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449636346902907,0,0,0,0,0,-0.00882114284303636,0,0,0,0,0.0403867555631817,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.25545608656856,-0.0909024665474755,0.0942955419657483,0,0,0,0,0,0.145232789404605,0,0.0110446964833059,-0.126301715572098,0,0,0,0,0.0653152860470084,0,0,0.0786467966814931,0.225077385960678,0,0,-1.73472347597681e-18,0,0,0,0.134178800905251,0,0,0,0,0,0,0,0,-0.191518797771018,0,0,0,0,0,0,0,0,0,0,0,0,0.0707199126152281,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00577238724231015,0.298532114968961,-0.0471911880963427,0,0,0,-0.0122605100119974,0,0,0.360669773205963,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0616121788111136,0,0,0,0,0,0,0.194666457935458,0,0,0,0,-1.73472347597681e-18,0.031390012699745,-0.300867243007451,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.0753022540179186,-0.0639208369961634,0,-0.0352344306538686,0,0,0,0,0,0,0,-0.240031403255659,0,0,0.314560237239898,0,0.152093021402162,0,0.101402389903948,0,0,0,0,0,0,0,0.0699642508090666,-0.0902653337329616,0,0,0.105619825708746,0,0,-0.105543002996287,0,0,-0.314058957031808,0,0,0,0.275259247077784,0,0,0,0,0.104881443555344,-0.0623351786744103,-0.0605174268473559,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0126683965677848,0.0554984360358522,0,0,0,0,0,0.106378693454703,0,-0.0147189125695014,0,0,0.0240393483873144,0.0126170015365067,0,0,0,0,0,0.00115603441721609,0,0,0,0,0,0,0,-0.0865225496732908,0,0,0,0,0,0.0746457712317344,0,0,0,0,0,0,0,0,-0.0329135927184771,-0.0747845105617946,0.03997833541893,0,0,0,0,0,0
X000725.SZ,0,0,0.046310419748597,0,0,0,0.0882471976137275,0,-8.67361737988404e-19,0,0,0,0,0,-0.080166789719728,0.00190285267248476,0,0,0,0.165821399796703,0.149153399887157,0,0,-0.0264073751844305,0,0.0526631594229132,0,0,0,0,0,0,0.0479018698659553,0,0,0,0,0,0,0,0,0,0,0,0.000975808892684576,0,0,0,0,0,0,-0.0125783878028867,0,0,0,0,0,0,0
