,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X002475.SZ,X000651.SZ,X000568.SZ,X600031.SH,X600809.SH,X600690.SH,X002304.SZ,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000063.SZ,X600703.SH,X000338.SZ,X003816.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X600741.SH,X002129.SZ,X002007.SZ,X000157.SZ,X002179.SZ,X601877.SH,X002049.SZ,X002414.SZ,X002236.SZ,X600584.SH,X600183.SH,X300142.SZ,X601799.SH,X000799.SZ,X002008.SZ,X300003.SZ,X002074.SZ,X000066.SZ,X000800.SZ,X600089.SH,X600118.SH,X000977.SZ,X600779.SH,X000547.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0718840795769611,0,0,0,0,0,0,0.113281032628091,0,0,0,0,0,0,0,0,0,0.0415654746278139,0,0.0222764762687887,0,0,0,0,0,0,0,0,0,0,0,0,0.0666338695089434,-0.04269941309943,0,0,0,0,0,0,0,0,0,0,0,0,0.102030627432316,0,0,0,-0.00560265597406549,0,0,0,0,0.000594952095552423,0,0
X000858.SZ,0,0,0,0,0,0,0.113054701984059,0,0.156422432796874,0,0.108354254567085,0,0,0.105002760062293,0.00369029940682218,0,0,0,0,0,0,0,0,0,0,0,0,0.0175872371242956,0,0,0,0.0323339643717626,0,0,0,0,0.0060433232517257,0,0.104025739805014,0,0,0,0,0,0,0.0477968231246487,0,0,0,0,0,0,-0.0233962001408359,0,0,0,-0.00585136025841377,0,0
X002415.SZ,0,0,0,-0.0209573980619017,0,0,0,0,0,0.047460826387244,0,0,0,0,0,0,0,0,-0.0737390088908182,0,0,0,0,0,0.0112618047304954,0,0.0208694025666682,0,0,0,0,0.114856043625632,0,0,0,0,0,0.188762780321686,0.184717377703522,0,0,0,0,0,0,0,0,0,0,0,0,0.0109809964852054,0,0,0,0,0.00172400301171787,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0601056760828508,0,0,-0.0432785601298312,0,0,0,0.0101953405621074,0,0,0,0,-0.0380926337984073,0,0,-0.0467757703462385,0,0,0.221592719149993,0,0,0,0.0531853435531546,0,0,0,0,0,0.013303983965702,0,0,0.0832429816785124,0,0,0,0,0,0,0,0,0,0,0,-0.0105520386422051,0,0,0,0,-0.00276932949245577,0,0
X002475.SZ,0,0,0,0,0,0,-0.0473103629746974,0.181243159689902,0,0,0,0,0,0,0,0,0,0.0308196812396147,0,0,0,0.466553004763955,0,0,0,0,-0.0350828404704534,0,0.0747587124116737,-0.0348749925610687,0,0,0.00357086831398771,0,0,0.170317587145167,0,0.165150279181685,-0.0179848724781764,0,0,0,0,0,-0.0234315116499035,0,0,0,0,0,0,0,-0.0352132760817872,0,0,0,0.0185599176857406,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.20600556011868,0,0,0,-0.114296839283284,0,0,0,0,0,0,0,-0.0424007665501323,0,0.00465633592275254,-0.0451994971656816,0,0,0,0.238391496025936,0,0,0,0.117316239213807,0,0.123247474879001,0.0138590177306813,0.0613501248816322,0,0,0,0,0.115284197936896,0,0,-0.0042410443157457,0,0,0,0,-0.0523057014643879,0,0.00203444061499462,0,0,0,0,-0.0116935692100438,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.374070977876476,0,0.123808313319046,0,0,0,0,0,0,0,0,0,-0.0879788203690847,-0.032278361134565,0,-0.0745669668016532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648670383872754,0,0,0,0,0,0,0,0,0.168199352508345,0,0,0,0,-0.0125065024944903,0,0,0,-0.0114580819408776,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.186387171292891,0,0,0,0,0,0,0,0,0.128011208968503,0,0,0,0,0,0,0.0129124487700714,0,0,0,0.249302991350928,0,0,0,0,0,0,0,-0.0137702628304007,0.218427415514625,0.0471819098588817,0,-0.058101984256324,0.0496626158163083,-0.108124663140058,0,-0.0159354324080849,0,0,0,0,0,0,-0.0244363810385162,0,0,0,0,0.00829099157375146,0,0
X600809.SH,0,0,0,0,0,0,0.383014870440076,0.00413725983838313,0,0.213391343163636,0.165880025242256,0,0,0,0,0,0,0.0703823527957255,0,0,0,0,0,-0.159464841248799,-0.0286095828739163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145825970951562,0,0,0,0,0,0,0,0,0,-0.00501250594266288,0,0,0,-0.00287754452510223,0,0
X600690.SH,0,0,0,0,0,0,0,0.0850791162126636,0.337179604274218,0,-0.188438114751966,0.103846201356823,0,0,0,0,0,0,0,0,0.0459125472160523,0,0,0,0.0134443258513724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409605926902248,0,0,0,0,0,0,0.101527589245326,0,0,0,0,0,0.00545566537709677,0.0314204253471058,0,0,0,-0.0154696196861552,0,0
