,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600031.SH,X600104.SH,X300124.SZ,X300014.SZ,X000725.SZ,X000063.SZ,X600703.SH,X002371.SZ,X000338.SZ,X300142.SZ,X002129.SZ,X000625.SZ,X002241.SZ,X003816.SZ,X000661.SZ,X002049.SZ,X000100.SZ,X000596.SZ,X601877.SH,X002179.SZ,X600460.SH,X000157.SZ,X002007.SZ,X000799.SZ,X600741.SH,X002074.SZ,X600183.SH,X600584.SH,X002414.SZ,X002236.SZ,X600702.SH,X601799.SH,X600089.SH,X000800.SZ,X300146.SZ,X000066.SZ,X600779.SH,X300003.SZ,X000977.SZ,X000733.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.172404139072083,0,0.0623682036743698,0,0,0.153695571387026,0.0278680410848357,0.0550520701112315,0.101445164541884,0.0274028710775884,0,0,0.0157231194896394,0,0,0,0,0,0,0.0140712932541238,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.084870478096859,0,0,0,0,0,0.0293412397145503,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.165857860555655,0,0.319004692384638,0,0,0,0.0479786915424803,0,0,0.0414850665307722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0768605256005158,0,0,0.143912331550215,0,0,0,0,0,0.101260199886828,0,0,0,0,0,-0.0411806052372242,0,0,0,0,0,0
X002415.SZ,0,-6.93889390390723e-18,0,0.0710118372608799,0.200786070324357,0,0.0422800487894403,4.33680868994202e-19,0,0.0822005259396511,0,0,1.73472347597681e-18,0.10294582165903,0,0,0.0741222588343886,0,0,0,0.0205971256557966,0,0,0,0,0,0,0,0,0,0.0239448851862006,0,0,0.0428456171845076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112577575985767,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.211769387329479,0,0.153806003208311,-0.0587498965974416,0,0,0,-0.0369664178538699,0,0,0,-0.0152229743423103,0,0,-0.133835966913185,0,0,0,0,0,0,0,0,0,0,0,0,0.531690508143868,0,0,0,0,0,0,0.00369992957792213,0,0,0,0,-0.087756704584755,0,0,0,0.0497792166357685,0,0,0.074348635471744,0,0,0,0,0,0
X600276.SH,0,0,0,-0.0139541473607154,0,0,0,-0.101568718522896,0.145052804401628,0,0.0434809571813361,0,0.17656578897355,0,0,0,0,-2.16840434497101e-19,0,0.0504628725242866,0,0,0,0,0,0,0,0,0,0,-0.0288586741433804,0.29299002317412,0,0,0,0,-0.419104450763715,0,0.147218030126314,0,0.0468916302249329,0,0,0,0,0,-0.0429548570552873,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.12785736599952,0,0,0,0,0,0.195913912726544,0,0,0,-0.0385102485781352,0,0.0166129487575383,0,0,0.0412872289029083,0,0,-0.0825718984731685,0,0,-0.048726609176412,0,0,0,0,0,0,0,0,0,0.0976003453661578,-0.0304173388731063,0,0,-0.0423224717037926,-0.00751510169112396,0,0,0,0,0,0,0.0981817881328252,0,0,0,0,0,0
X000568.SZ,0,0.635423830294655,0,0.062081951261293,0,0,0,0,0.195624789381228,0,0,-0.256343643922566,0,0,0,0.0237851796854588,0,0,0,-0.0436053846789211,-0.0142573931139761,0,0.0588494822331532,0,0,0,0,0.134236267062218,0,0,0,0,0,0,0,0,0,0,0.00994092865553919,0,0,0.0422975209616975,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.00698992598065694,0,0,0,0,-0.0332723637044966,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.0314597133722746,0,0,0,0.0377425212856528,0,0,0,0,0,-0.00994399986820649,0,0,0.0548079351345679,0,0,0.135816050207909,0,-0.0515269087053358,0,0,0.0189998336764935,0,0,0,0,-0.0256713859977008,0,0,0,0,0,0.243186552791486,-0.0395425138009514,0,0,0,0,0,0,0.107962727835802,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.2608071332932,0,0,0.174839905550447,0,0,0,0,0,0,0,0,0,0.16948039293122,0,0,-0.0280060887084215,0,0,0,0,0,0,0,0,0,0,0,0,0.111230473584551,0,0,0.0217815354809938,0,0,0,0,0,0,0,0,0,0.109937036775744,0,0,0.153887077916101,0,0,-0.0318365699886584,0,0,0,0,0,0,0
X600690.SH,0,0,0.150920361856536,0,0.143536427912084,0,0.215217676788959,0,0,0,0,0,0,0,0.28750418449615,0,0,0,0,-0.0276663478514029,0,0,0,0,0,0,0,0,0,0,0.00797483912372891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0910936785518461,0,0,0,0,-0.0892452891928833,0,0,0,0,-0.0433176291797707,0,0
X600031.SH,0,0.00447203259166735,0,0,0.0495378263559373,0,0,0,0,0,0,0,0.0652543976460589,0.0596383787789572,0,0,0.26357283178331,-0.0211179500947033,0,0.0173792200790871,0,0,0.0505400555974109,0,0,0,0,0,0,0,-0.171640353920179,0.0765947697263291,0,0,0,0,0,0,0.0166494149485444,0,0.0322683752321538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.114427757023512,0,0,0,0,0,0,0,0,0.0916938886311768,-0.0097362775596181,0.125460553384629,0,0,-0.0103903366410835,0,0.0567212566054927,0,0,0.044933823767994,0,0,0,0,0.0763393075902239,0,0,0,0,0,0.00450359640862825,0,0,0,0,0,0,0,0,-0.101070775494632,0,0.0581981575750932,-0.0255296791560584,0,0,0,0,0,0
X300124.SZ,0,0,0.1199788737846,-0.0872289863833616,0.0861694564701855,0,0,0.00428207570465078,0,0,0,0,0,0.15374940680724,0,0,0.12505271756585,0.0646330101683247,0,0,0,0,0,0,0.157745788818318,0,0,0,0,0,0.0708590804529859,0,0,0,0,0,0,0,0,0,0,0.140577966330988,-0.0592241793561982,0,0,-0.0697337115460756,0,0,0,0.0171951265699223,0,0.00629060210486011,0,0,0,0,0,0,0
X300014.SZ,0,0,0.277021258412477,0,0.00456327883078473,0,0,0.0429255547835332,0,0,0,0,0.1300717512127,0,0,0,0,0.101653436911239,0,0,0.207830441773432,0.117899623438664,0.0187079132738979,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.32200970075306,-0.148709676415798,-0.0228674580376464,0,0,0,0.0477867481362843,0.140125847061944,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0173718589877313,0,0,0,0,0,0,0,0,0,0.0600596294512101,0,0,0,0,0.019530655310197,0,0.409456042685453,0,0,0,0.0629254009762954,0,0.115123784394765,0,0,0,0,0,0.1621178721391,0,-0.0227855126887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0911751406488692,0,0
X000063.SZ,0,0,0,0.104436208069524,0,0,0,0,0.00424685126828123,0,0,0,0,0.00116370071178333,0,0,0,0,0,0,0,0.0177759197482167,0,0,0,0.0652362094435752,0,0,0,0,0,0,0,0.0312486344678744,0,0,0,0,0.0665859537150888,0,-8.67361737988404e-19,0,0,0,0,0.0326311287765529,0,0,0,0,0,0,0.0314711818541828,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,3.46944695195361e-18,0.154165765020869,0,0.113182605226947,0,0,-0.0357045429774041,0,0,0,0.218010924187007,0,0,0.228922065616808,0,0,0,0,0,-0.0841433495448637,0.0604756761750747,0,0,0.211266743190703,0,0,-0.0295334542953659,0,0.0433574631036466,0,0,0,0,0,0,-0.0198525276186464,0,0,0,0,0,0,0,0,0.0651245935851087,0.0789338722508891,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,-3.46944695195361e-18,0,0,0.0111939924768668,0,0,0.0583230945303489,0,-0.0796964174506531,0,0,0,0,0,0,0.133339892357699,0,0,0,0,0.172538425528523,0,-0.122042909886567,0,0,0,0,0.283253363686456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101578423721739,-0.132356986678323,0,0,0,-0.283418646469075,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0508318026846358,0,0,0.121463704027647,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.00485885918868923,0,0,0,0,0.048670156988293,0.0226506044649186,0,0,0.0319330560906584,0,0,0,0,0.00912670329937184,0,0,0,0,-0.0102775851431505,0,0,0,0,0,0,0,0,-0.0125675875983771,0,0,-0.00706821018466371,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211922857149629,0,0,0,0,0,0,0,0.0745132179179085,-0.155787344912651,0,0.255131138673659,0,0,0,0,0.290690444022621,0,0,0.452909281914427,0,0,0,0,0,0,0,0,0,0.298291584133712,0,0,0,0,0,-0.0986453390555119,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.055257729118614,0.235006937065683,0,0,0.107883887907264,0.0274742063153454,0,0,0,-0.0273758773974362,0,0,0,3.46944695195361e-18,-0.0378977164757987,0,0.131793679272652,0,0,0,0,0,0,0.249721757538626,0,0,0,0,0,-0.0236198739583632,0.150472316431747,0,0,0,0.0979105745057051,0,0,0,0,0.00968978214587462,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,-0.223378449214599,0,0,0,0,0.474673834627314,0,0.138436551013272,0,0,0,0,0,0,0.295569633358023,0,0,0,0.224338804532591,0,0.34211884159957,-0.0482367603574986,0,0,0,0,0,0,0,0.165112261626085,0,0,0.137310523319737,0,-0.0640797093637914,0,0,0,-0.210558824619489,0,0,0,0,0,0,-0.114019464925701,-0.0716322244434493,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.431258345084088,0,-0.0559967915001793,0,0,-0.0712280029565492,0.0254570180289276,0,0,-0.0375491672962005,-0.078920221082806,0,0,0,0,0,0,0,0,0.0564147772857671,-0.271666257545919,0,0,0,0,0,0.208093492158826,0,0,0,0,0,0,-0.0573332132184862,0,0,0,0,0.213885842524468,0,0,0,0.184106609479712,0,0.0165615722720383,-0.152834381920232,0,0,0,0,0,0
X003816.SZ,0,0,0,0.0163895753990855,0,0,0,0,0,0,0,0,0,0.0044493215197737,0,0,0,-0.00634879749352851,0,0,0,0,-0.0496973976298367,0,0,0,0,0,0,0,-0.0418127826913915,0,0,0.00533726811035293,0,-0.0316481561131808,0,0,-8.67361737988404e-19,0.0311211233680327,-0.028657619784982,0,0,0,0,0,0,0,0,0,0,0.0247482531288946,0.00823827091268293,0,0,0,0.0206996904200598,0,0
X000661.SZ,0,0,0,0,0.238277246668196,0,0,0,-0.163861998075383,0,0,0,0.142785427375585,0.0818177955757051,0,0,0,0,0,0.255794238640093,0,0,0,0,0,0,0,0,0,0.169388417514734,-0.0706422844218869,0,0,0.245967204667536,0,0,0,0,0,0,0.0468450485387454,0,0.0786140314971967,0,0,0,0,0.320876456020004,0,0,0,0,-0.217867188335305,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0.0284696271246735,0,-0.112607588332593,0,0,0,0,0,-0.0204956354937505,0.133713139323265,0.242994604259442,0,0,0,0.157013687836326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268252492384943,0,0.135557655984591,0,0,0.0245568294828241,0,0,0,-0.0363519509054743,0,0,0,0,0.141970460426074,0,-0.0400572340797424,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0.0121334395162026,0,0,0,0.648248265308966,0,0,0,0,0.0457900834486862,0,0.0938269672953564,0,0,0,0,0,0,-0.0461257040413437,0,0,0,0,-0.0255769788844674,0,0,0.0683740604825427,0,0,0,0,0,0,0,0,0.0373560119463487,-0.00280582461850114,0,0,0,0,0,0.0259345506586853,0,0,0,0,0,0
