,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X002304.SZ,X000625.SZ,X300124.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X000063.SZ,X600031.SH,X000596.SZ,X300014.SZ,X000100.SZ,X600089.SH,X002179.SZ,X002129.SZ,X600703.SH,X002241.SZ,X000157.SZ,X002236.SZ,X600372.SH,X600741.SH,X000661.SZ,X002049.SZ,X000977.SZ,X600584.SH,X601877.SH,X002463.SZ,X600522.SH,X002028.SZ,X600183.SH,X601799.SH,X002074.SZ,X000800.SZ,X600066.SH,X600460.SH,X002007.SZ,X002223.SZ,X000921.SZ,X002294.SZ,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.327469314096457,0.145192449060104,0.0661242899008498,0,0,0,0,0,0.017185528581736,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0355454194670781,0,0.0481371240899465,0,0,0,0,8.67361737988404e-19,0,0,0,0,-0.0369780797404706,0,0,0,0,0,0.0302754059502035,0,0,0,0,0,-0.0123492737030531,0.0202049545504568,0,0.00280058247512872,-0.0114192327325725,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.437737013330561,0,0.108881213663237,0,0,-0.0387452529121609,0,-0.00752822392342994,0,0,0,0,0,0.0150022555386178,0,0.0597246686242646,0,0,-0.0469742704961303,0.102827915885012,0,0,0,0,0,0,0,0,0.0229360592107238,0,0,0,0.0149811774267418,0,0,0,0,0,-0.0617897777787213,0,0,0,0.0133184797521758,0,0,0,-0.00589138682552317,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.071069514641682,0,0,0,-0.0788809521227346,0,0,0,8.67361737988404e-19,0,0.0643991637964869,0,0,0,0,0,0.407950799597233,0,0,0,0.172898704210934,0,0,0.290651788299197,0,0,0,0,0,-0.0791641414593708,0,0,0,0.0434383905340656,0,0,0,0,0,0,-0.0546214143391551,0,0,0,0,0,0,0.0661401123293028,0,0.0116056338069983,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0182618135691915,0,0,0,0.00477754802938147,0,0,0,0.147453245423614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401893537846215,0,-0.0178385963418227,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.140465786323085,0,0.0682093765099251,0,0,0,0,0,-0.0281248961635422,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.475608385704835,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398396336642496,0,0,0,0,0.139241365356574,0,0,0,0,0.00926788021826547,0,0,0,0,0,0,0,0,0,-0.131600396132795,0,0,-0.0400208565313738,0,0,0,0,0,0,0,0,-0.0250106214475168,-0.0010922407930939,0,0,0,-0.0246085786989961,0,0
X000568.SZ,0.123121375675166,0.871536584286197,0,0,0.117995025206495,0,0,0,0,0,0.0857873376372728,0,0.0159753204851755,0,0,0,0,0,0,0,0,0,0,-0.110457191693807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,-0.126686965294522,0,0.0257196735107075,0,0.0121132453911887,0,0,0,0,-0.00700369469284873,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0528916591000724,0,0,0,0,0,0,0,0.0374870422136117,0.0759941675352444,0,0,0,0,0.326458632868406,0,0,0,0,0,0,-0.111979177828361,0,0,0,0.119613567345018,0,0.094096275746914,0,0,0.00281848223412645,0,0,0,0,0,0,0,0,-0.0503612318588945,0.00630463560826933,0,0,0,0,0,0
X600690.SH,0,0.0726824952206772,0,0.0501625675405463,0,0.265836088365829,0,0,0.0625233982989622,0,-0.0176192380431463,0,0,0,0,0,0.0580090197110687,0,0,0,0,0,0,0,0,0,-0.0472380240084154,0,0,0,0,0.0344324017595156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438733066152362,0,0,0.0228112854625645,0,0.0273814151205614,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.475498185946198,0,0,0,0,0,0,0,-0.0488056755556662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674750521295884,0,0,0,0,0,0.0587388915442085,0.145036453837317,0,0,0,0,0,0,0.247206153708509,0,0.0218661912063194,0,0.0370546334483832,-0.0203805759535369,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0560716899635947,0,0,0,0,0,0,0,-0.0317588068457769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559618551747192,0,0,0,0,0,0,0.0696954837877811,-0.0588008915244439,0.0313904604162593,0,0,0,0.00401027695902694,0,0
X600104.SH,0,0,0,0,0,0.133580784495528,0,0,0,0,0,0,0.0687010622568953,0.176345932059434,-0.0999102352579437,0,0,0,0,0,0,0,0,0,0,0,0,0.037719660571866,0,0,0,0,0,0,0,0,0,0.0630251130378053,0,0,0,0,0.00868323304079512,-0.0258965079944956,0,0,0,0.0345433840027457,-0.0450968913353931,0.0303671240483032,0.0298107312893846,-0.00872249655663856,0.034501424246032,0,0,0,0,0,0
X002304.SZ,0,0,0.00976429305543962,0,0,0.306565881871491,0,0,0,0,0,0,0.066851136466218,0,0.00296296381904501,0,0,0,0,0,0.0412721058428843,0,0,0,0.141463695363853,0,0.0022808013320093,0.0424586408376757,0,0,0,0,0.0730893567163789,0.0321651968884581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00617718538825543,0,0,0,-0.0736210984435557,0,0
X000625.SZ,0,0,0,0,0.0199253711907216,0.217071103210431,0,0,0,0,0,0,0,0,0,0,0.247978300681133,0,0,0,0.130517219383722,0,0,0,0.149967731946063,0,0,0,0,0,0,-0.0987514971504234,0,0,0,0,0,0,0,0,0,0,0.131488043633405,0,-0.271649380882671,0,0,0,0.316004873353058,0.00324282165715926,0,-0.00676441458814899,0,0,0,0,0,0,0
X300124.SZ,0,0,0.188761989414748,0,0,0,0,0,0,0,0,0,0.135251506918168,0,0,0.0444330672789519,0,0,0,0,-0.349238010008405,0,0,0,0,0,0.161108217764727,0,0,0,0,0,0,0.0323875510489666,0,0,0,0,0,0,0.265302017122146,-0.0242175597166796,0,0,0,0,0,-0.103048645184654,0,0.10913232188038,0,0,0,0,0,0,0,0,0
X000725.SZ,-0.268292901608508,0,0,0,0.0175138559038539,0,0,0,0,0,0,0,0,-0.085444328808115,0,0,0,0,0,0,0,0.751883176514152,0,0.188923242430999,-0.107998639978574,0,0,0.0727094069025125,0.152157940728603,0,0,0,0,0.0367699322888327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118536303988735,0,0,0.00167100894963706,0.0216644537835481,0,0,-0.0239485281164426,0,0
X002371.SZ,0,0.0639316505144157,0,0,0,0,0.107048024730595,0,0,0,0,0,0.062418331278487,0,0,0,0,0.20914984322378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219698225201738,0,0.0609183479684144,0,0,0,-0.010159825630738,0,0,0,0,-0.0553202593050668,0,0,0,0,0,0,0,0.0368520343908669,-0.00668314505237453,0,0,0,0,0,0
X000338.SZ,0,0,0,0.128060389846278,0,0,0,0.327459885344131,0,0,0,0,0.361878156427288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.265045844172277,0,0,0,0,-0.0535327870088178,0,0,0,0,0,0,0,0,0,-0.0111648646936185,0,0,0,0,0,0,0.00850771939353879,0,0.0254542524238021,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207422862594959,0,0,0,0,0.542229765802702,0,0,0,0.246321575426502,0,0,0,-0.0162276610836318,0.0648074018846806,0,0,0,0,0.0171358960759192,0,0,0,0,0,0,0,0,-0.0538375754288383,0,0,0,0,0.173007955690564,0,0
X600031.SH,0,0.0541134239170312,0,-0.127354403887702,0,0,0.111065895303682,0,0,0,0,0.0605409801148507,0,0,0,0,0,0,0,0,0.0756607666889184,0,0,0,0,0,0,0,0,0,0,0,0,0.0754040740226712,0,0,0,0.0529700933901599,0,0,-0.0321505425622356,0,0.205442483965036,0,0,0,0,0,0,0,0,-0.0335614975430947,0.0491407311492705,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.405029687232046,0.167822972197807,0,0,0,0,0,0,0.0542712579766076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229327302793081,0,0,0.122374607933398,0,0,-0.117294461639343,0,0.0243652189659902,0,0,0,0,-0.0354157647790341,0,0,0,0,0,0,0,-0.016301277409783,0,0,0,0,0,0
X300014.SZ,0.0940788450805743,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248740205019126,0,0.165663967987118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878206208429792,0,0.0178279472805288,0,0,0,0,0,0.117828313350365,0,-0.00786351823585002,0,0,0,0,0,0,0
X000100.SZ,0,0,-0.0255447691751362,0,0,0,0,0,0,0,0,0,0.122303271682735,0,0.502687342608842,0,0,0,0,0,0.0519095707977238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710761904574698,0,0,-0.202309011457511,0,0,0,0,0,0,0,0,0.0167901768506044,0,0,0.0069520769570565,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,-0.0983228005012603,0,0,0,0,0,0,0.0657161628227721,0,0,0,0.205626822675693,0,0,0,0,0,0.000835306121130476,0.0470570895844643,0,0,0,-0.0298429582714904,0,0,0,0,0,0,0.40993353590095,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.111411552902268,0,0,0,-0.00141885932891773,0,0,0,0,0.099203296822074,0,0
X002179.SZ,0,0,0.19874721182254,0,-0.271474256398741,0,-1.38777878078145e-17,-0.191799649549122,0,0,0,0,0.081014814733731,0,0,0,0,0,0,0,0,0,0,0,0.450007619475448,0,0,0.207637251808824,0,0,-0.31004631431066,0,0,0,0,0,-0.47909394415417,0,0,0,0.196420637003417,0,0,0,0,0,0,0,0,0,0,-0.0322878549914563,0,0,0,0,-0.0458408062036673,0,0
X002129.SZ,0,0,0,0,0.0198810271515358,0.214204045484306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245836075005205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076548124510827,0,0,0,0,0,0,0,0,0,0,0,0,0.133554463735318,0,-0.00127229395030692,0,0,0,0,0.121265485664114,0,0
X600703.SH,0,0,0,0,0,0,-0.080328698538934,0,0,0,0,0,8.67361737988404e-19,0,0,0.0882184465054504,0,0,0,0,0.0650533727041896,0,0,0,0,0,0.121224743982392,0,0,0,0,0,0.297413036114175,0,0,0,0,0,0,0,-0.0389736956884484,0,0,-0.0525174588265533,0,0,0,0,0,0.0260941091340202,-0.159614985679362,-0.0100911347225677,0.012707887298346,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.364241332388738,0,0,0,0,0,0.00809005314122639,0,0.118174679236862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484081983729383,0,0.0394536414413548,0,0,0.0997024252169276,0,0,0.1532509763443,-0.0217511197542368,0,0,0,0,0,0,0,0.0716958966839557,0,0,-0.0196497694042598,-0.00758802855241175,0,0,0,0,0,0
X000157.SZ,-0.0987807301837296,0,0,0,0,0,0,0,0,0,0,0,0,0.04848946686622,0.041082535948838,0.0252302515908424,0,0,0,0,0,0,0,0,0.0882802650326442,0,0,0,0,0,0,0,0,0,0,0,0.00228704837844807,0,0,-0.0301066265775852,0,0,0.0321024125354238,0,0,0,0,0.118804641072076,-0.0252843409803944,1.0842021724855e-19,0,-0.0101118908051778,0.0221831498899611,-0.0553889299503912,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0.0602305468321724,0,0,-0.0441310227425991,0,0,0.17116719651086,0,0,0.53918557078447,0,0,0,0,0,0,-0.105145872296753,0,0.196944607751412,0,0,0,0,-0.0528513096403181,0,0.0310663540501382,0,0,0,0.109044288350698,0,0,0.0243463364218327,0,0,0.252219437043082,0,0,0,0,0,-0.0302046099946826,0,4.33680868994202e-19,-0.0118603633748334,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352517424202967,0,0,0,0,0,0,0,0,0.0676627885374617,0.0878934972337314,0,0,0,0.028311381512117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107139652836148,-0.0344786871941045,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144511911933756,0,0,0,0.185748137158523,0.0393745539926687,0,0,0,0,0,0,0,0.0533493548776197,0,0,0,0,0,0.0898133120224114,0.146989820334543,0,0.0865670253449049,0,0,0,0,0,0,0.126984419859421,-0.009041508376195,0.0206918381650266,0,0,0,0,0.117407787429425,0,0
X000661.SZ,0,0,0,0,0.172706595773353,0,0.0287371384064052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823541775807293,0,0.356667797490556,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.185411281767309,0,0,0,0,0,0,0,0,0,0,-0.0455586670279292,0,0,0,0,-0.0497015957317914,0,0
X002049.SZ,0,0,0.0170405413541528,0,0,0,0,0,0,0,0,0.0529907658684959,0,0,0,0.0878487363939998,0,0,0,0,0.0121754504543211,0,0,0,-1.73472347597681e-18,0,0.03230283592454,0,0,0,0,0,0,0.0994258635491846,0.0982132468294319,0,0,0,0,0,0,0,0,0,0.218509298395979,0,0,0,0,0.129589594129041,0,0,-0.00269583000571291,0,0,0,-0.0119121788750775,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0.0165167700790363,0,-0.177430034936603,0,0,0,0,0,0,0.311195370609627,0,0,0,0,0,0,0,0,0,0,0.271969625551379,0,0,0,0.32572006065301,0,0,0,0,0,0,0,0,0,0,0,0.146054297637103,0,0,0.105873806318332,0,0.0239147127967387,0,0.0034607093029833,0.0184929008357044,0,0,0,0,0,0
X600584.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211937478299868,0,0,0,0,0,0,0,0,0,0,0,0,0.129067031791257,0,0,0,0,0,0.536907739203378,0,0,0,0.064431721716385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0245662506009961,-0.0198631029054513,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216010890244416,0,0,0,0,0,0.0847215915126367,0,0,0,0,0,0.142378189196499,0,0,-1.73472347597681e-18,0.117156453178139,0,0,0,0,0,0,0,0.27831100511481,0,0,0,-0.0352509476777638,0,0,0,0.0297255328621354,0,0.0118321037164395,-0.0198267090067189,0,0,0,-0.0560204502983979,0,0
