,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X300124.SZ,X600104.SH,X000725.SZ,X002371.SZ,X000338.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002304.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X000157.SZ,X002179.SZ,X600089.SH,X600703.SH,X600066.SH,X600372.SH,X002463.SZ,X000921.SZ,X002236.SZ,X000977.SZ,X002028.SZ,X002241.SZ,X600741.SH,X002049.SZ,X600522.SH,X000661.SZ,X600584.SH,X600183.SH,X601877.SH,X002129.SZ,X000800.SZ,X002223.SZ,X601799.SH,X600566.SH,X002180.SZ,X600060.SH,X600177.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0898056050698164,0,0,0,0.177624396025798,0,4.33680868994202e-19,-0.0303980398073685,0,0,0,0,0,0,-8.67361737988404e-19,0.0556866431535807,0.0757404473601148,0,0,0,0,0,0,0,0.0368375203028582,0,0.00439769011778348,0,0,-0.00591733395956232,5.42101086242752e-20,0,0,0,0,-0.0121763745513089,0.0612056188263121,0,0,0,0,0,0.0179229751216443,0,-0.0159262813133187,0,0,0,0,-0.013041894265054,-0.00272124142485551,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.443069590180699,0,0,0,0,0,0,0,0,0,0,0.0318252896747734,0.227411424092209,0,0,0.0127036833698053,-0.0350025686476115,0,0,0,0,0,0.0590876976701387,0,0,0,-0.0102239752772323,0,0,0,0,0,0.0245895486525815,-3.46944695195361e-18,0,0.0355870168151654,0,0,0,0,0,0,0,0,0,-0.0116443477987202,-0.018278871531364,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.308240580566019,0,0,0,0,0,0,-3.46944695195361e-18,-0.0542257259388206,0,0,0.133239932579201,0,0,0,0,-0.16081202949372,0,0,0,0.188004370484181,0,-0.0339252746411279,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0507338704158947,0,0,0.0691837244763927,0.0808662969336409,0,0,0,0,-0.0691418867446215,-0.00584758624123728,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0728071525623632,0,0.0755884058980843,0,0,0,0,0,0,0,0,0,0.0986176227065395,0,0,0,0,0,-0.0213718213952132,0,0,0,0,0,0.149525081099262,0,0,0,0,0.0772086428336418,0,0,0.0372298974415044,0,0,0,0.111760571380592,0,0,0,0,0,0,0,0,-0.00510136670670299,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374796741391703,0,0,0,0,0,0,0,0,0,0,0,0,0.180049941216327,0,0,0,0,0,0,0,0.32082908062626,0.210566446688665,0,0,0,0,-0.124048235403222,0.0138867310590374,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.162844821008919,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.0611185864463667,0,0,0,0,0.029033416125812,0,0,-0.00632137279494479,0,-0.142218631955015,0.194977956064836,0,0,0,-0.0248562227405392,0,0,0.0324214509281177,0,0.013243367703557,0.102133960924319,0,0,-0.046076492681584,0,0,0.0214467823499323,0,0.0813976287931364,0,0,0,-0.0224827332128653,0.00926914738596768,-0.0926644976621564,0,0,0,0,0
X000568.SZ,0,0.794904776762777,0.184894536741342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364241543367796,0,0,0,0.0827783262851245,0.157360798954011,0,0,0.059475252069252,0,0,0,-0.142616183998811,0,0,0,0,0,0,0,0,0,0,0,0,0.0278824814417479,0,0,0,0,0,0,0,0,0,0,0.0420075115062341,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.126129001890874,0.353687315079606,0.0978304442442076,0,0,0,0.0389054890154999,0,0,0,0.0809435072349989,0,-0.129404362977192,0.0397688495461772,0,0,0.0963453752523306,0,0,0,0.254766562843436,0,0,0,-0.00506739092830825,0.155072306891793,0,0,0,0,0,0,0,0,0,0,-0.207416459653856,0,0,0,0,0,0,0,0,0,0,0,0.00283568748641586,0.0981447641526289,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,-0.102444691763444,0,0,0,0,4.33680868994202e-19,0,0,0.00739742969315722,0,0,-0.0477834458508121,0.062310921128581,0,0.399207838899256,0,0,0,0,-0.0043821066302895,0,0,0,0,0.264721333655191,0,0,0,0,0,0.0797620644597599,0,0,0,0,0.184276813385307,0,0,0,0,0,0,0,0.0228101821873806,-0.243772777986946,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.330312319905514,0,-0.108948038382892,0,0,0,0,0,0,0,0,0,0,0.232289325994232,0,0.159952423134216,0.170294229040496,0,0,0,4.33680868994202e-19,0.0940896787983715,0,0.0971130680749824,-0.100686442259489,0,0,0,0,0,0,0,0,0,0,-0.272464762293401,0,0,0.0204992058843871,0.139707894637782,0.0416916525666561,0,0,0,0.165402386199821,-0.0920541787304207,-0.0067252448824461,0,0,0,0,0,0
