,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600066.SH,X600271.SH,X000100.SZ,X000568.SZ,X002292.SZ,X002241.SZ,X002236.SZ,X600118.SH,X600031.SH,X600372.SH,X600177.SH,X000559.SZ,X002506.SZ,X002007.SZ,X002475.SZ,X002456.SZ,X000338.SZ,X002074.SZ,X002180.SZ,X300003.SZ,X000157.SZ,X600522.SH,X002426.SZ,X000981.SZ,X000050.SZ,X601877.SH,X300124.SZ,X002085.SZ,X002294.SZ,X600867.SH,X002249.SZ,X002508.SZ,X600089.SH,X000869.SZ,X600498.SH,X002465.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.039275302741543,0.204287504749473,0,0,0,0,0,0,0.359141846683216,0,0,0,0,0,0,0,-0.026324926040455,0.0331799762151641,0,0,0,0,0,0,1.73472347597681e-18,0,-0.152757230419977,0.114610724733716,0.0279579311781685,0,0,0,-0.0510677997888761,0,0,0,0,0.243149163770568,0.0331243701350302,0,0,0,-0.0196660597172233,0,0,0,0,0,0,0.0415902084838646,0,0,0,0,0,0,0
X600104.SH,0.15605643761607,0,0,-3.46944695195361e-18,0,0,0,0.122719330622364,0,0.0275133139554231,0,0,0,0,0,0.0304478687052188,-0.0426030152306438,0,0,0,0,0,0,0,-0.0443094817711788,-0.0168068574561074,0,0,0,0,0.0246653639454256,0,0,0,0,0,0.0436561942719817,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356134634281286,0.0556721251486231,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0254439410342057,0,0,0,0,0,0,0.054769762489855,0,0.0308480123681867,0,0,0,0,0,0,0.0786203487942198,0.0362827040172081,0.00212878764204616,0,0.098822652529203,0,0,0,0,0,0,0,0,0.0616765554740889,0,0,0,0,0,0,0,0,0,0,0,0.0251883935652202,0.0440179754467221,0,0,0,0,0,0
X000858.SZ,0.0299630866841644,0,0,0,0.259246589435248,0,0,0,0,0.296062645860349,0,0,0,0,0,0.253587973367559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120874227561822,0,0,0,0,0.00622753947903746,0,0,0,0,0,0,0
X002304.SZ,0.146754240186282,0,0,0.633158445056848,0,0,0,0,0,0,0,0,0,-0.0123408524778833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0517309968016774,0.0861069210239,0,0,-0.0155134021068965,0,-0.0406846077621378,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440410407914082,0,0,0,0,0,0,0
X600276.SH,0.0491200283500018,0,0,0.0665855511781115,0,0,0,0,0,0.0912895924852246,0,0,0.0828328494292353,0,0,0,0,0,0,0,0,0.0544061413257308,0,0,0,0,-0.0587384559548792,0,0,0,-0.0187193303295962,0,0,-0.00643594378321767,0.00331380453245962,0,-0.0314790907568953,0,0,0,0,0,0,0,0,0.0494005001200662,0,0,0,0,0,0,0,0,0,0.0174499514026916,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0738904346037813,0,0,0,0.210581600556289,0,0,0.0166794812636739,0,0,0,0.0582817792343386,0,0.0281068324306549,0,0,0,0,0.206175054400441,0,0,0,0,0,-0.000490069882502746,0.0283137504361516,0.112099583823443,0.0292033494178078,0,0,0,0,0,0,0,0,0,0.0497662061388518,0,0,-0.0268258799584969,0.0297219961133581,0,0,0,0,0,0
X000625.SZ,0,0.159394272882032,0,0,0,0,0,0,0,0.168857073198637,0,0.0268399531836621,0,0.0114694501427465,0,0,0,0.192522251567455,0,0,0,0,0,-0.178428758393395,0.0666853382184097,0.0252681808297149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125293222353881,0,-0.00408966135776919,0.168438626733369,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.158326375662915,0,0,0,0,0.0941701452034621,0,0,0,0.0564819403266186,0,0,0.127185692076614,0.0566825603170162,0,0,0,0,0,0,0,0,0,0.0573452965330363,0,0,0,0,0,0,0,0.100063075895832,0,0,0,0,0,0,0,0.104168055578678,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0.0929718505662786,0.186959003968553,0,0,0,0,0,0,0,0,0,0,0,-0.11196173148601,0,0,0,0,0,0,0,0.168228298877832,0,0.0746181867887845,0,0,0,0,0.0519600623895202,0,0,0,0,0,0.0107385866761351,0,0,0,0,0,0,0.0896442856464926,0,0.0739145274692374,0,0,0,0,0.0141908379513084,0,0,0,0,0,0,0
