,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X000568.SZ,X600031.SH,X002475.SZ,X002241.SZ,X600066.SH,X002236.SZ,X000338.SZ,X000100.SZ,X601877.SH,X600271.SH,X600118.SH,X002456.SZ,X002508.SZ,X300124.SZ,X002085.SZ,X000157.SZ,X600089.SH,X600372.SH,X600522.SH,X600177.SH,X002007.SZ,X300136.SZ,X300003.SZ,X600487.SH,X000981.SZ,X600699.SH,X002074.SZ,X002294.SZ,X600867.SH,X000066.SZ,X000559.SZ,X002008.SZ,X002180.SZ,X600435.SH,X300115.SZ,X600809.SH,X002292.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214217755110553,-0.083652490970688,0,0,0,0,-0.0522941129533936,0,0,0,0,0,0,0.112268798851988,0,0,0,0,0,0,0.026724470208803,0.0529083856405711,0,0.00743764464945482,0,0,0,0,0,0,0,0,0,0,0,0.107370800915345,0,0,0,-0.000974319693575401,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.1019362005232,0,0,0.147032828499871,0.0285732281007897,0,0,0,0,0.118257685881259,0,0,0,0,0,0,0,0,0,-0.0328918755906362,0,0,0,0,0,0,0,0,0.0570281980555939,0,0,0,0,0,0,0,0,0,0.0565501314245774,4.33680868994202e-19,0,0,0,-0.0104260380075099,-0.0128060721316493,0,0,0,0,0,0
X002415.SZ,0,0,0,0.333153220493974,0,0.0138311327509607,0,0,0,0,0,0,0,0,0.00588756786534283,0,0,0,0.156376192195796,0.0953427021008094,0,0,0,0,0,0.0152023897504118,0,0,0,0,0,0,0,0,0,0,0,-0.146349664950509,0,0,0,0.142468832510983,0,0,-0.0511408360643726,0,0,0,0,0,0,-0.014424149767361,-0.0126972558113049,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0319758878897665,0,0,0,0,0,0,0,0.327628737625645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0520823405054848,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.022028076979887,0,0,0.0131076707942713,-0.00338062345040572,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0663590025894822,0,0,0.183454995009063,0,0,0,0,0.0404252634131931,0,0.21157203113088,0,0,0,0,0.0844438589859991,0,0.0584367525381068,0,0,0,0.0496036703370304,0,0,0,0,0,0,0,0,0,0,0.0181369936301532,0,0,0,0,0,-0.00530004718511549,-0.119321160508353,0,0,0,-0.0172146026396824,0,0.0105841057250143,0,0,0.00567276183663095,0.00114468436969677,0,0,0,0,0,0
X000725.SZ,0,0,0,0.341491830560477,0,0,0,0,0,0,0.024255239658646,0.0248029683890896,0,0,0,-0.227808121156738,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.069672481433117,0,0,0,0,0.103591441650111,0,0,0.24729502301396,0,-0.0346905703856708,0.01845885773061,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.172682531469446,0,0,0.0198536627279772,0,0,0,0,0,0.193600118475186,0.0179412727105457,0,0,0,0,0,0.147210192680227,0,0,0,0.140146455439724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0278002399864826,-0.0560416134989795,0,0.0552745221042378,0,0,0.0522213655366033,0,-0.0668835670898265,0.159282696759056,0,0,4.33680868994202e-19,0.00094850474563579,0,0,0,0,0,0
X600276.SH,0,0,0,0.032544891597978,0,0,0,0,0,0,0,0.242213207555367,0,0,0,0,0.00908168639788954,0,-0.0462930073518567,0,0,0,0,0,0.0325765545357815,0,0,0,-0.124208218978158,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0.0350506591602704,0,0,0.0655327637534705,0,0,0.0692419660074714,0,0,0.00130684317029343,0.00450069682192362,-0.151856003043095,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.024594969765779,0,0,0,0,0,0,0,0,0,0,0,0.202958299597546,0.206762534744578,0,0,0,0,0,0,0,0,0,0,0,0.0726777778783044,0,0,0,-0.13061649213286,0.0514309888587786,0.00945839857026716,0,0,0,0,0,0,0,0,0,0,0,0,0.157582390840376,0,-0.0226827062119651,0.0057204216338797,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.150647242602286,0,0.0797215328707398,0,0,0,0,0,0,0,0,0,0,0,0,0.0555215417574569,0,0,0,0,0,0,0,-0.0415634940627958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196405124074923,0,0.079798422301115,0,0,0,-0.0128708622821973,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.261949716542332,0.105605372705911,0,0,0,0,0,0,0,0,-0.144030235271825,0,0,0,0.114842828621208,0,0,0,0,0,-0.140443591286844,0,0.243240658392185,-0.125646542677932,0,0,0,0,0,0,0,0,0.184385274174648,0,0,0,0,0,0.0413225673507228,0,0,0,-0.0956540737363397,0,-0.0186658190169252,0,0,0.00583515199619826,0.0140707866206486,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.00599091170068322,0,0.0420273853163307,0,0,0,0,0,0,0,0,0,0,0,-0.0659184288290282,0,0,0,0,0,0,0,0,0.130987638089307,0,0,0,0,0,-0.015425913119023,0,0.180791677305027,0,0,0,0,0,-0.0974841385936563,0,0,0,0,0.0596156119990635,0,0,0,0,0.0205470139416094,0,0,0,0,0,0
