,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X600066.SH,X000100.SZ,X002236.SZ,X601877.SH,X600118.SH,X600271.SH,X000157.SZ,X002456.SZ,X600177.SH,X300124.SZ,X600372.SH,X600522.SH,X002007.SZ,X600089.SH,X002085.SZ,X000066.SZ,X000981.SZ,X002508.SZ,X600867.SH,X300003.SZ,X600699.SH,X002294.SZ,X000559.SZ,X002292.SZ,X002180.SZ,X600498.SH,X300136.SZ,X002074.SZ,X000623.SZ,X002426.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.049166745004013,0,0,0,0,0.075655068370299,0,0.0210963495165403,0,0,0,0,0,0,0,0,0,0.0688645475067875,0.131787887968496,0,0,0,0,0,0,0,0,0,0,0.00932213132325281,0,0,0,0,0,0,0,0,0,0,0,0.053989323514262,0,0.0454286662911501,0,0.0653994376474672,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,-0.138546225371647,0,0,-0.0282892889151747,0,-0.0421220680749448,0,0,0,0,0,0.7742515676187,0,0,0,0,0,0,0,0,0,0,0,0.129442870140454,0,0,0,0,0,0,0,-0.0793485599544389,0,0.0314856806055404,0,0,-0.14435035803414,0,0,-0.03892430746369,0,0,-0.096399673564752,0,0,0,0,0,-0.0155642873744455,0.00670711815125875,0,0,0,0,0,0
X002415.SZ,0,0,0,0.129165160075427,0,0,0,0,0,0,0,0.0911909798207562,0,0,0,0,0.0668617400271828,0.233139957335481,0,0,0.244274885819276,0,0,0,0,0,0,0,0,0,-0.0269483549132578,0,0,0,-0.0206976167252558,0,0,0,0,0,0,0,0,-0.187181395313649,0,-6.67765619514921e-05,0,0,-3.46944695195361e-18,-0.0591318679465061,0.00446021939323056,0.000433908474439589,0,0,0,0,0,0
X000651.SZ,0,0.297621635984068,0,0,0,0,0,0,0,0.183930059530963,0.475695314574904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547849451016642,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0924767899285663,0,-0.0606669570903534,0,0.318505937140469,0,0,-0.0543213365431573,0,0.012194902108448,0,0,0,0,0,0
X000858.SZ,0,0,0,0.039577480575172,0,0,0,0,0.141757912484391,0,0,0,0,0.100583958808961,0.410689380066034,0,0,0,0.078483103525255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238549804852922,0,0,0,0,0,0,-0.0533364642854402,0,0,0.0168498032364482,0,8.67361737988404e-19,0,0,0,0.00135299461157096,0.00163766170322654,0,0,0,0,0,0
X002304.SZ,0,0.128813720240988,0,0.0731715000922754,0,0,0,0.0626252862687595,0,0,0.00515412918327213,0,0,0.244663429674079,0.333084582809216,0,0,0,0,0,0.0544795161744647,0,0,0,0,0.0842291993004779,0,0,0,0,0,0,0,0.0505321989290663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650573905094818,0,-3.93033138947028e-05,0.00114543396528038,0,0,0,0,0,0
X600276.SH,0,-0.0193578978003395,0,0,0,0,0,0,0,0,0,0.241471746356477,0,0,-0.0393979596344145,0,0,0,-0.0646215783028511,0,0,0,0,0,0,0,0,-0.0351175938063442,0,0,0,0,0,0.0425834641311347,0,-0.0402439252651934,0,0,0,0,0,0,0,0,-0.00709141732311945,0,0,0,0,-0.119630674379161,0.0250868508770053,-0.00314556773555934,0,0,0,0,0,0
X000725.SZ,0,0,0,0.101836712662446,0,0,0,0,0,0,0.115715657720013,0,0,0,0.129689197875557,-0.736192342618673,0,0,0,0.0447712696528458,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142168761982642,0,0,0,0,0,0,0,0.244371175982983,0,0,0,0,0.0298656687025668,0,0,0.113882689892383,-0.0337922257676366,0.00768678933402903,0,0,0,0,0,0
X000625.SZ,0,0.156241460318215,0,0,0,0,0,0,0,0,0,0,0.17950286368935,0.289048052319084,0,0,0,0,0,0,0,0,0,0,0,-0.0290645345620869,0,0,0.0347064657789439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769285583841362,0,0,0,-0.0168451830759072,0.00379473000021076,0,0,0,0,0,0
X600690.SH,0,0,0,0.190369461839827,1.73472347597681e-18,0.139894461851201,0,-0.00618924314280617,0,0,0,0,0.0325936981351886,0,0.0193323975790062,0,-0.0461856593725811,0,0.0253280654592827,0,0,0,0.0867556912925805,-0.0934214512746566,0,0,0,0,0,0,0,0,0,-0.026462881626391,0,0,-0.154116767214893,0,0,0,0,0,0,0,-0.1001862980553,0,-0.0397563024825437,0,0,0,-0.0184709911762753,0.00518116093414863,0,0,0,0,0,0
