,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X000596.SZ,X600031.SH,X003816.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X002129.SZ,X002371.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X601877.SH,X002241.SZ,X000733.SZ,X600741.SH,X000100.SZ,X002074.SZ,X600702.SH,X600460.SH,X600522.SH,X000157.SZ,X000799.SZ,X300003.SZ,X600584.SH,X600884.SH,X002007.SZ,X000800.SZ,X300146.SZ,X002414.SZ,X002236.SZ,X600487.SH,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.297155249283003,1.38777878078145e-17,0,0.296403981897578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.146978147938336,0.211564049127388,0,0,0,0,0,0,0,0,-0.0760906748858979,0,0,0,0,0,0,0,0.0121767336871261,0,0,0,0,0,0.101232729439993,0,0,0,0,0,-0.00637670718978079,0.0178695727495872,0,0,0,0,0,0
X000858.SZ,0,0,-3.46944695195361e-18,0,0.586029996755992,0,0,0,0,0.131789104842018,0,-0.104843329873465,0,0.0653133605926878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0498399870566872,0,0,0,0,0,-0.00724084811692646,0,0,0.0466905405609702,0,0,0,0.0120512431983152,0,0,0,0,0,0,-0.00452039577774984,-0.0109668163527969,0,0,0,0,0,0
X600809.SH,0.364995884124961,0,0,0,0.414986849937844,0,0,0,0,0,0,0.0490379597675475,0,0,0.0639498047033762,0,0,0,0,0.00184557947826066,0,-0.0739511230612948,0,0,0,0,0,0,0.0137074080866467,0,0,-0.0982898336576005,0,0,0,0.0469872906084053,-0.0170857271167963,0,0,0.06813330063519,0,0,0,0,-0.0456164105993054,0,0,0,0,0,0,0,0,-0.0898471919644322,0,0,0,0,0
X002415.SZ,0,0.0359263563974972,0,0,0,0,0,0.0737780471400056,0,0,0,0,0,0,0,0,0,0.0144613909103006,0.0381299701487876,0,0,0,0,0,0,0,0,0,0,0,0.163866774393616,0,0,0,0,0,0,0,0,0.0562801850437608,0,0,0,0.200028796489572,0,0.108823604273892,0,0.0993423394155815,0,0,0,-0.00169463488049734,0.011010734540443,0,0,0,0,0,0
X000568.SZ,0.360695962054854,0.282779145286526,0.538163461870872,0,0,0,0,0.0248744082238365,0,0,0,-0.0161886378125968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104397598761843,0,0.0562055462081371,0,0,0,0,0,0.0129359383894738,0,0.103331858841988,0,0,-0.192963107918279,0,0,0,0,0,0,0,0,0,0,-0.00794513438772616,0.0473997768752542,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0278537905939382,0,0,0,0,0,-0.00910896188305552,0,0,0,0,0,0,0,0,0,0,0.134811149481645,0,0,0,0,0,0.148881826066639,0,-0.135693194027144,0,0.0246282748386593,0.153411718558573,0,0,0,0.0865424261275209,-0.217300851978839,0,0,0,0,0,0,0,0,0,0.00828970431243494,1.38777878078145e-17,0,0,0.0124673621274376,-0.00438421326769685,0,0,0,0,0,0
X002304.SZ,0,0,0.0565021251264465,0.0224610247899972,0.40937940051035,0,0,0,0.171424636886387,0,0,0,0,0,0,0,0,0.033385784334041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138689313397062,0,0,0,0,0,0,0,0,0,0,0,0.0201662169190185,0,-0.0159300044933237,0,0,0,0,0,0,0
X600690.SH,0.22899574030402,0,0,0,0.235873936295889,0,0,0,0,0.211567067710981,0,-0.0454763068558555,0,0,0.0422903410008853,0,0,0,0,0.0112732423369433,0,0,0,0,0,0,0,0,0.0511644689205244,0,0,0,0,0,0,0,0,0.0378367063291462,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216379918153162,0,-0.0384395608078694,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.144611196748111,0,0,0,0,0,0,0,0,0.0620885817843891,0,0,0,0,0,0,0,0.00975414339250933,0,0.2059177310003,0,0,0,0,0.00415814792361657,0,0,0,0,0,0,0,0,0,0,0.147100122497901,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X000651.SZ,0,0.0214223661625946,-0.0362389605216787,0,0,0,0,0.409248148610601,0,0,0,-0.0706792165708381,0,0,0.244232910483877,0,0,0,0,0,0,0,0,0,0,0,0,0.0160439276343563,0,0,0,-0.107626135735215,0,0,0,0,0,0.0105294269965705,0,0,0.0179229745674444,0,0,0.125743305910677,0,0,-0.0617131870125305,0,0,0,0,0,0.0270624983551062,0,0,0,0,0,0
