,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000625.SZ,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X600031.SH,X002236.SZ,X000338.SZ,X600066.SH,X000100.SZ,X002456.SZ,X601877.SH,X300124.SZ,X002508.SZ,X300003.SZ,X002085.SZ,X600177.SH,X300136.SZ,X600271.SH,X002008.SZ,X600522.SH,X600089.SH,X000157.SZ,X002007.SZ,X600118.SH,X002294.SZ,X600867.SH,X600487.SH,X600699.SH,X000066.SZ,X600372.SH,X600566.SH,X600809.SH,X002180.SZ,X300115.SZ,X000050.SZ,X000559.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0882507728847798,0,0,0.152451212843943,0,0,0,0,0,-0.0298274842590661,0,0,0,0,0.0110369981293632,0,0,0,0,0,0,0,0,0.0926388550120324,0,0.192065859426795,0,0,0,0,0,0.136165880855465,0,0,0,0,0.210538898947914,0,0,0,0,0,0.00155197271424182,-0.0129958991885704,0,0,0,0,0,0
X600104.SH,0,0,0,0.18361193680982,0,0,0,0,0.213716748404116,0,0.0505313492617096,0.0794976377500827,0,0.336378200116189,0,0,0,0,0,0.0392135357340378,0,-0.00062558737250093,0,-0.1538321672541,0.0452018559984321,0,-0.0935710761719357,0,-0.0784507972661853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690816092763799,0,0,0,0,0,0,0.00113237124432915,-0.0176877478075748,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0719610522976276,0.0700445907670508,0,0,-0.160645114320828,0,0,0,0,0,0,0,0,0.278990409374625,0,0,0,0,0,0,0.3075646731219,0,0,0,0.00194474353716059,0,0,0,0,0,0,0,0,0,0,-0.261713140741994,0,0,0,0,0,0,0.0165596914394019,0,0,0.0114043825957678,0.0196413175923694,0,0,0,0,0,0
X000651.SZ,0.0776763782056987,0,0,0,0,0.0674110822843461,0,0,0.063984204252911,0,0.229823646629059,0.00297368153755563,0.0177204723360629,0,0,0,0,0,0,0.119029120776336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00381282509516994,0.14808230716104,0,0,0,0,0,0.0129288350103559,0.00381459678609919,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0962102209497108,0,0,0,0,0,0,0,0,0.594185996011373,0,0,0,0,0.0708285616428881,0.0119088156133784,0,0,0,0.0592677958623342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294921889781036,0,0,0.0438461230371465,0,0,-0.00920320130178537,-0.00227546828005168,0,0,0,0,0,0
X000725.SZ,0,-0.18111535600821,0.219196215086025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106791738890934,-0.185404399132035,0,0,0,0.0290996597146102,0,0,0,0,0,0.588027180227566,0,0,0.204520541510611,0,0,0,0,0,0.124132208800275,0,0,0.0787234493419061,0,0,0,0,-0.0672648897512907,0,0,0,0.00547728471487531,0,0,0,0,0,0
X600276.SH,0,0,0,0.000606160881845158,0,-0.0474170358292364,0,0.0872335463748796,0,0,0,0,0,0,0,0,-0.0254456770125622,0,0,0,0,0,0,0,0.0621512528552754,0,0,0,0,0,0,0.0218105785584071,0,0,0,0,0,0,0,0,-0.073783567245175,-0.100114615546752,0,0,0,-0.0472597599208026,0,-0.12408594514318,0,0.0186683116200134,-0.0094552863859147,0,0,0,0,0,0
X002304.SZ,0,0.0532482146365552,0,0,-1.38777878078145e-17,0,0,0,0.219436288081173,0,-0.0429205034703421,-0.0283711516134231,0,0.358256185210342,0,0,0,0,0,0,0,0,0,0,0,0.36840570504104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313625965550358,0,-0.113235740132721,0,0,0,0,0.0565356022807922,0,0,0,-0.110668777329034,0,0
X600690.SH,0,0.546540300790997,-0.00926437542394315,0,0,0,0,0.0528521102312444,0,0,0,0.0242391618607232,0,0.0376966723982704,0,0,0,0,0,0,0.0146233037563855,0,0,0,0,0,0,0,1.0842021724855e-19,0,0.0404908726990269,0,0,0,0,0,0,0,0,0,-0.127571437318604,0,-0.00283727658989135,0,0,0.139288107196798,0,0,0,0.00863206667771154,-0.00109342210453786,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.132580030599585,0,-0.0389697171633536,-0.0162083208748201,0,0,0,0,0.068016014341186,0,0,0,0,0,0,-0.13282769690949,0,0,0.0383459475327328,0,0,0,0,0,0,0,0.0618048575632787,0,0,0.0343590400888597,0,0,0,0.0292233329528781,0,0,0.162824076282991,0,0,0,0,0.165918529777346,0,0,0.00487163501945567,-0.0273007625449115,0,0,0,0,0,0
