,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X002129.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000596.SZ,X003816.SZ,X300014.SZ,X002371.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X002049.SZ,X600089.SH,X000661.SZ,X000100.SZ,X002180.SZ,X002241.SZ,X300142.SZ,X600702.SH,X601877.SH,X000157.SZ,X600741.SH,X000733.SZ,X002074.SZ,X600522.SH,X600584.SH,X002236.SZ,X600460.SH,X000977.SZ,X000799.SZ,X000066.SZ,X300003.SZ,X600183.SH,X002007.SZ,X000800.SZ,X600884.SH,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0485182202731555,0,0,0.155768339072943,0,0.152866132249707,0,0.113129964435941,0,0,0,0,0,0.0317760244928982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0435892870903094,0,0,0,0,0,0,0,0.0991888867108276,0,0,0.0215193369520608,0,0,0,0,0,0.0136008369536675,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0611482321951111,0,0.263200104942355,0,0.576231680301306,0,0,0.110511175811057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137786552845828,0,0,0,0,0,0,0,0,0.0552433933548209,0,-0.0202159447848274,0,0,-0.0276543496665789,0,0,0,0,0,0,-0.048220674777695,0.0185054839566151,0,0,0,0,0,0
X002415.SZ,0,0.251657629056904,0,0,0,0,0,0,0.0415752822806831,0,0,0,0,0,0,0,0,0,0.0584329432384594,0,0,0,0,0,0.0690976572579851,0,0,0,0.138034893165403,0,0,-0.098057714902428,-0.0467837499032973,-0.0539730532545924,0,0.0650528134642972,0,-0.164999478381587,0.00523449643880117,0.116043081545555,0,0.0627703114523392,0,0,0,0,-0.112412641733043,0,0,0,0,0,-0.0152923544176025,0,0,0,0,0,0
X000568.SZ,0,0.395467456995033,0.100719209923928,0,0,0,0.364339018904895,0,0,0,0,0,0,0,0,0,0,0,0,0.0244960686351888,0,0,0,0,-0.219159211236274,0,0.0755943574634716,0,0,0,0,0,-0.0257439265233317,0,0,-0.0685798644166593,0,-0.0911872077197756,-0.0225514492341722,0,0,-0.030929523103148,0,0,0,0.22619918146104,0,0.0725871010587012,-0.065347304567704,0,0,0.0218502567096764,-0.0301556244365042,0,0,0,0,0,0
X600809.SH,0,0.0618835571959835,0,0.0429316083254759,0,0,0.247896529005984,0.0924141524360011,0,0,0,0,0,0,0,0,0,0,0.0369505178242935,0,0,0,0,-0.00914968383739297,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0908970601951989,0,0,0,0,0.254897358477298,-0.0124896707227268,0,0,0,0,0,0,0,0.0190790471812896,-0.0208472503010088,0,0,0,0,0,0
X600276.SH,0,0,0,0.0616280958011698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00691643453304846,0,0,0,-0.103598491524302,0,0.141288781737865,0,0,0,0.099368097798867,0.124164064163476,0.0421770772667296,0,0.0972276052189256,0.145444220259904,0.0560760844404253,0,0,0,0,0,0,-0.0549151847607308,0.0577920830076447,0,0,0,0,0,0
X002304.SZ,0,0.282783473089429,0,0.425169276847251,0,0,0,0,0,0,0,0,0,0,-0.0400337775948258,0.0842073002046645,0.188100060937716,0,0,0,0,0,0,0,0,0,0,0,0,-0.0481426452967726,0,0.0203280958858347,0,0,0,0,0,0,0,0,0,0.0115701232602924,0,-0.0627776270391658,-0.100324903626107,0,0,0,0,0,0,-0.0161495143237571,0.0195666448223362,0,0,0,0,0,0
X600690.SH,0,0,0,0.0676514562478721,0.016203603219529,0,0,0,0,0.0350055281116612,0.066779566495043,0,-0.0636724951948301,0,0,0.159582236909523,0,0,0,0,0.114435996989059,0,0,0,0,0,0.0310853001624786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193820591495155,0.0466725901676538,0,0.0735190886003917,0,0,0,0,0,0,0.0158811705210432,-0.0126223351999344,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.275021025944311,0,0.0456865241610577,0,0,0,0,0,0.216303380491492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235085043743766,0.233589903672235,0.163241404195664,0,0,0,0,0,0,0,0,0.0930717220788216,0,0,0,0.51704419791662,-0.00531166929104541,0,0,0,0,0,0,0
X000651.SZ,0,0.171414983249196,0,0,0,0,0.0266327957340601,0.332983398108369,0,0,0,0,0,0,0,0,0,0,-0.0161357381167692,-0.015927213950148,0.0751473925136241,0.0687045258072569,2.16840434497101e-19,0,0,0,0,0,-0.0174236967269613,0,0.053899400930838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0719387108687504,0,0,0,0,0,0,-0.00829178973651866,0,0,0,0,0,0
X300124.SZ,0,-0.0599494154678311,0,0,0,0,0,0.00634234274774144,0.154888214193256,0,0,0,0,0,0,0,0,0,0.0386735604765703,0,0,0,0.0459262993491701,0,0,0,0,-0.420273452272512,0.0862410758416318,0.0778465800661604,0,0.0906909543229242,0,0,0,-0.0634662030827606,0,0,0,0,0.0887734126951002,0.260332760226261,0,0,0,0,0.263196679541434,0,0,0,0,-0.0452412531696619,0.0214430313166473,0,0,0,0,0,0
X600104.SH,0,0,0,0.0512453410823345,0,0,0,0,0,0,0,0,0,0.0440184410726648,0,0,0,0.1039322526263,0,-0.0502905236006249,0.147953838588794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277772999617663,0,0,0,0,0,0,0.041160100940659,0,0,0,0.077706385243885,0,0.00106542922198121,0,0,-0.0354174132163452,0.0421481717062342,-0.0256699587189749,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833905079997898,0,0,0,0.11080753555518,0.14828170048744,0,0,0,0,0,0.020245735490164,0,0,0,0.0323782548837866,0,-0.0979213545436858,0.101556766845896,0,0,0,0,0.324872899361222,0,0,0,0.0257179880873397,0,0.019365566576247,0,0,0,0,0,0,0,0.0217078840085261,0.00830422876178022,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0181819111360246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0342253635392456,0.00825339706651071,0,0,0,0,0.184321924761129,0,0.131154926703948,0.0528426166978834,0,0,0,0,0,0,0,0,0,0,0,0.153771984588591,0.00806439843185049,0.0571586502809723,0,0,0.0920795795182009,0,0.0478060115778397,0,0,0,0,-0.00930460738164051,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.107625466159866,0,0,0,0,0,0.0231593464521718,0,0.0397386537884476,0,0,-0.0713766090253241,0.048071270780261,0,0,0.182922373943758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179582451197097,0.244958700759657,0,0.077684021394307,0,0,0,0.153763984444289,0,0,0,0,0,0.00790777515635651,1.0842021724855e-19,0,0,0,0,0,0
X600031.SH,0,0.305071167747088,0,0,0,0,0,0.216693377635223,0,0,0.105822009148412,0,0,0,0,0,0,0,0,0,0,0.0197251290376811,0,0,-0.157087236840321,0,0,0,0.0461156412929837,0.0567979181618324,0,0,0,0.315620717664933,0,0,0,0,0,0,0,0.0358070302372808,-0.032166043633217,0.0155091013793236,-0.0744733028543302,0,0.0259182056511086,0,0,0,0,-0.0244398712584051,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0.420414217638018,0,0,-0.0125994448785927,0,0,0,0,0.163086827620897,0.0166491974176507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00919064774524458,0,0,0,0.0479184583646222,0.149688063023127,0,0,0,0,0,0,0,0,0.0211465627198264,-0.0353415574602143,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.129801872996974,0,0.0265819150627986,0,0,-0.00921681660643337,0,-0.01375629582755,0,-0.0213867725980991,0.000107049721396522,0,0,0.0196403413464019,0.100308111541316,0,0,-0.0301420363048222,0,0,0,0,0.0211652481262148,0,0,0,0,0,0,0,0.0615832239632818,0,0,0,0,0,0,0,0,0,0,0.0105795090515841,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.0590209310176932,0,0,0,0,0,0,0,0,0,0,0.150511998541526,0,0,0,0.246420874770018,0,0,0,0,0.0164137128087488,0,0,0,0,-0.129235528807534,0,0,0.326607699574367,0,-0.559918732532958,0,0,0,0,0,0,0,0.126912611272336,0,0,0,-0.0437101273324266,0.0603819745921629,-0.053852690273635,0,0,0,0,0,0
X002371.SZ,0,0,0.0809318693267589,0.0147912204846183,0,0,0,0,0.0085275137502228,0,0,0,0,0,0.109645968647988,0,0,0,0,0,0,0,0,0,0.445601495483317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268110661233667,0,0,0,0,0.0238931858406684,0,0,0,0,0,-0.0178693699500261,0,0,0,0,0,0,0
