,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X000625.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002241.SZ,X002236.SZ,X000338.SZ,X600066.SH,X000100.SZ,X002456.SZ,X601877.SH,X002508.SZ,X300124.SZ,X600271.SH,X002085.SZ,X600089.SH,X600118.SH,X600177.SH,X300136.SZ,X000157.SZ,X002007.SZ,X300003.SZ,X600372.SH,X002008.SZ,X600522.SH,X002294.SZ,X000981.SZ,X600867.SH,X600487.SH,X600699.SH,X000066.SZ,X300115.SZ,X002074.SZ,X600566.SH,X600809.SH,X002180.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.174627778473454,0,0.131840186190633,0,0,0,0,0.115350352936064,0,0,-0.0974145184639425,0,0,0,0,0,0.0597368671260656,0,0,-0.0104195166792241,0,0,0.0366013010419355,0,0,0,0,0,0,0,0.0087836674411302,0,0,0,0,0.101844173154974,0,0,0.0979976725785461,0,0,0.0655497564532926,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,-0.0815429270656119,0,0,0,0.0686237333854407,0,0.156935803714863,0,0,0.350055795872439,0,0.347025552706513,0,0,0,-0.0305631525252442,0,0,0,0,0,0.035258426410029,0,0,-0.151363669789583,0.057219422555221,0,0,-0.0667109360414102,0,0,0,0,0,-0.0117928412717137,0,0,0,0,0,0,0,0,0,0,-0.035778081143794,0,0.159666180796202,-0.00787578823535275,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0404771545605224,0,0,0,0,0,0,0,0,0.346439255214295,0,0,0,0,0,0.269414235945451,0,0,0,0,0,0,0.00737326783723415,0,0,0,0,0,0,0,0,0.0841572639778389,0,-0.146023720002938,0,0,0,0,0,-0.0552568100959111,0,-0.0351679967572605,-0.0120728284792147,0.0304446815818594,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0728900951310593,0,0,0,0,0,0.131279949963428,0.118352055323387,0,0,0,0,0.010904140325411,0,0.138008525536137,0,0,0,-1.73472347597681e-18,0,0,-0.0187031000111367,0,0,0,0,0,0,0,-0.0831335615382604,0,0,0,0,-0.010539312583224,0,0,0,0,0,0,0.111553230722441,0,0,0,0.0179942491646172,-0.00911336990278792,0,0,0,0,0,0
X000858.SZ,0,0,0,0.131071646836185,0,0,0,0.063952451075251,0,-0.00362538462242184,0,0,0.320853916789664,0,0.082919995946242,0,0,0.0311452345770514,0.131608783747902,0,0,0,0.00466081588436144,0,0,0,0,0,0,0,0,0,0,0,0,0.0177610381269358,0,0,0,0,0,0,-0.00257186329639554,0,0,0,0.090498304338751,0,0,0,-0.00129429983526078,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0.102247018257341,0,0,0,0,0,0,0,0.147204918641833,0,0.0915526846118151,-0.315616199816919,0.175207370150857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.218340260861556,0,0,0,0,0,0.269679660127338,0,0,0,0.106088565045982,0,0,0,0,0.163467594516171,0,-0.0680561830592211,0.0464961990411388,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.045208653079123,0,0.0451312975135727,0,0.137187652342959,0,0,0,0,0,-0.0454545189642143,-0.0518505458385832,0,0,0.0270089478938146,0,0.0717198577428468,0,0,0,0,0,0,0,0,0,0,-0.0406676157115838,0,0,0,0,0,0.00946473529437356,0,-0.0256325983591945,0,0,0,0,0,0,0,0.00234336628209278,0.0230337054085639,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.135494029319638,0,0,0,0,0.569520358659218,0,0.0462022420445439,0,0,0,0,0,0,0.0925600672695799,0,0,0,0,0,0,0,0,0,0,0.254362176359067,0,0,0,0,0,0,0,0,0,-0.0831393046336209,0,0,0.222652940786256,0,0,0,0.0371265934228495,0.0210923883480474,0,0,0,0,0,0
X600690.SH,0,0.0503389923916628,0,0,0,0,0,0.164468248530958,0,0,0,0,0,0,0,0,0,0,0.0111050920393364,0,0,0,0,0,0.0372917719373576,0,-0.0231356877984603,0,0,0,0,0,0,0,0.0408633652407132,0.0115180188724544,0,0,0,0,0,0,-0.138134174601754,0.0467715202037021,0.0308400197889506,-0.0026545960333205,0.138657981033728,0,0,0,0.00379975754457376,-0.00708696772606767,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0685198995690166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108942799419042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948406653222848,0,0.00309007461066382,0.135747363631185,0,-0.15450571583176,0,0,0,0,0.00410931802826289,-0.00305745232193334,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157084637661815,0.131543035703104,0,0,0,0,-0.0731462288910521,0.174709122961221,0,0,0.0972432203635473,0,0,-0.0291634156700153,0.0221417160004738,0,0.303523342141849,0,0,0,0,0,0,0,0,0.00824266755373413,0,0.0519582835556278,0,0,-0.205558509481574,0,0,-0.00144229858225078,0.000592692500662699,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0942870654196645,0,0,0,0.038043858592814,0,0,0,0,0,0,0,0,-0.0986995151948462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17934460559715,0,0,0.00736434955617835,0,0,0,0,0,0,0,0.00327079944535754,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.580589052325989,0,0,0,0,0,0,0,0,0,0,0,0,0.100454049189917,0,0,0,0,0,0.0530795548605116,0,0,0,-0.00438814650519377,0,0,0,-0.0340661128767281,0,0,0,0,0.0394215828621871,0,0,0,0,0,0,0,0,0,0.185643827006691,0,0,0,-0.0119255033978634,0.0115936292430238,0,0,0,0,0,0
X600741.SH,0,0.394747724388873,0,0,0,0.0638508428700939,0.206916006338623,0.110024117000487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00473772647455858,0,0,0,0,0,0,0,0,0,0,-0.0381161597033117,0.0408081781630412,0,0,0,0,0,0,0,0,-0.0143569912233016,0,-0.0246773531537569,0,0,0,-0.0106022475300169,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,-0.0902902067144294,0,0,0.114380277409122,0,0,0,0,0,0,0,0.127032182173626,0,0,0.0437951827788671,0,0,0,0,0.195189695925403,0,0,0,0,0.114515472982708,0,0,0,0,0,0,0,0,0,0,0,-0.182748945373466,0,0,0,0,0.258024396718624,0,0,0.0157705056626461,-0.0015321199302855,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,-0.114364644469291,0,0.0880519709823565,0,0,0,0,-0.0188352867027004,0,0,0,-0.216467470415281,0,0,0,0,0,0,0,0,0,0,0.602446162578089,0,0,0,-0.0612179213483637,0,0,0,0,0.125215595526104,0,0.161795006307588,0,-0.022983862103851,0.119858866078401,0,0,0,0,0.00816466235715742,-0.0314356098523324,0,0,0,0,0,0
X002241.SZ,0,0,0,-0.162692943611555,0,0.268824140493516,0,0,0,0,0,0,-0.05732735436008,0,0.300914638455108,0,0,0,0,0,0,0.163462515017532,0,0.0404389673519874,0,0,0.0724865927718616,0,0,0,0.100725639712413,0,0,0,0,0,0,0,0,0,0,0,0.0816481225279985,0.245404403561565,0,0,0,0,0,0,0.0468116680277476,0.00380707435229065,0,0,0,0,0,0
X002236.SZ,0,0,0,0.140920463638251,0.0650258945869197,0,0,0,0.0175738174378449,0,0.377494106067245,0,0,0,0.392001725709577,0,0,0,0,0.216619250627559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175965501420243,0,0.0211070741812781,0.0819830551124683,-0.0663913823703911,0,0,0.0351025944534343,-0.0280163442082403,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.224375341497082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777354566537481,0,0,0,0,0,0,0,0,0.363476033501821,0,0,0,0,0,0,0,0,0,0,0,0,0.2479602328073,0,0,0,0,0,0.00262427679662367,-0.0369199497642664,0,0,0,0,0,0
X600066.SH,0,0,0,0.0385871841573815,0,0,0,0,0,0,0,0,-0.00424574702882375,0,-0.400460782733815,0,0,0.172508311842879,0,0,0,0,0,0.206385983317544,0.22754594982857,0,-0.0484290830134634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121037150515182,0.0778663695727424,0,-0.0640811749147307,0,0,0,0.00605703107010326,0.0133539811034397,0,0,0,0,0,0
X000100.SZ,0,0,0,0.177211978765234,0.0427749050864987,0.104657965406783,0,0.0657137309562758,0.0590259244567999,0,0,0,0,0,0.0441843487171003,0,0,0,0,0,0,0,0,0,0.0558291061647078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352220408536883,0,0,0,0.0513137894152158,0,0,0.0264282371093994,-0.00018646050363595,0,0,0,0,0,0
