,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X600104.SH,X000568.SZ,X003816.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600703.SH,X000157.SZ,X600372.SH,X002028.SZ,X002049.SZ,X000066.SZ,X600522.SH,X600741.SH,X002236.SZ,X600183.SH,X600839.SH,X601877.SH,X600066.SH,X600460.SH,X002156.SZ,X002456.SZ,X000661.SZ,X002085.SZ,X600487.SH,X002129.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.345406165615451,0,0,0,0,0.075745975401899,0,0,0,0,0,0,0,0,0,0,0.185064849116178,0,0,-0.00097765205519327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0041564585484477,0,-0.0351415116922706,0,0,-0.0150087810329766,0,0,0,0,0,0,0,-0.106243409251745,0,0,0,-0.0691561461677688,0,0
X000858.SZ,0.284095299108589,0,0,0,0,0,0.441589085022342,0,0,0.0710111764264908,0,0,0,0,0,0,0.0267248404828995,0.0726836614810179,0.0689545855081491,0,-1.73472347597681e-18,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0115032093257216,0,0.166841857078777,0,0,0,0,0,0,0.0257160353216182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00836998587195277,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.290515174799382,0,0,0,0,0,0.100927512883739,0,0,0.102063848546571,0,0,0,0.251183541309376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0278393559165792,0,0.0258430146576306,0,0,0,0,0,-0.0436281288930409,0,0,0,-0.0749510047565728,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232322636814246,0,0,0,0,0,0,0.0831785748681241,0.449118289801069,0,0.0661517253227551,-0.0032869310505982,0.0716339361836478,0,0,0,0,0,0,0,-0.00263524455934292,-0.00645268726966016,0,0,0,0.0588825215846089,0.0530887984263263,0,0,0,0,0.0123666569297073,0,0,0,0,0,0,0,-0.0922924387692388,0,0,0,0,0,0
X002415.SZ,0.127106308729467,0,0,0,0,0.0579198700235541,0.0618019242106942,0,0.077341172499973,0,0,0,0,0.00471113250010609,0,0.0996905337855693,0,0,0,0,0.233341576187962,0,0,0,0,0.0245017084652187,0,0,0,0,0,0,0,0,0.0139196603155742,0,0,0,0,0,0,0,0.0466328347955907,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0363140333541779,0,0
X600690.SH,0,0,0,0.0924122041687773,0,0,0,0.207321643885478,0,0,0,0,0,0,0,0,0,0,0,0.125159561201611,0,0.018197716502043,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0159854459859162,0,0,0,0,0.0411008507996184,0,0,0,0,0.068429670283321,0,0,0,0,0,0,0,0.0545121445832302,0,0,0,0.024562577098359,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.00992323927780279,0.578201261162964,0,0,0,0,0,0,0,0,0.288651368854968,0,0,0,0,0.0155744933740406,0.033541052001078,-0.00926198850906834,0,0,0,0,0,0,0,0,0,0,0,0,0.00975506628964516,0,0,0,0,0,0,0,0,0,0,0,0,0.0326436441727414,0,-0.0180689320337606,0,0,0,0
X000651.SZ,0,0,0,0.0136819875697853,0,0.318543967317865,0,0,0,0.0472394214374159,0,0,0,0,0,0,0,0.185452091097699,0,0,0,0,0,0.0525936541083658,-0.0404185475943818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0798337696180787,0.167535095916556,-0.0329949921712582,0,0,0,0,0,0,0,0,-0.0134506180526435,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393579052961738,0,0,0,0,0,0,0.0709046100673558,-0.0409133274400001,0,0,0,0,0.138451618434368,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.150819274120476,0,0,0.0339377977081067,0,0,0,0,0,-0.0186837825929661,0,0,0,0.0167808200002899,0,0
X600104.SH,0,0,0,0,0,0,0.0465198315789483,0,0,0,0,0.290027244259219,0,0,0,0,0.460024898092225,0,0,0,0,0,0,0,0.208975884095041,-0.195830056828832,0,0,0,0,0,0,0,-0.0672912904340049,-0.28372041254803,0,0.201648978779071,0,0,0,0,0,-0.160352381207501,0,0,0.315163003066114,0,0,0,0,-0.0639490345291078,0,0,0,0,0,0.0893529089820526,0,0
