,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600741.SH,X600703.SH,X600809.SH,X000596.SZ,X002241.SZ,X000100.SZ,X300003.SZ,X002236.SZ,X601877.SH,X002371.SZ,X000157.SZ,X300124.SZ,X300014.SZ,X600183.SH,X000625.SZ,X002007.SZ,X000066.SZ,X002456.SZ,X002008.SZ,X300142.SZ,X600271.SH,X300136.SZ,X000977.SZ,X002179.SZ,X002463.SZ,X002129.SZ,X002180.SZ,X600584.SH,X600177.SH,X000050.SZ,X600066.SH,X002508.SZ,X600487.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.20180290922474,0,0,0,0,0,0,0,0,0,0,0.0785913742271821,0.0146369823950075,0,0,0,-0.00896043710264071,0.100977909627551,0.181316250325712,0,0,0.116508164547892,0,0,0,0,0,0,0,0,0,0,0,0,0.0907645231534546,0,0,0,0,0,0,0,0,0,-0.130620695469706,0,0,0,0,0,-0.032301227910796,-0.0370587792935239,0,0,0,-0.0211109300432694,0,0
X000858.SZ,0,0,0,0,0,0,0.0628409066943579,0,0,0,0,0,0.470946876614759,0.0296849810392662,0,0,0,0,0.0447958844651663,0.00389492131476548,0,0,0,0,0,0.0647686130909657,0,0,0.00947624186459002,0,0,0,0.0397624608439169,0,0,0.0194070797865896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00762515142845016,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333300426740337,0.0498429013186989,0,0,-0.039301292369693,-0.11020182962871,0,0,0,0,0,0,0,0,0,0.0297852633329562,-0.0456410951152471,0,0,0,0,0,0,0,0.00352613831569452,0,0,-0.0575240521201938,0.0814644973907188,0.159103192996692,0,0,0,-0.113217001553983,0.205490200002186,0,0,0,-0.00440542922496099,0.0352774097400773,0,0,0,0.0217274290723188,0,0
X600276.SH,0.210767054214209,0,0,0,0,0,0,0,0,0,0,0,0,0.129357476196029,0,0.130215016991075,0,0,0.106393106430996,0,0,0,0,0,0,0,0,0,0,0,0.00202097117209499,0.189595919406504,0,0,0.0203792321444609,0,0,0,-0.120263696468022,0,0,0,0,0,0,0,0,0,0,0,0,0.0352680283830221,-0.0124773050563557,0,0,0,0,0,0
X002415.SZ,0,0,0,-0.00693171235672555,0,0,0.289241688448334,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0385659490145945,0,0,0.310551215758304,0,0,0,0.0970395121856456,0,0,0.159371371601787,0,0,0,0,0,0,0,0,0,0,0,0,-0.131316551394357,0,0,0,-0.0896261918008795,0,0,0,0.0507868831789039,-0.0219155349878001,0,0,0,0.00556668085380264,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223110593915427,0,0.0310236365643665,0,0,0,0,0.0856268883555174,0,0,-0.0315244058465788,0,0,0,0,0,0.185246808701269,0,0,0,0,0,0,0,0,0.0114001737662567,0,0,-0.0790073420370253,0,0,0,0.0554436116466525,0,-0.0693353842294823,0,0,0,0,0,0,0.000795721148529746,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138463925787323,0,0,0,0,0,0.318556070965777,0,0.126425213823709,0,0,0,0,0,0,0,0,0,0.118996094297218,0,0,0,0,0.00988350083852885,-0.00498761694313343,0,0.166790181994085,0,0,0,0,0,-0.0284919293822891,0,0,0,0,-0.0331279783538053,0.073387734002215,0,0,0,0.043040264401458,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0.068238025623079,0,0,0.146003239222546,0,0,0,-0.0321796425419766,0,0,0,0,0,0,0.0632943381159953,0,0,0,-0.0383674129341489,0.00365075594725854,0,0,0.0907394591142369,0.0104079379225882,0,0,0,0,0,0,0.134078005658241,0.0332739212412568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0395758775565576,0,0
X002304.SZ,0,0,0.0679347500060914,0,0,0,0,0,0,0,0,0,0,0.00194044858436946,0,0,0,0.0237244132451376,0,0.0671907288562727,0,0,0,0,0,0,0,0,0,0.0363751497595151,0,0.190377068131021,0,0,0,-0.0339830955401138,0,0,0,0,0,-0.00464630204404446,-2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.0422229075022375,0.0328070451853247,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267506700332833,0,0,0,0,0,0,0.0672570725836087,0,0,0,0.03654011228789,0.0264930847700124,0,0,0,0,0.0938834814076147,0,0.0647537547559559,-3.46944695195361e-18,0.0227841189453212,0.0526134028656786,0,0,0,0,0,0,0,-0.00365046394312571,-0.0145044009483176,0,0,0,0,0,0
