,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002236.SZ,X002475.SZ,X300003.SZ,X600031.SH,X000338.SZ,X601877.SH,X300124.SZ,X002008.SZ,X600809.SH,X600867.SH,X000625.SZ,X002456.SZ,X600271.SH,X600066.SH,X600487.SH,X000100.SZ,X002294.SZ,X000981.SZ,X600566.SH,X002241.SZ,X300142.SZ,X000661.SZ,X000596.SZ,X002508.SZ,X002049.SZ,X002180.SZ,X000157.SZ,X000050.SZ,X000977.SZ,X002179.SZ,X300136.SZ,X002038.SZ,X600522.SH,X600089.SH,X002129.SZ,X600498.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.539147473506831,0,0.0943333932055337,0,0,0.0161475590069926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107968668551135,0.0204590146996207,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.247722406649092,0,0,0,0,0,0.1587018017915,-1.73472347597681e-18,0,0,0,0,-0.168019698198956,0,0,0.0611911726529824,0,0,0,0,0,0,0.0071514750100873,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.0602460234111421,0,0,0,-0.0346857140251632,-0.00957994395686083,0,0.422077664942332,0,0,0,0
X002415.SZ,0.220582272023982,0,0,0,0,0,0.0229461429927496,0,0,0,0,0,0,0.175817586715769,0,0.0457958280221694,0,0.0581832989012639,0,0,0,8.67361737988404e-19,0,0,0,-0.0297754368371567,0,0.362036942046273,0,0,0,0.0711394458291,0.092256125334603,0.00801827013730274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0252603605212204,0,-0.0452012992899459,0,0,0,0,0
X000858.SZ,0.329403813614519,0,0,0,0.26986487921575,0,0,0,0,0,0.410067521360514,0,0,0.0327858063714638,0,0,0,0.038872579402497,0,0,0,0,-0.077672737233059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162791586430283,0,0,0,0,-0.0530932999482563,0,0,0,0,0,0,0,0.0146278771953989,-0.00409109864658471,0,0,0,0,0,0
X000651.SZ,0,0,0,0.234608983575078,0,0,0,0,0,0.54442339561929,0,0.0324915745249582,0,0.044169448062857,0,0,0,0,0.027709283173565,0,-0.0499618854153766,0,0,0,0.150057374894103,0,0.0277500323854256,0,0,0,0,0,-0.105959753192305,0,0,0,0,0,0,0,0,-0.0770182641760093,0,0,0,0.263292650644223,0,0,0,0,0,0,0.0435935012256695,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0608883076569326,0,0.0701711694165592,0,0.109083270319752,0,0,0.0484045591637621,0,0.38912210443001,0.0904383693373126,-0.0864266042195622,0.137380571921038,0,0,0,0,0,0,-0.0817015068507637,0,0,0,0,0,0,0,0,0.0776092245652041,0,0.0289416774648593,0,0,0,0,0,0,0,0.129693728710422,0,0,0,0,0,0,-0.0533771968944476,0.0301678966980158,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.138979804579466,0,0,0,0.170612970458931,0.29593190799987,0,0.160281360386122,0,0,0,0,0,0,0,0,0,0,0,0.0191513587311629,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.328181634873626,0,0,0,0,0,0,0,0,0,0,-0.0132802146006985,-0.087983505669294,0,0,0.0190988035955958,-0.0328982846488011,-0.0601783439360867,0,0,0,0,0
X000725.SZ,0,0,0.0122821259833207,0,0,0,0,0,0.210470486904001,0,0,0,0,0.0331164141418703,0,0.0448239737055666,0,0.175703488422774,0,0,0,0,0,0,0,0,0,0,0.324493313673004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111846258719325,-0.0531365104210631,0.134491923599119,0,0,-0.0141821054536749,0.0603445860809971,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.297442344052989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324348395254211,0.225400897078125,0,0,0.277682545752277,0,0,0,0.0953913833136732,0,0,0,0,0,0,0,0,0,0,0,0.171434304296579,0,0,0,0.0262238272196082,0.0660477738355413,0,0,0,0,0,0
X600690.SH,0,0,0,0.313837239550889,0.236287298376967,0,0.131073993458633,0,0,0,0.0338778394260495,0,0.0299289922813462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108363327724404,0,0,0,0,0.0081155680787904,-0.15646717648618,0,-0.0218907967880191,0,0,0,0.0315444480115422,0,0,0.00331155659870707,-0.0138610809619768,0,0,0,0,0,0
