,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X000100.SZ,X600703.SH,X600271.SH,X000157.SZ,X300003.SZ,X002007.SZ,X002236.SZ,X300124.SZ,X300142.SZ,X002008.SZ,X002179.SZ,X000625.SZ,X600177.SH,X000977.SZ,X002371.SZ,X600498.SH,X002506.SZ,X600776.SH,X600867.SH,X600183.SH,X600487.SH,X300146.SZ,X000066.SZ,X000050.SZ,X600066.SH,X600566.SH,X002129.SZ,X600118.SH,X002049.SZ,X600522.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.203996773992279,0.0421601310823145,0,0,0,0,0,0.0917617235644295,0,0,0,0,0,0,0,0,0,0.0393670313735894,0,0.175702580803444,0,0,0,0,0,0,0,0,0.0185322420479848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376651653609458,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.225361498173632,0,0,0,0,0,0.41115964126466,0,0,0,0,0,0,0,0,0.212288333364652,0,0,0,0,0,0.0618949484721787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019574553071168,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0654236117923598,0,0,0,0.307281181535405,0,0,0.100874621506619,0,0.0481240168534102,0.130451660301381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110819916230496,0,0,0,0,0.010880576090671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0381798985000944,0,0,0,0,0,0,0
X600104.SH,0,0,0.0311355166946855,0,0,0.135788502068499,0,0,0,0,0.0456996989382385,0,0,0,0.0324301272813869,0.00363737516250124,0,0,0,0,0,0,0,0,0,0,0,0,0.108984229735657,0,0.0733283715752734,0,0,0,0,0,0,0,0,0,0,0.11182634354012,0,0,0,-0.0305229165036826,0,0,0,0,0,-0.0205617470945498,0,0,0,0,2.16840434497101e-19,0,0
X600276.SH,0,0,-1.73472347597681e-18,0,0,0,0.000613304427541431,0,0,0,0,0,0,0.236319499324501,0.102179269019598,0.100982828338498,0.108846735688764,0,0,0,0,0,0,0,0,0,0,0,0.104880254661614,0,0,0,0,0,0,-0.0396492774203816,0.0459193974539973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00450242813845634,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118928129266912,0.107004414706316,0,0,0,0,0,0,0,0,0,0,0.313764301875483,0,0,0,0,0,0,-0.0321128192984658,0,0,0,0,0,0,0.213707960392551,0,-0.0205508385468299,-0.00289238233844223,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0526457209925857,0,0
X002304.SZ,0,0.250214939601346,0.0524508428013644,0,0,0,0,0,0,0,0.0442572773051981,0,0,0.0230204448987061,0,0.136857026038586,0,0,0,0,0,0,0,0,0.161651183575471,0,0,0,0,0,0,0,0.0433727356380918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197198774528974,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162236090303662,0,0,0,0,0,0,0,0,0,0,0.00861181520481095,0,0,0,0,0,0.0769604157257163,0,0.209520699635905,0,0,0.034863857355247,0.145621632744485,0,0,0.131842505433219,0.0175642997008285,0,0,0,0,-0.0314827766866106,0,0,0,0,0.0399845806655657,0,0
X000063.SZ,0,0,0.0714312185500479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150997853615688,0,0,0,0,0,0.0854292504212795,0,0,0,0,0,0,0.179471521345107,0,0.0570021503175669,0.129960701985944,0,0.154105922903551,0,0,0,-0.0227360386624941,0,0,0,0,0,0,0,0,-0.0346216840188957,-0.0624728455645374,0,0,0,0,0,0
X000568.SZ,0,0.332610630008599,0,0,0,0,0,0,0,0,0,0,0.18207836882368,0,0,0.0581612293987724,0,0,0.0993715031686654,0,0.0402957796446118,0,0,0,0,0.00576642561616926,0,0,0,0,0.0986636288437532,0,0,0,0,0,0,0.00850103776112971,0,0,0,0,0,0.0261394610825512,0,0,0,0,0,0,0,-0.0207874691297181,0,0,0,0,-0.0324039386817289,0,0
X600031.SH,0,3.46944695195361e-18,0.192878640307736,0,0,0,0,0,0,0,0,0,0.168496478194156,0,0,0,0.0657743455050615,0,0.1233533480384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014187107534419,0,0,0,0,0,0.0794169350418717,0,0,0.305679870491519,0,0,0,0,0,0,-0.0128151461618251,0.0562199454662862,0,0,0,0.0364282399149208,0,0
X600690.SH,0,0,0,0,0,0.240486061762694,0,0,0,0,0,0,0.0720837688083891,0,0,0,0,0,0,0,0,0.0485886791763975,0,0,0,0,0.18732226887621,0,0,0,0.135689924281149,0,0.0341038241268737,-0.0327382791555697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265627607766849,0,0,0,0,0.0120724096153374,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0.697471238851815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341296056677674,0,0,0,0,0,0,0,0.228495741998014,0,0,0,0,0,0,0,-0.100662832599498,0.0257565364279002,0,0,0,0,0,0
X002475.SZ,0,0,0.220298115794785,0,0,0.00695297099515681,0,0,0,0,0,0,0.109655566145776,0,0,0,0,0,0,0,0.191511147031356,0,0,0,0,0,0,0,0,0,0.036865015665767,0,0,0,0,0,0,0,0,0.146101220389432,0,0.0446721694685118,0,0,0,0.0753786257023963,0,0,0,0,0,0.00333940178649779,0,0,0,0,-0.066118823526029,0,0
