,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X000338.SZ,X600031.SH,X002475.SZ,X002236.SZ,X000625.SZ,X002008.SZ,X600487.SH,X600809.SH,X000100.SZ,X002241.SZ,X601877.SH,X002456.SZ,X600066.SH,X002508.SZ,X300003.SZ,X002294.SZ,X300124.SZ,X300136.SZ,X600867.SH,X600522.SH,X600271.SH,X000596.SZ,X600089.SH,X000157.SZ,X600177.SH,X000981.SZ,X002085.SZ,X600566.SH,X000661.SZ,X600498.SH,X600699.SH,X002179.SZ,X600118.SH,X002129.SZ,X002180.SZ,X000559.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,-0.0965185874572211,0.623313206271578,0,0,0.100778761319614,0.0671320445097679,0,0,0,0,0,0,0,0,-0.109593728843502,0,0,0,0,0,0,0.00858575382307958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125702302686822,0,-0.0129122309714966,0.0205741857180544,0,0,0,0,0,0
X002415.SZ,0,0,0.0159415368600988,0,0,0,0,0,0,0.0248416243358394,0,0.0943066130860273,0,0,0.0578343503198649,0.0109534220449259,0.0367709350099847,0,0.23921844459958,0.292751859509282,0,0,0,0.095770726716702,0,0,0,0,0,0.0188665041877253,0,0,0,0,0,0,0,0,0,0,0,0.0476120202323879,0,0,0,0,0,0,0,0,0,-0.00469633468285858,-0.00732367274127683,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.199352226089995,0,0,0,0,0,0,0,0.158464644099297,0,0,0,0,0,0,0,0,0.128975943395718,0,0.0233515094826047,0.0272929387377522,0,0,0,0,0,0.0738402419227216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861038227831558,0,0,0,-0.0369284381026921,0.0165511826874746,0,0,0,0,0,0
X000858.SZ,0.350034469051256,0,0,0,0.325639844314039,0.0173201997914877,0,0.0354006243150317,0,-1.73472347597681e-18,0.178975705967804,0,0,0,0,0,0,0,0.0270482870181232,0,0.135475382103688,1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.0209712936063194,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000442095652808778,0,0,0,0,0,0,-0.00149956676126845,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.537732315444463,0,0,0,0,0.0442052563778458,0,0,0,0,0,0.10747410365837,0,0,0,0,0,0.0480131503064128,0.0508086963066785,0,0,0,0,0.0613784748105095,0,0,0,0,0.0157196826646532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455412820120344,0.124212839911759,0,0,0,0.00823281860785135,0.00943743699463337,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.484665924258219,0,0,0,0,0.125011649951509,0,0,0,0,0,0,0.0706743355896706,0,0,0,0,0,0,0.14702689260521,0,0,0,0,0,0,0.00461090468584046,0,0,0,0,0,0,0,0.130580738098046,0,0,0,0,-0.187135818094629,0,0.236121723711039,0,-0.067112458364083,0.0893435285038618,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.156826938452685,0,0.0257897882428554,0,0.156219173959167,0,0,0,0,0.136679336038274,0,0,0,0.0603375904086069,0,0,0,-0.118119898475344,0,0,0,0,0.0689471498475596,0,0,0,0,0.167209860920454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143436342828685,0.0381869100581175,0,0,0,0,0,0
X002304.SZ,0.249966446098295,0,0,0.22258544691325,0,0,0,0,0,0,0.145472342654233,0,0.0562321008242577,0,0,0,0,0,0,0,0,0,-0.0298022110255817,-8.67361737988404e-19,0,0,0.064729870378929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0865378948687093,0,0,0,0,0,0,0,0,0,-0.0108763901692074,0.0153163228767976,0,0,0,0,0,0
X000063.SZ,0,0,0,-0.0383826009415441,0,0.375896579367569,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0690364497507305,0.061090400157063,0.0378383306667443,0,0,0,0,0,0,-0.0339666217185231,0,0,0.481071535605364,0,0,0,0,0,0,0,0,0.280365786374034,0.151069534627003,0,0,0,0,0,-0.0174982383288531,0,0,0.00634543483406647,0,0,0,0,0,0
X600690.SH,0,0,0.444798159741501,0,0,0,0.00993989623835987,0.201730355799144,0,0,0.000803775652559886,0,0.119515086147222,0,-0.0174931682255309,0,0,0,0.0249647568753649,0,0,0,0,0,0,0,0,0.0254428061945358,0,0,0,0.0899797335660363,0,0,0.153676443351829,0,0,0,0,0,0,0,0,0,0.0503485753631219,0,0,0,0,0,0,-0.0110288777049696,0.0283827561856965,0,0,0,0,0,0
