,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X002241.SZ,X600741.SH,X600066.SH,X600271.SH,X000568.SZ,X000100.SZ,X600118.SH,X002292.SZ,X600031.SH,X002236.SZ,X002475.SZ,X000559.SZ,X002074.SZ,X600177.SH,X002506.SZ,X600372.SH,X300003.SZ,X000157.SZ,X000338.SZ,X300124.SZ,X002085.SZ,X002456.SZ,X000050.SZ,X002007.SZ,X002426.SZ,X002180.SZ,X002294.SZ,X002249.SZ,X600867.SH,X600089.SH,X002049.SZ,X600699.SH,X000869.SZ,X002465.SZ,X002508.SZ,X002179.SZ,X600498.SH,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.246438183739215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.00910489769443448,0,0.0475786796585613,0,0,0,0,0,0,0,0.0350858673780502,0,0,0.106102525219439,-0.0253949040581073,0.069982819946957,0,0,0,0,-0.0844790655471301,0,0,0,0,0,0.0435511087297008,0,0,-0.0980863824253641,0.0638736263409611,0,0,0,0,0,0
X600104.SH,0.0194816756826379,0,0,0,0.111550116842075,0,0,0.160202982038951,0,0,0,0,0,0,0.0115607948716847,0,0,0,0,0,-4.33680868994202e-19,0.0225448937517134,0,0,0,-0.0141472800624806,0,0,0,0,0,0,0,0.0555015075010759,0,0,0,0,0,0,0,2.71050543121376e-20,-0.0011395018260031,0,0,0,0,0,0,0.153967930211116,-0.014253762209049,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.164571530181778,0,0,0,0,0,0,0,0,0,0,0,0,0.0931464796152,0,0,0.0937889398736681,0,0,0.113176280814219,0,0,0,0,0,0,0,0,0,0.0431384042645281,0,0,0,0,0.0260336603383378,0,0,0,0,0,0,0,0,0,0,0,0,0.0272877741189917,0,0,0,0,0,0
X000858.SZ,0.0281700989901336,0,0,0,0.271134628884873,0,0,0,0,0.117843172771758,0.0273503042325291,-4.33680868994202e-19,0,0,0.0257248857413226,0,0,0,0,0,0,0,0,0,0,0.0710605391654084,0,-0.00781262499319664,0,0,0,0,0,0,0.009244151019707,0.0867921088639123,-0.016458158536067,0,0,0,0,0,0,0,0,0,0,0.00219515830227539,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.754751476312377,0,0,0,0,0,0,0,0,0,0,-0.0399147753477078,0.300457629009375,0,0,0,0,0,0,0,0,0,-0.0127113787013476,0.0879414601497301,0.0326687705468023,0,0,0,0,0,-0.0346517972618577,-3.46944695195361e-18,0,-0.0739637374770771,0,0,0,0,0.0204382585483258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,-0.00554707002765665,0,0,0,0,0,0,0,0,0.0858433417278856,-0.0126045517793595,0,0,0.0673130087438046,0,0,0,0,0,0,0,0,0,0.0148634378248583,0,0,0.110366974774376,0,0,0,0,0,0.103749605320425,0,0,0,-0.0276338392780235,0,0,0,0,0.0127070036247086,0,0,0,2.16840434497101e-19,0,0,0,0,-0.0126973570536185,0,0.11014602962493,0,0,0,0,0
X000725.SZ,0,0,0,0,-0.0311707267093364,0,0,0,0,0,0.0541201059879435,0,0,0,0,-0.0317754877171239,0.222181325683741,0,0.0123999112713487,0,0,0,0.160110936927297,0,0,0,0,0,0,0.0780750200476428,0,0,0.0324734354554455,0.0215535977499956,0.0398369063006,0,0,0,0,0,0,0,0,0,0.122311272253566,0.0231433161963345,0,0,0,0,0,0.00397556311672007,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0744497495677598,0,0,0,0,0.0908096909866042,0,0,0.155763141247506,0,0,0,0,0,0,0,0,0,0.204320107072307,-0.0798541980488872,0,0,0.110120846007679,-0.020145395529944,0,0,0,-0.0343440158770371,0,-0.0514453231309966,0.078829580048881,0,0.0375291483549386,0,0,0,0,0,0.0835906234370442,0,0,0,0,0,-0.124540495035766,0,0,0.0204998991638931,0.0234956366257647,0,0,0,0,0,0
X000063.SZ,0,0,0,0.268108072732262,0,0,0,0.130618551077487,0,0,0,0,0,0,0,0,0,0,0,0.135131466330168,0,0.205219684727719,0,0,0.0218193571647104,0,0,0,0,0,0,-0.052092929772263,0,0.0125665629941641,0,0,0.0473764496859347,0,0,0,0,0.133712655037871,0,0,0,0,0,0,0,0,-0.0538822897215459,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.137629570336347,0,0,0,0,0,0,0,0,0,0,0,-0.0222431142630122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0700980479526656,2.77012435354737e-05,0,0.0290276460836044,0,0,0,0,0,0.0868442819570729,0.00963124813502102,0,0.0338568328828295,0.113984207094055,0,0,0,0,0.0400634722070703,0,0,0,0,0,0
