,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600703.SH,X600741.SH,X600271.SH,X601877.SH,X002236.SZ,X000100.SZ,X000661.SZ,X600776.SH,X002008.SZ,X600809.SH,X300003.SZ,X300124.SZ,X600487.SH,X000050.SZ,X000596.SZ,X002456.SZ,X000625.SZ,X600498.SH,X002007.SZ,X000977.SZ,X300142.SZ,X002371.SZ,X000157.SZ,X002241.SZ,X002179.SZ,X600522.SH,X600066.SH,X002180.SZ,X600177.SH,X300146.SZ,X600089.SH,X600566.SH,X600867.SH,X300136.SZ,X600372.SH,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.104303191061844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198283816260805,0,0,0,0,0,0,0.071248491344628,0,0,0,0,0,0,0,0,0,0,0,0.0566075206928308,0,0,0.00859151361284178,0.0277975705921658,0,0.0917354369365974,0,-0.00735954972003055,0.00837765211829461,0,0,0,0,0,0
X002415.SZ,0,0,0,3.46944695195361e-18,0,0.0327211812690086,0,0,0,0,0.0733167995953162,0.0452875011722437,0,0.0626015617116433,0,0,0,0,0.247769095923151,0,0,0,0,0,0.00500740253865945,0,0,0,0,0,0,0,0,0,0,0,0,0.0202622309430089,0.1983381621451,0,0,0,0,0,0,0,0,0.0412498138299641,0,0,0,-0.0317169685669332,0.0401219538232505,0,0,0,0,0,0
X600104.SH,0,0,0,0.181499693232386,0,0,0,0,0,0.0741923086007802,0,0,0.0926845448807539,0,0,0.278306190279173,0,0,0.086975750802889,0,0,-0.0237504892854512,0,0,0,0,0,0.0445837548587895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.046540807698235,0,0.170023792027521,-0.00248244573494007,0,0,0.0615216597088968,0.0622289107950101,0.00299402426016566,-0.0585595201980467,0,0,0,-0.0166336348356095,0,0
X000858.SZ,0,0.0751256316595377,0,0,0,0.00810247053972184,0.0909636386192985,0,0,0,0,0,0,0.328516819012421,0.0254032848164411,0,0,0,0.0236562162055997,0,0,0.00828355377058865,0,0.0946439710599734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019668258890548,0,0,0,-0.0210065755088697,0.00668329821207183,0,0,0,0,0,0
X000651.SZ,0,0,0.200533190098945,0.023942229737247,0,0,0,0,0,0.0961354067357973,0,0,0.00101461859418794,0.0667871363753892,0,0.0719129849789596,0,0,0.0939784654183657,0,0,0,0,0,0,0,0,0,0,0,0.0412829571604258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232524467481335,0,0.0121473868221663,0,-0.000849121572286204,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.274916222589958,0,0,0.197171863974527,0,0,0,0,0,0.110449036465243,0,0,0,0.486549050892376,-0.012549385705828,0,0,0.186577266582046,0,0,0,0,0,0,0,0,0,0,0.25351083900586,0,0,0,0.0341386617534503,0,0,0,0,0,-0.0837217115476926,0,0.0236341046202399,0.0559840398552807,0,0,0,0,0,0
X002304.SZ,0,0,0.0610653585352084,0.1660081523218,0,0,0,0,0,0,0,0,0,0.0921870241802629,0,0.0180793006597998,0,0,0,0,0,0,0,0,0.0789348315631623,0.172430675114715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162266184911329,0,0,0,0,0,-0.0294788197039818,0,0.0135344575026151,0,0,0,0,0.0363575410846645,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0582757782354905,0,0,0.000317307450318119,0,0,0,0,0.111892151880434,0.122897531529183,0,4.33680868994202e-19,0,0,0.0698229096710109,0,0,0.177032534738315,0,0.114039425780875,0,0,0,0,0.0408746942438546,0,0,0,0.136798878276007,0,0,0,0,0,0,0,0,0,0,0,0,-0.0296577883818369,0.0248754380053704,0,0,0,-0.0883058038064364,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166515022376376,0,0,0,0,0.0644955399095347,0,0,0.0239081030132395,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.221696334676943,0,0.106551340026276,0,-0.0934684862300413,0,0,0,0,0,0,0,0.0229225290545943,0,0,0,0.152458060499659,0,0,0,0.00130265742827617,0,0,0,0,0,0,0
X600690.SH,0,0,0.177133626605878,0.106938697468188,0.177322324530741,0,0,0,0,0,0,0,0.129418145003067,0,0,3.46944695195361e-18,0.00928098266070354,0,0,0,0,-0.0088009541012914,0,0,0,0,0,0,0,0,0,0,0,0.169334851658584,0,0,0,0,0.0842163694299001,0,0,0,0,0,0,0,0,0,0,0,0,-0.0289400696440838,-0.00873262347466383,0,0,0,0,0,0
