,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X000625.SZ,X002241.SZ,X600031.SH,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X300124.SZ,X600809.SH,X601877.SH,X300003.SZ,X002008.SZ,X002508.SZ,X600089.SH,X300136.SZ,X600177.SH,X002085.SZ,X600487.SH,X000157.SZ,X600271.SH,X002294.SZ,X600522.SH,X600118.SH,X600867.SH,X000981.SZ,X600372.SH,X300115.SZ,X600566.SH,X000050.SZ,X000559.SZ,X600699.SH,X002074.SZ,X000596.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.0540429897196384,0,0.161072762210117,0.106054941005626,0,0,0,0.198567056745046,0,0,0,0,0,0,0,0,0,0,0,0.123143807071639,0,0.0646915618618095,0,0.0457995076550591,0,0,0,0.0145521356926837,-0.0423910834437341,0,0,0,0,0,0.0277958192904655,0,0,0,0,0,0,0,-0.0987531520107195,0,0,0.0116954694892204,-0.000549474988690374,-0.0120912048638339,0,0,0,0,0,0
X600104.SH,0,0,0,0.0838930505528385,0,-0.160650986849208,0,0,0,0.41304532978184,0,0,0.0244015888411282,0.260364215901251,0,0,-0.175040211283166,0,0,0,0.15250242369947,0,0,0,0,0.240635034143901,0,0,0,-0.0253668212310949,-0.105378545829746,0,0,0,0,0,0,-0.0688939935218951,0,0,0,0,0,0,-0.123884631401916,0,0,0.0723009326500636,0,0,0.0195322606594283,3.46944695195361e-18,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0233582472581062,0,0,0,0,0.0575000970973358,0,0.128037832095925,0.118454676038538,0.239650031349845,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114416160149383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127196041521661,0,0,0,0,0.0169932857631667,0,0,0,0,0,0,0
X000651.SZ,0,0.105551567581243,0,0,0.226093598375991,0,0,0,0.059040200010197,0.122531446219759,0,0,0.10271230497395,0,0,0,0,0.088453929882397,0,0,0,0,0,-0.065445342856859,0,0,0,0,-0.0862361378296486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0373749343871916,0,0,0,0,0,0.0148080151834266,-0.009224838830454,0,0,0,0,0,0,0
X000858.SZ,0.21592731301456,0,0.182763799208662,0.0804965381944553,0,0,0.124769832817882,0,0,0,0,0.194830757871944,0,0,0,0,0,0.0308918073011285,0,0,0,0,0,0.0413852053356832,0,0,-1.73472347597681e-18,0,0,-0.0459172541622373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00433812239934833,0.00421723689006062,0,0,0,0,0,0
X600276.SH,0,0.0177074350418998,0,0,0.36955282520727,0,0,0,-0.0106445547309509,0.0570539854396882,0,0,0,0,0,0,-0.116453208767778,0,-0.00055987029597007,0,0,0,0,0,-0.125582717775862,0,0,-0.0575944857765702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00598267156716413,0,0,0.128754902884797,0,0,-0.098569252708364,0.0216163629191082,-0.00163455908574585,0,0,0,0,0,0
X002304.SZ,0,0.017073432839876,0,0,0.361907035213779,0,0,-0.00768978587578838,0,0,0.0088617235450756,0.247538883126252,0,0.0672003258973103,0,0,0,0.0245867073020812,-1.73472347597681e-18,-0.100682826201817,0.154936594204112,0,0,0,0,0,-0.018770632983081,0,0,0,0,0,0,0,0,0,0,0,-0.130672012697671,0,0,0,0,0,0,0,0,0,0,0,-0.00784759452003338,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0797901604836437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254040859178398,0,0,0,0,0.050275707568538,0,0,0,0,0,0,0,0.260544971500541,0.0911387087386725,0,0,0.0920708628206191,0,0,0,0,0,-0.173111903726522,0,0.194364127095352,0.0326897746619434,0.0806437687316456,0,0,0,0,0.0004549589253422,-0.0177520080925422,0,0,0,0,0,0
X000063.SZ,0,0,0.144753288530561,0,0,0,0,0,0,0,0.0432450309743393,0,0.186678840065743,0.100680439450031,0,0,0.162563649279156,0,0.07477155422639,0,0,0,0,0.106736201481385,0,0,0.0432302528521563,0,0,0,0,0,0.115711828665579,0,0,0,0,0,-0.019308758636813,0,0.115779839070691,0,0,0,0,0,0,0,0,0,-0.0229814251351056,0,0,0,0,-0.112586373822047,0,0
X600690.SH,0,0.0329323307313395,0.0712158002969873,0.29560122190168,0,0,0,0.00290598747611867,0,0,0,0.0688988477416068,0.128818374411955,0.121967518533079,0,0,0,0,0,0,0,0,0,0,0,0,0.133810956446576,0,0,0,0,0.0894324159429674,0,0,0,0,0,0,0,0,0,0,0.0199673127128319,0,0,0,0,0,0,0,0.0135213234590988,-0.0290560458913594,0,0,0,0,0,0
