,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X600031.SH,X002475.SZ,X000338.SZ,X002236.SZ,X000625.SZ,X002008.SZ,X600487.SH,X002456.SZ,X601877.SH,X002241.SZ,X000100.SZ,X600066.SH,X600809.SH,X002508.SZ,X300136.SZ,X300124.SZ,X300003.SZ,X002294.SZ,X600522.SH,X600867.SH,X600271.SH,X600089.SH,X000157.SZ,X000981.SZ,X000596.SZ,X002085.SZ,X600177.SH,X600566.SH,X600699.SH,X600498.SH,X300142.SZ,X000661.SZ,X002179.SZ,X600118.SH,X002129.SZ,X600584.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.198427429337352,0,0.56994399762216,0,0,0.174584578450419,0.112366039275994,0,0,0,0,0,0,0,0,-0.0370020070919227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262489569325969,0,0,0,0,0,0,0,0,-0.0215070303281562,0.030412646131227,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0512300140033169,0,0,0.161644537756601,0,0,0,0,0.0860202889638979,0,0.0354958337185845,0,0,0,0,0,0,0,0,0.20092861535855,0,0,0,0,0,0,0,0,0.0564186051637111,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0277729705359324,0,0,-0.0388277626285131,0.0429073995259321,0,0,0,0,0,0
X002415.SZ,0,0.0169937440651795,0,0,0,0,0,0,0,0,0.0487523786989276,0,0.0506371400674386,0.0264838335092662,0,0,0.130525924746396,0,0.305409935933202,0.204072641440724,0,0.071233948870933,0,0,0,0,0.0375690789109277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014765648731141,0,0.0397710950189475,0,0,0,0.112790401873354,0,0,-0.00500597767572502,-0.0186930532244176,0,0,0,0,0,0
X000858.SZ,0.000881809194973729,0,0,0,0,0,0,0.227329060985284,0,0,0.292837439008147,0,0,0,-0.0118964150307643,0,0,0,0,0.106061975600877,0,0,0,0,0,0.235397554390442,0,-0.0704081426274479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00459220699483921,0,0,0,0,0,0
X000651.SZ,0,0.0621964037360313,0,0.195316116921706,0,0,0,0.0913775691478457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.0853658683237713,0.136445127822285,0,0,0,0,0,0,0,0,0,0,0.0204763123822468,0,0,0,0,0,0,0,-0.0051246733670608,0.0276309666731268,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.460581142597901,0,-0.213355752249995,0,0,0.0874508439370348,0,0.040254744027081,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.32616495585801,0,0,0.159450821311999,0.12748967574322,0,0.208373123072024,0,0,0,0,0,0.209389712810779,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0483080561957717,0.0895159013700775,0,0,0,0,0,0
X600276.SH,0.0595696795794929,0,0,0,0,0,0,0.0420589546963373,0,0.066839804494434,0,0.308656300202301,0,0,0,0,0,0,0,0,-0.0386960827122717,0,0,0,0,0,0,0,0.121477372870223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0670276174846026,0,0,0,0,0,-0.122085711704024,0,-0.0237787667238589,0.058474110989487,0,0,0,0,0,0
X002304.SZ,0.208442798573338,0,0,0.25882697713196,0,0,0,0,0,0,0.158659176153847,0,0.129059481550381,0,0,0,0,0,0,0,0,0,-0.0182418676391969,0,0,0,0.0268715078878607,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023907257076246,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.00961356138939373,0.0400821414043405,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.446945194185672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0949004119789682,0,0,0,0,0,0,0,0,0,0,0,0.241693869323411,0,0.174102759650125,0,0,0,0,0,0,0,0,0.102426160316012,0,0,0,0,0,0.0520184584086067,0.180943680760028,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.298190576422655,-1.73472347597681e-18,-3.46944695195361e-18,0.0220846295362403,0,0,0,0,0,0.18678045777244,0,0.102629310714961,-0.0393068248039668,0,0,0,0,0.0742888767261548,0,0,0,0,0,0,0,0.157176576407268,0,0,0,0,0,0.0728990596937718,0,0,0,0,0.112703714787045,0,0,0,0,0,0,0,0.094567797785223,0,-0.0319623168328312,0,-0.0943621514703773,0,0,0,0,0,0,0,0,0
