,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600271.SH,X600703.SH,X600690.SH,X600741.SH,X002292.SZ,X600066.SH,X002241.SZ,X000100.SZ,X600031.SH,X600118.SH,X002236.SZ,X600177.SH,X002506.SZ,X600372.SH,X002475.SZ,X000559.SZ,X000157.SZ,X000568.SZ,X000338.SZ,X300003.SZ,X002085.SZ,X300124.SZ,X600867.SH,X002294.SZ,X002074.SZ,X600089.SH,X002456.SZ,X002426.SZ,X002007.SZ,X002465.SZ,X600498.SH,X002180.SZ,X000869.SZ,X002508.SZ,X601877.SH,X600060.SH,X002008.SZ,X000977.SZ,X000050.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.209928056465595,0,0.0387156848659532,0.344347678687713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0662946142534071,0,0.0381162195114295,0,0,0,0,0,-0.0738668768108233,0,0,0.0372493709460479,0,0,-0.14247954337438,0,-0.0376597471388991,-0.0763651751845338,0.0680544627953169,0.0295998992504562,0,0,0,0,0,0,-0.00577607526818984,0,-0.0209497286068688,0.0809480219457707,0,0,0,0,0,0
X600104.SH,0.0706614343196253,0,0.137227850513671,0,0,0,0,0,0,0,0,0,0,0.330744019042265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0113703647762871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0418373316597383,0.439162964683678,0,0,0,0,0.00239774734202365,0,0,0.0204447352151112,0,0,0,0,0,0,0,0,0.101334896526218,0,0.0703494579456646,0,0,0,0,0.0509339904815066,0,0,0,0,0,0,0.0290598060712827,0,0,0.0574383750905052,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0215684064303615,0,0,0,0,0,0,0.0796864598901971,0,0,0,0,0,0,0,0,0,0,0.0143006161549089,0,0.00566378958452033,0.03063338198371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0540656512663662,0,0.0104167663887866,0,0,0.0217970860868934,0.0161378764026007,0,0,0,0,0,0.04891251079385,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.114760004602168,0,0,0,0,0,0,0,0,0.124805329752384,0,0,0,0,0,0.0255080792002196,0,0.0238499744592832,0,0,0.0331510341224115,0,0,0.0836985203832707,0,0,0,0,0,0,0,0.0200183208672774,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0111337773499336,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.12045184676683,0.17819774406066,0.0627766633936818,0,0.316504567513038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074844426020609,0,0,0,0,0,0,-0.049963117836995,0,0.0643789852503587,0,0,0,0,0,0.152148900021369,-0.138559270422358,0,0,0,0,0,0,0,-0.0126688277690329,0,0,0,0,0,0,0
X600276.SH,0,0.0728034369617116,0,0,0,0,0,0,0,0,0,0,0,0,0.066592757372411,0,0,0,0,0,0,0.02661955217566,-0.12703865828089,0,0,0,0,0,0,0,-0.021296202393557,0,0,0,0.135079799017342,0,0,0,0,0.0741376903172472,0,-0.0350747576901333,0,0,0,0.105372028610768,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780540040134076,0.133106064582762,0,0,0.179638312071522,0,0,0,0,0,0.0811922803379678,0,0,0.0110272166411764,0,0.122643140084076,0,0,0,0,0,0,0,0.00363000447813471,0,0,0,0.0672502085690307,0,0,0.00725954846474867,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.114270889794067,0,0,0,0,0,0,0,0,0.0130660510323039,0,0,0.0538907068505753,0.0333827977297771,0,0.0555336644763,0.121739485760945,0,0,0,0,0,0.0299711318322872,0,0,0,0,0,0,0.0113303009896384,0.0251950302908965,0,0,0,0.0668407452901968,0.0405768023818177,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0192978457517448,0,0,0,0,0,0,0,0,0,0,0,0,0.500554940897171,0,0,0,0.18315800510952,0,0,0,0,0.017079377827957,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.00502659585379413,0,0,0,0,0,0,0,0,0,-0.0267935472231484,0,0,0,0,0,0,0
