,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600031.SH,X600276.SH,X600690.SH,X000100.SZ,X000338.SZ,X000157.SZ,X600372.SH,X600089.SH,X600741.SH,X600703.SH,X002129.SZ,X002241.SZ,X600271.SH,X600118.SH,X600177.SH,X600066.SH,X600582.SH,X002236.SZ,X601877.SH,X000581.SZ,X000800.SZ,X000568.SZ,X000559.SZ,X000623.SZ,X000550.SZ,X600060.SH,X600839.SH,X002475.SZ,X002294.SZ,X000977.SZ,X300124.SZ,X300146.SZ,X002292.SZ,X000869.SZ,X000050.SZ,X002007.SZ,X000400.SZ,X002465.SZ,X600166.SH,X002008.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.109758455530606,0,0,0,0,0,0.16356000314286,0.0616179147169644,0,0,0,0,0,0,0.0212770475769554,0,0,0,0,0,0,0,0,0,0.0962290083770032,0,0,0,0,0,0.0262059605322197,0,-0.0210201704755701,0,0,0,0,0,0,0,0,0,0,0.0515997390733538,0,0,0,0,0,0,-0.0119080799957075,0,0,0,0,0,0
X600519.SH,0,0,0.115123544293096,0,0,0,0.0594207738694131,0,0,0,0,0,0,0.117017128082253,0,0,0,-0.014948097870919,0,0,0,0,0.0390395224881789,0,0,0,-0.0124860854579565,0,0,0,0.0400534625471577,0,0.00316809653345685,0,0,0,0,0,0,0,-0.102435784485849,0,0,0,0,0,0,0,0,0,0,0,0.018846508683763,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,-0.0763779944973209,0,0,0,0,0,0,0,0,0,0,0.0836161053939555,0.174683086862081,0,0,0,0,0,0,0,0.168461381945005,0,0.0386765713720086,0,0,0.169122413140961,0.108574581981749,0,0,0,0,0.0987834204483739,0,0,0.105762229002141,0.210854799731436,0,0,0.0396784122523831,0.0865292863766019,0,-0.0357595651569743,0,0,0,0,0,0,0
X000651.SZ,0,0.187532722915755,0,0,0,0,0.0224171249465966,0,0,0,0,0.0602706535891373,0,0.248613355662961,0,0,0,0,0,0,0,0.0191369814885077,0,0,0,0,0,0,0,0,0,0,0.0230002701077089,0,0,0,0,0,0,0,0,0.0231840622807042,0,0,0,0,0,0,0,0,0,0,-0.0716583381812743,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.047396234325853,0,0,0,0,0,0,0,0,0,0,-0.0292503795645381,0,0,0.14471517489617,0,0,0.0514256704827189,0,0,0.0925332817148883,0.229030205960756,0.0152087433270301,0,0,0,0,0.0550498419818401,0,0,0,0,0,0.117306910295184,0,0,0,0,0,0.0286790288922696,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.165503659217024,0,0,0,0.0551963559693083,0.0290172827514945,0,0,0,0,0,0,0,0.193736166717735,0,0.051636917821451,0,0,0.0102513787829522,0,0.0184766443189812,-0.0358276682821992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0554762331424513,0,0,0,0,-0.0365987616870578,0,0,0,0,0,0,0.0158577665215972,-0.0326262257367466,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.532107141117196,0.13074360760202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682954038056502,0.0909455915158974,0,0,0.0507575802487952,0,-0.109507050783296,0,0,0,0.122575587533493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209983476780105,-0.0382613200399465,0,0,0,0,0,0
X000858.SZ,0,0,0.0367765290476795,0,0,0,0.113447878234159,0,0,0,0,0,0,0,0,0,0.0531199814694248,0,0,0,0,0,0,0.0444309032361945,0.0187701670312845,0,0,0,0,0,0.136501641272451,0,0.0971702500332902,0,0,0.170439042797881,0,0,0,0,0,0,0,0.0286357620381518,0,0,0,0,0,0,0,0,0.0147025370696809,0,0,0,0,0,0
X000063.SZ,0,0,0,0.00525738449924771,0,0,0.00795668539809775,0,0,0.0379365315084978,0,0,0.142439788284065,0,0,0,0.0560351879010551,0,0,0.0304230154576999,0,0,0,0.0446056721124693,0,0,0,0,0,0,0,0,0.136647915764373,0,0,0,0,0,0,0,0,0,0,0.0044084779920089,0,0.108603296123551,0,0,0,0.0198120358712518,0,0,-0.0184465018779316,0,0,0,0,0,0
X600031.SH,0.0913423250185502,0,0,0,0,0,0,0,0.14708213649433,0,0,0,0,0,0.344467786952256,0,0.117100762438089,0,0,0,0,-0.0411081792920643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000198556355767997,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.0241458031351749,0,0,0,0,0,0.0705956554730833,0.0949331302716761,0,0,0,-0.00741085544192992,0,0,0,0,0,0,0,0.129613660823676,0,0,0,0,0.0253918939054444,0,0,0,-0.0645658708118567,0,0,0,0,0,-0.0291545535733529,0,0,0.143561923970461,-0.0239661473056634,0,-0.0184386120076516,-0.00149912026769848,0,0,0,0,0.0325300620943948,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825321245909461,0,0.116657524881198,0.136524714801963,0.208589498644013,0,0.0111227888472286,0,0,0.00416305747162138,0,-0.0153442194187975,0,0,0,0,0,0,0,-0.0165898927540993,0,0,0,0,0,0,0
X000100.SZ,0.047534237102206,0,0,0,0,0,0,0,0.0488594101859748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752147466298195,0,0.0352171409190719,0,0,0,0,0,0,0.0436875277608467,0,0.25562355299966,0,0,0,0,0,0,0,0,0.0537955076878641,0,-0.0264205249430985,0,0,0,0.135289887798592,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0790081181532551,0,0,0,0,0,0,0,0,0,0,0.349889639976319,0,0,0,0,0,0,0.00116182067410108,0,0,0,0,0,0,0,0,0.138391954166275,0,0.0605663316886616,0,0.0461205385986595,0,0.151277399583203,0,0,0,0,0.0676465580062525,0,-0.00609039809376544,0,0,0.0449759098734695,0,0,0,0,-0.00218861071776079,0,0,0,0,0,0,0
