,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X002292.SZ,X600690.SH,X600703.SH,X000100.SZ,X600741.SH,X600031.SH,X600066.SH,X600118.SH,X002506.SZ,X002241.SZ,X002236.SZ,X002475.SZ,X000559.SZ,X000157.SZ,X600372.SH,X600177.SH,X000568.SZ,X000338.SZ,X300003.SZ,X002074.SZ,X300124.SZ,X600089.SH,X002294.SZ,X002085.SZ,X002465.SZ,X600867.SH,X002049.SZ,X600498.SH,X601877.SH,X002456.SZ,X000981.SZ,X300001.SZ,X002180.SZ,X002007.SZ,X600582.SH,X000869.SZ,X000623.SZ,X000050.SZ,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.208104842933301,0,0,0.270651585890268,0,0,0,0,-0.0156368921496159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00812962755525145,0,0,0,0,0,0,-0.0491706198477586,0,0,0,0.050519288789699,0,0,0,0,-0.000514539158057478,0,0,0,0,0,0,0
X600104.SH,0,0,0.155730936432763,0.107995432198725,0,0,0,0,0.0194776987091137,0,0,0,0,0,0.280221884196992,0,0,0,0,0,0,0,0,0,0,0.00705784916663674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091397977445455,0,0,0,0,-3.46944695195361e-18,0,0,-0.0059380225905053,0,0,0,0,0,0,0
X002415.SZ,0,0.142498679239792,0,0,0,0,0,0,0,0,0,0,0,0.381244552063461,0.0419661058943841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425898948199138,0,0,0,0.0802182848876878,0,0.0841048302918686,0,0,0,0.171230277838391,0,0,0,0,0,0,0,0,0,0,0.0316437981824022,0,0,0,0,0,0,0
X000651.SZ,0,0,0.00860227382983808,0,0,0,0,0,0.303560036369074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259895766528597,0,0,0,0,-0.0218275690963728,1.73472347597681e-18,0,0,0,0,0,0.0317646802695195,0.165732658149982,0,0.040796371792236,0,0,0,0,0,0.0523360844374302,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0355897704761436,0,0,0,0,0.0253235996673125,0,0,0,0,0,0,0,0.0470908544079912,0,0,0,0.0391425847128535,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.139138934850219,0.0083737008052109,0,0,0.107715535852161,0.0632955526844185,0,0,0,0,0,0.0817613561325434,0,0.00647552838648408,0,0,0,0,0,0,0
X002304.SZ,0,0.0568709903954963,0.0123152561497209,0,0,0,0,0,0,0.066479339742449,0,0,0,0,0,0,0,0.0771086441061553,0,0,0,0,0,0,0,0.0862732998109356,0,0,0.145290635110264,0,0,0,0,0,0,0,0,0,0,0,0,0.0313012805665034,0.105504121281943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.019135351412075,0,0.0132184318407666,0,0,0,0,0,0,0,0,0,0,0,0,0.235725156008862,0,0,0,0.0515514598873521,0,0,0,0,0,0,0,0.0532118699733271,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,-0.0106977982977304,0,0,0,0,0,0,0
X000725.SZ,0,0,0.145797892229239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375274099146569,0,0.0670679306248205,0,0.0844386131311753,0.0813573696534889,0,0.132566416843664,0,0,0,0,0,0.135151511601251,0,0,0,0,0,0.0144146647515458,0,0.091756332358566,0,0,0,0,0,0,0.0352595055457451,0,0,0,0.00507727377052172,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.199337663368667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356201250380835,0,0,0,0,0,0,0.0469416575119134,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105332807171162,0,0.0478365760940122,0,0.197287718656477,0.062662890246959,0,0.107733684667601,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0112558463644555,0,0,0,0,0,0,0,0.0549500881220074,0,0,0,0,0,0,0,0,0,0,0,0.247207204634226,0.0316122284676296,0.0671298413626881,0,0,0,0,0,0,0,0.0638661573108389,0,0,0,0.061142064406431,0,0.0913769124044621,0.0872958064928118,0.136610335195574,0,0,0,0,0,0,-0.005262524978558,0,0,0,0,0,0,0
