,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X300014.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X002371.SZ,X600031.SH,X000725.SZ,X002241.SZ,X300124.SZ,X000338.SZ,X600703.SH,X003816.SZ,X000063.SZ,X002049.SZ,X000596.SZ,X002129.SZ,X000625.SZ,X000661.SZ,X601877.SH,X002179.SZ,X300142.SZ,X600460.SH,X000100.SZ,X600741.SH,X600089.SH,X002074.SZ,X600702.SH,X000799.SZ,X002236.SZ,X600779.SH,X000157.SZ,X600884.SH,X601799.SH,X600584.SH,X000733.SZ,X002180.SZ,X600563.SH,X600522.SH,X002414.SZ,X600183.SH,X002007.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.439368341591624,0,0.0589994476614663,0.0471528779185281,-0.0176802160621989,0,0,0,0,0,0,0,0,-0.12371621481903,0,0,0,0,0,0,0,0.0236399269923659,0,0,0,0,-0.0436418373499928,-0.0142998156072544,0,0,0,0,0,0,0.0438970567702912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00481951906336264,0,0,0,-0.013218323594085,0,0
X000858.SZ,0,0,0,0.330290550934539,0,0,0.0369181121405541,0,0,0,0,0,0,0,0,0,0,0,0,-0.119605430159656,0,0,0,0,0,0.203371238752173,0,0,0.02308874134513,0,0,0,0.0611423491477927,0,0.164658992845859,0,0,0.0485700912845947,0,0,0.0313005071393122,0,0,0,-0.0757165995393643,0,0,0,0,0,0,-0.0128758428483625,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.27185033758428,3.46944695195361e-18,0,0,0.0325391442400824,0,0,0,-0.074832093665285,0,0,0,0,0,0,0,0,0,-0.0297380592099602,0,0,0,0,0.0220946635590251,2.16840434497101e-19,0,-0.0135906087511781,0,0.121365688157065,0,0,0.0703069729134184,0,0,0,-0.0300676391109631,0,0,0,0,0,0,0,0.00534976812256708,0,0,0,0,0,0,0
X600809.SH,0,0.220239377705498,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126488042088258,0,0,0,0,0,0,0,0,0,0.0288078408522744,0,0,0,0.00737526826621557,0,0,0,0,0,0.454750267249449,0,0,0,0,0,0,0,0,-0.0441802582857598,-0.0559872513524595,0,0,0,0,0,0,-0.0547525439498923,0,0,0,0,0,0
X000568.SZ,0,0.123188093274962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194036203625124,0,0,0,0,0,0,0,0,0,0,0,0.0656275852667975,0.0454290487832391,0,0.269082116774694,0,-0.0247470937119557,0,0,-0.143557615513581,0,0,-0.0521476436779606,0,0,0,0,0,0,0.0299804037454189,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-0.0525985798431948,0,0,0.188169330339087,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.00286090001310557,0,0.097068677738533,0.0586830283913301,-0.316700207179814,0.102520172068665,0,0,0,0,0,0,0,0,0,0,-0.0539352286149592,0,0,0,0,0,0.109109913618209,0,0,0.0551544082210608,-0.0575609613384831,-0.0560739385368219,0,0.021498859096567,0,0,0,-0.0546286201891799,0,0
X300014.SZ,0,0,-0.378434854267212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144506203696272,0,0,0,-6.93889390390723e-18,0,0,0.172616157277107,0.181938246300669,0.0420280878023445,0,0.121781421952813,0,0,0,0,0,0,0,0,0,0,0.041395028410179,0.141183441078957,0,0.0583851629407173,0,0,0,0,0,0,0,0,0,0.0446448035152642,0,0,0,0,0,0
X002475.SZ,0.0471909507860929,0.0805234348365418,0,0,0,0,0,0,0,0,0,0,0.137357594542634,0,0,0,0.0875931625814966,0,0,0,0,0,0,0,0,0,-0.00352155462710124,-0.0805262466562345,0,0,0,0,0,0,0.0397600836902133,0,0,0,0,-0.111824609272648,0,0,-0.0902857430175345,0,0,0.112284362972754,0,0,0.0549982279377676,0,0,0.00260008681415082,0,0,0,0,0.0813643718181889,0,0
X002304.SZ,0,0.166239171823191,0.10156146587962,0.258140745805563,0,0,-0.0203508425047461,0,0,0.165894668527186,0,0,0,0,0,0,0,0,0,-0.115651618034549,0,0,0,0,0.0879772096952444,0,0,0,0,0,0,0,0,0,0,0,0.0940624165234424,0.0989093648154387,0,0,0,0,0,0,0,-0.0123118438921163,0,0,0,0,0,0.0142878023261049,-8.67361737988404e-19,0,0,0,-0.0587204434776672,0,0
X600690.SH,0,0,0,0,0,0.0640211525970828,0,0,0,0,0,0,0,0.0366933001829229,0,0,0,0,0,-0.0410451576107937,0,0,0,0,0,0,0,0,0.0106701957766523,-0.0968441138132043,0.219742318671039,0,0.0187462832594605,0,-0.00275642673813937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036338137573327,0,0,0,0,0,0,0
X600104.SH,0,0,-0.0190433047416683,0,0,-0.0424153990392709,0,0,0,0,0,0,0,0.0511256681043825,0,0.0892881454271188,0,0.120056018046397,0,0,0,0,0,0,0.0630784964022038,0,0,0,-0.0134644416034272,0,0,0,0,0,0,0,0,0.021405307489847,0,0.0476713079340322,0,0,0,0,-0.0778017936874808,0,0,0,0,0,0,0.029734876982055,0,0,0,0,-0.0425810457660681,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996053478646174,0,0,0,0,0,0,0,0,0,0,-0.0143325841548602,0,-0.0221194396866621,0,0,0,-0.111246317666351,0,0.224586246099732,0,0,0,0.065119682191437,0,0,0,-0.11079381805546,0,0,0,0,0,0.0520607035238595,0,0,0,0.034818305697287,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0.0532062350859907,0,-0.356379298488238,0,0,0,0,0,0,0,0,0,0,0,0.196571953146822,0,0,-0.08391985990284,0.331956672838258,0.0913662438423671,0,0,-0.000567243281860662,0.123189160166709,0,0,0,0,0.035866463759572,0,0,0,0,0.0911480144691585,0,0,-0.0363186344092091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.405564603107557,0,0
X600031.SH,0,0,0,0.0147829429597181,0,0,0,0.0737370372800032,0,0,0,0,0.0181811467297899,0,0,0,0,0.156914075536091,0,0,0,0,0,0,0,0,-0.0407694453466514,0,0,0,0,0,-0.0238293549096176,0,0.0597868043285617,0,0,0,0.505389937439208,0,0,0,0,0,0,0,0.095262341655398,0,0.0623256378963987,0,0,0,0.0213556016054966,0,0,0,0,0,0
X000725.SZ,-0.0086891510326211,0,0,0,0,-0.113115586776969,0.00564146388709487,0,0,0,0,0,0,0,0,0,0,0,0.0211189423247822,0,0,-0.0365955106007572,0,0,0.130016204096733,0,-0.0190246770224081,0,0.0928463737752986,0,0.347550810948512,0,0,0,0,0,0,0,0.0678016832872248,0,0,0.0770404357388454,0,0,0,0.0147922333858119,0,0,0,0,0,0.00314980808812737,-0.0158214729788632,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.228656469622259,0,0,0,0,0,0,0,0,0.00949902936336518,0.203916045341361,0,0,0,0,0,0,0,0,0.0226128639149794,0,0.0709999962763448,0.147347716189949,0,0,0.0269165994491871,-0.274947190571004,0,0,0,0,0,0.0226654365504279,-3.46944695195361e-18,0,0,0,0,0.151467652601461,0,0,0,0.553647290995962,0,0,-0.00361020663827088,0,0,0,1.73472347597681e-18,0,0
X300124.SZ,0,0,0,0,0.0101953445144781,0,0.116552175889052,0.156119417615234,0,0,0.146010128873449,0,0,0,0,0,0,0,0,0,0,-0.0291840715378394,0,0,0.193818403233669,0,0,0,0,0.114909694382639,-0.0555783987005838,0,0.03273142963769,0,0,0,0,0,0.2932381888296,0,0,0,0,0,0,-0.00781241933074679,0,0,0,0.107091783830182,0,0,-0.0919567498454219,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.0732887636796084,0,0,-0.0656102970650476,0.0169853343827574,0,0,0.205807170172285,0,0.00254384355672012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108470970094257,0,0,0,0.0259758145136369,0,0,0,0,0.0614673272155941,0,0.386283495543816,0,0,0,0,0,0.0268630752478794,0,0,0,0,0,0
X600703.SH,0,0,0,0.0626449022395773,0,0,0.0793527222885409,0,0,0,0,0,0.127499405030305,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111002485334939,0,-0.0751886562196841,0.0634603795659316,0,0,0,0,0,0,0,0,0,0,0.0673488646723812,0.187609868943316,0.14033140026034,0,0,0,0,0.0911334476199949,0,0.291972195646261,0,0.0620663920923169,-0.111015868752279,0,0,0,0.0523567569310873,0,0
X003816.SZ,0,0,0,-0.0482086765776644,0,0,-0.00105641570238767,0.0727810677870487,0,0,-0.0807215508076811,0,-0.0170761318103842,0,0,0,0,0.117329015054618,0,0,0.184439656439665,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.300209633788546,0,0,0,0,0,0.0527801892916308,0,0,0,0,0.119298132285319,0,0.0611800753225279,0,0,0,0,0,-0.0522106759431726,0,0,0,0,0,0,0
