,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600031.SH,X600809.SH,X600690.SH,X002304.SZ,X002475.SZ,X600104.SH,X000725.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X003816.SZ,X300014.SZ,X000063.SZ,X000100.SZ,X600703.SH,X000157.SZ,X000596.SZ,X002241.SZ,X002129.SZ,X600741.SH,X000625.SZ,X601877.SH,X002179.SZ,X002007.SZ,X002236.SZ,X002371.SZ,X300142.SZ,X002049.SZ,X002414.SZ,X600584.SH,X600183.SH,X601799.SH,X300003.SZ,X000800.SZ,X002074.SZ,X000799.SZ,X002008.SZ,X000066.SZ,X300146.SZ,X600089.SH,X000977.SZ,X002294.SZ,X600177.SH,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.19485932701374,0,0,0,0.135112616485254,0,0.023685906159844,0.0597612563531545,0.00367491000173659,0,0,0,0,0,0,0,0,0,0,0,0.0786914944561387,0,0,0,0,0,0,0,0,0,-0.16160330110374,0,0,0,0,0,0.0437647631639496,0,0,0,0.0862415123727397,0,0,0,0,0,0,0,0,0,0,-0.0224151485378699,0,0,0,-0.0260922332913639,0,0
X000858.SZ,0,0,0,0,0,0.348959288706637,0,0.161118940291883,0,0.110879551575841,0,0,0,0,0,0,0,0,0,0,0,0.0290065557593345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00554983635318109,0.101998832987958,0,0,0,0,0,0,0,0,0,-0.00864229163269992,-0.013650503711653,0,0,0,-0.0264608586348224,0,0
X002415.SZ,0,0,0,0,0,0.0134632375589714,0,0,0.0191807244294598,0.142421093887478,0.144739853171855,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,-1.73472347597681e-18,0,0,0,0.0548572218618568,0.137840586423127,0.41142641998429,0,0,0,0,0,0,0,0,0,0,0.0259258853532676,0,0,0,0,-0.0369280822672704,0,-0.0982381544827034,-0.0172956455499584,0,0.0165286756327268,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0633394802543068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0188888382511571,0,0,0,0,0,0,0.171336342057657,0,0,0,0,0,0,0,0,0.109181229717418,0,0,0,0,0.0214283716060153,0,-0.154311150248873,0,0,0.112005963506697,0,0,0,0.00805312065576728,0.0127410197630355,0,0,0,-0.0492032142761732,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0492867631696268,0.0828056693694848,0.166913338037678,0,0,0,0,0,0.0874919880361817,0,0,0,0.0799004525547637,0,0,0,0,0.0132554220287457,0,0,0,0,0,0,0,0,0,0,0,0,-0.126061862379215,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.00227043939923449,-0.00425081762554388,-0.0470260972360727,0.0428679489747347,0,0,0,0,0,0
X000568.SZ,0,0.605400751150223,0.00551098155961594,0,0,0,0,0,0,0.0419210163612649,0,0,0,0,0,0,0,0,0,0,-0.0626347568179291,0,0.043676595761111,0,0,0,0,0,0,0.0785810641069351,0,0,0,0,0,0,0,0,0,0,0,0.297413609923638,0,0,1.73472347597681e-18,0,-0.0566467027276966,0,0,0,0.00422601266403434,0,-0.0319732018517407,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0948786886158035,0,0,0.18563981392525,0,0.0647051693906784,0,0,0.0364877856558219,0,0,0,0.0469276925028225,0.0671830240947279,0,0,0,0,0,0.075364148941656,0,0,0,0,-1.0842021724855e-19,0,0.191367748320676,0,0,0,0.0389506527061886,0,0,0.0702036560534247,0,0,0,0,0,0,0,0,0,0,-0.038497621367798,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.175375230481245,0,0,0,0.0761282874809091,0,0,0,0,0.041825399937417,0,0.0813281333246188,0,0,0,0,0.0959023928026608,0,0,0,0,0,0.0636271156807871,0,0,-6.93889390390723e-18,0,0,0,0,0,0.273750366691887,0,0,0,0.113600826786801,0,0,0,0,0,0,0,-0.0030020820481839,0,0,-0.0765858035898105,0,0,0,-0.0748225333645276,0,0
X600690.SH,0,0,0.223418383016544,0,0,0.0866969167207389,0,0.297688324315645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0361796248855612,0.174023962999504,0,0,0.0755586614879016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305555085723755,0,0,0,0,0,0.00734646676355227,0,0,0,0,-0.0552609253975447,0,0
X002304.SZ,0,0.339600113808321,0,0,0,0.0179701711800693,0,0,0,0,0,0,0,0,0,0.0706690275809815,0,0,0,0,0.0312152003848316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178748463797684,0.0940472827890415,0,0,0,0,0,0,0,0,0,-0.0272728843671423,0,0,0,0,-0.109593907077727,0,0
X002475.SZ,0,0,0.0265497969048926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114660185142565,0.10538963850418,0,0.625030987272818,0,0,0,0,0,0.0337140674261505,0,0,0,0,0,0,0.0345715565336243,0,0,0,0,0,0,0,0,0,0,0,0,0.0156556125817331,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364622709287279,0,0,-0.0169346394313332,0,0,0,0,0,0,0,0.0114365205563049,0,0,0,0,0,0,0,0,0,0,-0.0316336453409065,0,0,0.208477136698416,-0.074800301746648,0,0,0,0.0746011549818857,0,0,0,0.0964262909719399,0,0.0310146943657124,0,0,0,0,-0.125554782570667,0,0
X000725.SZ,0,0,0.138255538328603,0,0,0,0,0,0.0210488135899504,0,0.0805429985369326,0,0,0,0,0,0,0,0,0.118548132019056,0.0697711370477535,0,0,0.029066141030422,0.0953697076216915,0,0,0,0,0,0.052702900873216,0,0,0,0,0,0,0,0.13706717239385,0,0,0,0,0,0,0.0873577988267486,0,0,0,0,0,0,0.0145616928545671,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0.0306182553237794,0,0,0,0,0.0272810488411775,0,0,0.0918709088815567,0,0,0.100916195734747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130101897033543,0,0,0.00928819225480772,0.053712575949146,0,0,0,0.149580618597573,0,0,0,0,0,-0.0369578072966044,0,0,0,0,0,0,0
