,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000625.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X000063.SZ,X000338.SZ,X002371.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X600089.SH,X002236.SZ,X002241.SZ,X600372.SH,X002129.SZ,X000661.SZ,X002049.SZ,X000157.SZ,X000977.SZ,X600584.SH,X600741.SH,X601877.SH,X600522.SH,X000800.SZ,X002463.SZ,X002007.SZ,X600183.SH,X601799.SH,X600418.SH,X002074.SZ,X600460.SH,X002028.SZ,X000066.SZ,X002294.SZ,X300142.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.268455344749361,0,0,0.235003671980129,0.0407084344761482,0,0,0.0398510468705422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0152722766312032,0,0,0,0.103710670679968,0,0,0.0044129868472415,0,0,0,0.00437552529416136,0,0.0154121899832155,0,0.137961276520023,0,0,0,0,0,-0.00693440836727468,0,0,0,0,0,0,0
X000858.SZ,0.182392116247927,0,0,0,0.146772416291886,0.260883380032899,0,0.0588898251626732,0,0,0,0,-0.148439453701161,0,0,0,-0.03206393622252,0,0,0,0.0600825507870149,0,0.157115591237606,0,0,0,0,0,0.0436473151694304,0.0107068760287542,0,0,0,0,0,0,0,0,-0.00593424803958292,0,0,0,0,0,0.0374862919096877,0,0,0,0.00330714402682761,0,0,-0.000495654817122979,1.0842021724855e-19,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0442792199125815,0,0,0,0,0,0,0.0512483015115091,0,0,0.0503084138585509,0,0,0,0,0.115567371552574,0,0,0,0,0,0.120329687575953,0,0,0,0,0,0,0,0,0,0.0396371125994412,0,0,0.0738385998191317,0,0,0,0,0.109485090287642,0.00514835074785525,0,0,0,0,-0.0105233376528242,0,0
X600276.SH,0,0,0,0,0,0,0.0936039674148176,0,0.0440092249043654,0,0,0,0,0,0,0,0,0.105276674718836,0,0,0,0,0,0,0,0,0,0,0,0.028692207246073,0,0,-0.0105513844889787,0.0341498259876093,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135285669564726,0.203038137242145,0,0,0,0.0190669583141179,-0.0109788624255075,0,0,0,0,0,0
X600809.SH,0.235531888669237,0,0,0,0,0.296499548305434,0,0,-0.0259154780871445,0,0,0,0,0,0,0.265183037393839,0,0,0,0,0,0,0,0,0,0.0831483089119724,0,0,0,0,0,0,0.0360465844271677,0,0,0,-0.0533217200619539,-0.0823362104694717,0.0615739366461521,0,0,0.0121300903924693,0.00832230374478448,0,0,0,0,0,0,0,-0.0148000112488427,0.0317794942992892,-0.0638178892932793,0,0,0,0,0,0
X000568.SZ,0,0.44947167671236,0,0,0.486563636327543,0,0,0,0,0,0,0,0,0,0,0,0,0.0329506917316879,2.16840434497101e-19,0,0,-0.0401682328963722,0,-0.0535732901959449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0941523217400544,-0.0614833338515326,-0.0208165912541235,0,0,0,0,0,0.00224021389894232,0,0,0.00294491569525016,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838495539836989,0,0.101255736523985,0,0,0,0,0.0526056486150132,0.239934801425273,0,0,0,0,0,-0.134125452402131,0,0,0,0.047608464767929,0,0,0,0,0.0822045643515688,0.126869525381359,0,0,0,0,0,0,0,0,-0.0296079470593757,0.0144323950047895,0,0,0,0,0,0
X600690.SH,0.177172460932,0,0,0,0,0,0,0,0,0.198081482086688,0,0,-0.0900644154441884,0,0,0.121762198479095,-0.023206070717452,0.0825728797432114,0,0,0.0261564234684626,0,0,0,0,0,0,0,0,0,0,0,-0.0046670246042461,0,0,0,0,0,-0.00719471581725069,0,0,0,0,0,0,0,0,0,0,0,0.0573616056508448,0.0125546063992594,0,0,0,0,0,0,0
X000625.SZ,0.0141276377665995,0,-0.266715408577151,0,0,0,0,0,0,0,0.139276763490036,0.105051595218551,0,0,0,0,0,0.342865173205877,0,0,0.0198711576934766,0,0,0,0,0,0,0,0.261140180883437,0,0,0,0,0,0,0,0,0.118891479255185,0.0239747995363491,0,0,0.0637340092374562,0.330429734553625,0,0,0,0,0,0,0,0,0.0104557801792648,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0306678718900945,0,0,0,0,0,0,0,0,0,0.0088517074699253,0,0,0,-0.126276558334303,0,0,0,0,0,0,0,0.0201966056945605,-0.185418373497892,0.156162715135771,0,0,0,0,0.0852453067263539,0.019387587983488,0,0,0,0.151292336561466,0,0,0,0,-0.0197223231439463,0,0.073522219904353,0,0,0.0592125972609997,-0.127020373892793,0,0,0,0,0,0
