,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X600104.SH,X300014.SZ,X600031.SH,X000725.SZ,X300124.SZ,X000063.SZ,X000661.SZ,X002371.SZ,X000338.SZ,X600703.SH,X000625.SZ,X002241.SZ,X002129.SZ,X003816.SZ,X300142.SZ,X000100.SZ,X000596.SZ,X002049.SZ,X002179.SZ,X600702.SH,X000799.SZ,X600460.SH,X600779.SH,X002007.SZ,X002074.SZ,X600741.SH,X000157.SZ,X601877.SH,X600584.SH,X002236.SZ,X002414.SZ,X601799.SH,X600089.SH,X300003.SZ,X600183.SH,X300146.SZ,X000800.SZ,X600884.SH,X000977.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0452442350499691,0,0,0,0,0.0616385260113618,0,0.206705183372432,0,0,0,0,0,-0.0131495366548159,0,0,0.0277648938270659,0.0132200378032983,0,0.0129391911690924,0,0.103384617945151,0,0,0,0.0338766346990153,0,0,0.117365369145673,0,-0.0254249339679414,0,0,0,0,0,0,-0.0863952637992689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00881845636346879,0,0
X000858.SZ,0,0,0,0,0,0.220138385448747,0,0,0,0,0,0,0.0788200138357683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124686177945015,0.0387265612529533,0,0,0,0,0,0,0,0,0,0,0.0465371407910875,0,0.0507424727222101,0,1.73472347597681e-18,0,-0.0763162518387451,0,0,0,-0.0690101120504675,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.178265823818908,0,0,0,0,0.162445872116844,0,0.0696506615165466,0,0,0,0,0,0,0,0,0.067068336241157,0.00681216486429879,0,0,0,0,0.0139174025442301,0,0,0.0172571365287433,0.0925920770421871,0,0,0,0,0,0,0,0,0.0268812648884078,0,0,0,0,0,0,0,0,0,0.103590041073485,0,-0.0166523756386149,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.116452265765383,0.13925406120097,-0.0515387445830062,0,0,0,0,0,0,0.108081768374085,0,0,0,0,0,0,0,-0.165560790802319,0,0,0,0,0,0,0,0.492242565481342,-0.0148547518337764,0.053268367883662,0,0,-0.258512719611983,0,0,0,0,0.0474239381657681,0,0,0,0,0,0,0,0,0,0,0,0.0293460035662226,0,0,0,0,0,0
X600276.SH,0,0,0,-0.140035673163285,0,0,0.130710698056165,0,0,0,0,0,0,0,0.284401742313268,0,0,0,0,0,0,0,0,0,0.187804789369486,0,0,-0.133749921605359,0,0.1151203464037,0,0,-0.104279347736821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.765802246041787,0,0.0674830191498159,0,0,0.0688084197045055,0,0,0,-0.235955711153864,0,0,0,0,0,0,0,0,0,-0.0021652923351359,0,0,0,0,0,0.144617572397481,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0375454951121159,0,0.0301074616497769,0.00509363270908449,0,0,0,0,0,0,0,0,0,0,0.0218189209480671,0,0,0,-0.0547604812523112,0,0
X002304.SZ,0,0,0,0.204711013812796,0,0.147881923295196,0,0,0,0,0,-0.0150278573532682,0,0,0,0.0829272729054393,0,0,0,0.237942583332704,0,0,0,0,0.0361807063608122,0,0,0,0.0127237370731019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0756754918689436,0.133465860002685,0,-0.114483449785934,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,-0.0137768337535098,0.155878809993804,0,0,0,0,0,0.199072266515489,0.0228850710176134,0,0,0,0,0,0,0,-0.0260260100665834,0,-0.101238421684959,0,0,0.101762789328498,0,0,0,-0.00641487606957497,0,0,0,0,0,0,0,-0.00377484700573399,0,0,0,-0.064206524281075,0,0,0,-0.0236286492687975,0,0,0.0920910108335967,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.151381004315049,0,0,0.0229865488545244,0,0,0.158796237930591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00176536277978459,-0.109070097829414,0,0,0,0,0,0,0,0,0.00460170660330975,0,0,0,0,0,0,0
X600690.SH,0,0,0.303351207365916,0,0.210903234205952,0,0,0,0,0,0,0,0,0.273441261164843,0,0,0,0,0,0,0,0,0.00443276274317681,0,0,0,0,0,0,0,0,0.0136994480159068,0,-2.16840434497101e-19,0.0266090418015566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00206412399915981,0,-0.0526780412523112,-0.0331473281728492,0.0071594840969181,0,0,0,0,0,0
