,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X600104.SH,X002371.SZ,X003816.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000100.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X002179.SZ,X600418.SH,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X000157.SZ,X600066.SH,X600703.SH,X600372.SH,X600183.SH,X002028.SZ,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000921.SZ,X000066.SZ,X600839.SH,X600487.SH,X600460.SH,X000988.SZ,X002156.SZ,X600177.SH,X000661.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.18399440478447,0,0,0,0,0,0.0587251031342941,0,0,0.0211930212607762,0,0,0,-0.00407533535133308,0,0,0.353396734921456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00382861081187678,0.0107007302614405,0,0,0,0,0,0.00951488230496968,0,-0.0118981126116401,0,0,-0.0327318441161698,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0378544840086644,0,0,0,0,0,0,0,0,0.163840183919716,0,0,0.207255442649694,0.0787609873720543,0,0,0,0,0,0,0,0.164233982745652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00574816068562847,0,0,0,0,-0.0603778258186081,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17478327856854,0,0,0,0,0,0,0.027976387780696,0.292021541194549,0,0,0.048202392698513,0.00761409028044253,0,0,0,0,0,0,0.109636374082648,0,0,0,0,0,0,0,-0.00280815137783575,0.0718751963686817,0,0,0,-0.0295929066715286,0,0,0,0,-0.0162798456754531,0.0173908911751565,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.084589142867429,0,3.46944695195361e-18,0,-0.044263660285024,0,0,0,0,0,0,0,0.278889864093997,0.0171215633134864,0,0,-0.0426508775132592,0,0,0,0,0,0.0807738739148335,0,0,0,0,0,0,0,0,0,0,0.108967778409261,0,0,0,0,0,0,0,0,0,0,0.0377649590752646,0.0980915917708404,0,0,-0.0227838446482818,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0476009750425438,0,0.0104256431584436,0,0,0.0936781093701025,0,0.0258684772621467,0,0,0,0,0,0,0.16453415588285,0.012577901036266,0,0,0.0071811997678002,0,0.0485043660948767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00510244529545223,0,0,0,0.00597587727646879,0.0572750103581398,0,0,0,0,0,-0.00319049233355851,0,0,0,-0.0698952839829657,0,0
X600690.SH,0,0,0.200930960856223,0,0,0,0,0,-0.00725118004890546,0,0,0.0768142265693546,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0370170273227977,0,0,0,0,0,0,0.164582932640238,-0.00140813279553908,0.0289205189104646,0,0,0,-0.0178507783077572,0,0,0,0,0.0395122746737403,-0.00984502797248654,0,0,0,0.0112132765379593,0,0
X000651.SZ,0,0,0.149710678015599,0,0,0,0,0,0.0805102943278086,0,0,0,0,0,0,0,0,0.0166898787126244,0,0,0,0.0245091637297472,0,0,-0.100445367138865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219229361617318,0,0,0,-0.0107686506104442,0,-0.00194632307949482,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0.411199038068398,0,0,0,0,0,0,0,0,0.307607250059338,0,0.023856603241333,0,0,0,0,0,0.0767716793622267,0,0,0,0,0.085050325416184,0,0,0,0,0,0,0,-0.0160413714135795,0,0,-0.00817845178167945,0,0,0,0,0,0.0148903394344248,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0377246283738207,0,0,0.190837969247414,0,0.00121007545239032,0,0,0,0.42936662526368,0,0,0,0,0,-1.38777878078145e-17,0,0.263888603080009,0,0,0,0,0,0,0,0,0,0,0.602308640241284,0,0,0,0,-0.160247225218896,-0.126855174871405,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109223842650292,0,0,0,0,0,0,0,0,0,0.0337664528263953,0,0.198797917668449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564300137025764,0,0,0,0.123249214999523,0.148085168387411,0,0,0,0,0,0,0,0,0,0.0218479466036235,0,0
