,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000625.SZ,X600031.SH,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X300124.SZ,X601877.SH,X300003.SZ,X600809.SH,X002085.SZ,X300136.SZ,X600487.SH,X002008.SZ,X002508.SZ,X600271.SH,X600089.SH,X000157.SZ,X600177.SH,X600522.SH,X002294.SZ,X600118.SH,X600867.SH,X000050.SZ,X300115.SZ,X600699.SH,X000559.SZ,X600372.SH,X000981.SZ,X600566.SH,X600498.SH,X002074.SZ,X002179.SZ,X002465.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00493274314099537,0.0493960255487159,0,0,0.0762043323021918,0,0,0,0,0.254774332952271,0,0,0,0,0,0,0,0,0,0,0,0,0.0319094867723336,0.113228472005786,0,0,-0.015939091081026,0,0.0909406346364617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.120265364997124,0.0121586192133533,0,0,0.00764997021328253,-0.00553881660340827,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.117027134168999,0,0,0,0,0.119249562810097,0.35115823972419,0,-0.0382895074369977,0,0.0596340324171433,0,0,0.186267304084993,0,0,0,0.13257680190912,0,0.114718911009894,-0.0280641066313351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.30382336353016,0,0,0,0,0.011678967889581,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0521861893396194,0,0,0,0,0,0.0489517822232826,0,0.210910533300955,0.167701768720176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141492258409357,0,0,0,0,0,0.0921155762045197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00885570132754442,0.00847648424374108,0,0,0,0,0,0
X000651.SZ,0,0.066922787468449,0,0,0.088300325147304,0,0,0,0,-1.73472347597681e-18,0.176785284401564,0,0.00167124299257809,0,0,0,0,0.137227815717164,0,0,0,0,0,0,0,0,0,0,0,0,0.110391065843458,0,-0.0612178983374901,0,0,0,0,0,0,0,0.0275294846085052,0,0,0,0,0.0862966646431103,0,0,0,0,0.123385248670436,-0.0097541521902836,0.0195076807751584,0,0,0,0,0,0
X000858.SZ,0.174183754911481,0,0,0.231077191546976,0,0,0,0,0,0,0,0.285418339234072,0,0,0,0,0,0,0,0,0.0664702919327687,0,0,0,0,0.150783884869501,0,0,0,-0.0307255074702441,0.0126559438914551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00962684900155108,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.373520318353211,0,0,0,-0.0553678162044305,0,0,0,-0.0156809876930445,0.0207260424947353,0,-0.0763437131595919,0,0,0,0,0,0,0,-0.105088674571597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1356377018593,-0.0538868289216398,0,-0.108390689367917,0.020171849313559,-0.0108182751161546,0,0,0,0,0,0
X000725.SZ,0,0,0.0893594138598679,0,0,0,0,0,0.0276854550537659,0,0,0,0,0,0,0,0,0,0.3403986645682,0,0,0,0,0,0,0.132096894722759,0.26360297458947,0,0.0437179738278603,0,0,0,0,0,0,0,0,0,0,0.136755471384951,-0.0688555899889294,0,0.045919891251435,0,0,0,0.0227752292729657,0,0.0812651995120477,0,0,0.00455504571280183,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.295778048400353,0,0,0,0,0,0,0.357155233581989,0,0,0,0,0,0.0356400281727889,0.0149019665276586,-0.158687942613728,0,0,0,0,0,0.104591783542497,0,-0.0313931387479878,0,0,0,0,0,0,0,0,0,0,-0.0108420978039499,0.00494891451498498,0,0,0,0,0,0,0,0,0,0,0,-0.0106167029481828,0.0157996707348293,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.344774658273768,0,0,0.141756670147032,0,0,0.128579879112005,0,0,0,0,0,0,0,0,0,0,0.0103782488156926,0,0.050944896797552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12653422243249,0.135015067688598,0,0,0,0,0,0,0,-0.0406485478341851,0.0513751463293531,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.214596596819893,0.176030099315068,0,0,0,0.0522600164636034,0.112037605114714,0,0.227763897205344,0,0.162704318694642,0,0,0,0,0.319452548980948,0,-0.128642212360132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00654665943270224,0.0134568873741265,0,0,0,0,0,0
