,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600104.SH,X600276.SH,X000651.SZ,X300124.SZ,X300014.SZ,X002371.SZ,X000725.SZ,X600031.SH,X002129.SZ,X003816.SZ,X002241.SZ,X000625.SZ,X000596.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X601877.SH,X300142.SZ,X600741.SH,X000661.SZ,X002074.SZ,X600460.SH,X600522.SH,X000733.SZ,X002180.SZ,X000100.SZ,X600702.SH,X000157.SZ,X600884.SH,X000799.SZ,X002236.SZ,X601799.SH,X600584.SH,X000800.SZ,X600372.SH,X002414.SZ,X600563.SH,X600183.SH,X002056.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0601413849110976,0,0,0.0971196812680333,0.088238443433856,0.0294315657088228,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202181231735839,0.0578553878992774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350686835291395,0,0,-0.000145514521325943,-0.0195150720137627,0,0,0,0,0,0
X000858.SZ,0.177924755994579,0,0,0,0.385560953651952,0,0,0,0,0,0,0,0,0,0,0.0647345166085222,0,0,0,0,0,0,0,0,0,0,0,0,-0.0192942149346429,0,0,0,-0.119233691922793,0,0,0,0.150591081786919,0.0702782849548894,0,0,0.17883851499959,0,0,0,0,0,0,0,0,0,0,0.0123106684266104,-0.0500878302235702,0,0,0,0,0,0
X600809.SH,0,0.233459380375756,0,0.113864444339228,0.29284721261909,0,0,0,0,0,0,0,0.0381246007682544,0.086379289837299,0,0,0,0,0,0,0.158626852335769,0,0,0,0,0.120736475593736,0,0,-0.0182678299698289,-0.093838765755625,0,0,0,0,0.147640420941854,0,0,0.128101680003902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335120657121406,0,-0.0260205389170564,0,0,0,0
X002415.SZ,0,0,0.017964899461213,0,0,0,0,0,0,0,0,0.213046910718171,0,0,0,0,0,0,0.120026708410507,-0.362097996024206,0,0,0,0,0,-0.0701227362661725,0,0,0.0524817184797673,0,0,0,0,0,0,0,0,0.0947598826111304,0,0.246502123962106,0,0.509517983531717,-0.0473471257536234,0,0,0,-0.0314796104574691,0,0,0.0407849385529845,0,0,0.106074846442561,0,0,0,0,0,0
X000568.SZ,0,0.398386038361355,0.29174620386553,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0200100870771643,0,0,0,0,0.260327874639422,0.0669955252931624,-0.0652515707373168,0,0,0,0,0,0.0786545021379349,0,-0.0498858857194907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0957857257827582,0,0,0,0,0,0.00318647963378958,0.0603430288146182,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0254661479808069,0.175329098720388,0,0,0,0,0,0,0.144596875250787,0,0,0,0,0,0.287660472876119,0,0,0.0553723815582941,0.0848451513354315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239075180171446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.075316146944818,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.164713671667082,0,0,0,0,0,0.184069538947772,0,0,0,0,0.0989336276023934,0,0.0592701600613287,0,0,0,0.129032765739708,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398329872839013,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.029057638915311,0,0,0,0,0,-0.000864935213146788,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107561965963593,0,0,0,0,0.38364758288614,0,0.069597624162878,0,0,0,0,0,0,0,-0.0273401632705348,0,0,0,0,0.061688160796514,0,0,0,0,0,0,0,0.169485487354643,0,0,0,0,0,0.00871526420770044,0,0,0,0,0.00239884443192638,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106137939264935,0,0.12032379093643,0,0,0,0,0,0,0,0,0,0.187651906923568,0,0,0,0.00510550365732349,0,0.0474126502327252,0,0,0,0,0,0,0,0,0.0813769839303058,0,0,0,0,0,0.0312694410075356,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.142291084037044,0.0547183930571252,0,0,0,0,0,0,0,-0.00403807825819985,0,0,0,0.061358854023658,0,0,0,0,0,0.0942636784162932,0,0,0,0,0,0,0,0,0,0,0,0.173898773992174,0,0.00103567483368504,0,0,0,0,0.248038510075418,0.257329902855977,0,0,0,0,0,-0.00374293386725748,0.0186164503918598,0,0.28366533110069,0,0,0,0
X000651.SZ,0,0,0,0,0,0.115113252815225,0,0,0,0,0,0,0,0,0,0.16803887947081,0,0.102853220815097,0,0,0.0736662296530207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0589323428500135,0,0,0.00172509348454169,0.0347877877309727,0,0,0,0,0,0,0,-0.0390562015106184,-0.00556823203892457,0,0,0,0,0,0
X300124.SZ,0,0,0,0.0973084323919844,0,0.148652707753371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118689729870711,0,0,0,0,0,0,0,0.205468686264284,0,0,0,0,0,0,0.126577009618778,0,0,0,0,0,0,0,0,0.00980426801678506,-0.0417309640545141,0.00390616211419274,-0.104495877414397,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0567044203073291,0,0.0247450764020876,0,0,0,0,0,0.0180285929863829,0,0,0,0,0,0.0621102551273805,0,0.0456939870052724,0,0,0,0.266467024305957,0.180762190749484,0.0778677476139163,0,0,0,0,0,0,0.104895966051169,0,0,0,0,0,0.0362893690981251,0,0,0,0,0.0327477153825536,-0.11465186640427,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0.0736331134559778,0,0,0,0,0,0,0,0,0,0,0.106436567922842,0.0126117986915551,0,0,0,0,0,0,0,0,-0.0243442279619097,0.109155013677939,0,0,0,0,0,0,0,0,0,0.378723978449754,0,0,0,0,0,0,0,0.223185944813382,0,0,0,0.0176637384657932,0.179091209848102,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0115483196044645,0,0,0.0402098922743579,0,0,0,0,0,0,0,0,0,0,0.196988036605855,0,0,0,0,0,0.181301999216122,0,0,0,0,0,0,0,0,0,0,0,0,0.00313089184383077,0,0.0140914542821514,0,0,0,0,0,0.14316096248404,0,0.0961912023605665,0,0,0,0,-0.00684366268272404,-0.00796278996317452,0,0,0,0,0,0
