,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600031.SH,X000651.SZ,X002475.SZ,X000568.SZ,X002304.SZ,X600809.SH,X600690.SH,X600104.SH,X000725.SZ,X000338.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X600703.SH,X003816.SZ,X000157.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X002129.SZ,X600741.SH,X002179.SZ,X002007.SZ,X601877.SH,X002049.SZ,X300142.SZ,X002236.SZ,X600584.SH,X600183.SH,X002414.SZ,X300003.SZ,X000800.SZ,X601799.SH,X000066.SZ,X002074.SZ,X002008.SZ,X000977.SZ,X000799.SZ,X600089.SH,X600460.SH,X000050.SZ,X002294.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.26525547956286,0,0,0,0,0,0.189984811866659,0.00517666712361757,0,0,0,0,0,0,0,0,0,0,0,0.0623438610804482,0,0,0,-0.0219996072928635,0,0,0,0,0,0,0,0,0,0,0,0,0.0138675693584619,0,0,0,0,0,0,0.00324929816285739,0,-0.0575137478551024,0,0,0,0.0266423601744028,-0.0212925842454935,-0.00870316472580333,0,0,0,0,0,0
X000858.SZ,0.108254017479414,0,0,0,0,0,0,0.297157130876963,0.146957582643677,0.0931890509807996,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0109851227313231,0,0,0.0837081061343129,0,0.0768531092243202,-0.018400618277229,0,0.0171786253918303,0,0,0,0,0.00735189763681743,0,0,0,0,0,0,0,0,0,0,0.0584554278523698,0,0.0284632409291647,0,0,0,0,-0.00537715906870211,-0.00849624826344126,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.070350472298642,0.00986597312178623,0.0855493311729175,0,0.0811287089631506,0,0,0,0,0.0832728609966896,0,0,0,0,0,0,0,0,0,0,0,0,0.0188302254515943,0.105433065019003,0,0,0,0.442993827823517,0,0,0,0,0,0,0,0,0,0,0.0271039653112663,0,0,0,0,-0.19095647835513,0,0,0,0,0,0,-0.00167339711158668,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805646782101405,0,0.00250537815032663,0,0,0,0,0,0,0,0,0,0,0,0.146902757734971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174684278319562,0,0,-0.00405497391817587,-4.33680868994202e-19,0,0,0,-0.00418795517884581,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.148453186968922,0.0970579592175208,0,0,0,0,0,0.0731245943854887,0,0.131316030062428,0,0.200855846467386,0,0,0,0,0.017179283868298,0,0,0,0,0,0.026964576983752,0,0,0,0,0,0,0,0,0,0.0299943747294482,0,0,0,0,1.73472347597681e-18,0,0,0,0,-0.0219568409815766,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0767139965088878,0,0,0,0,-0.0778488655960378,0,0,0.072231892500989,0,0.0973773454921795,0,-0.0669316973672714,0,0,0,0.0599700242118317,0,0,0,0.0210995790404797,0,0.0141808940202389,0,0,0,0,0,0,0,0,0,0,0,0.0237632997827689,0,0.129959895962234,0,0,0,0,1.0842021724855e-19,-0.00346217631610994,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0543928044633563,0,0,0,0,0,0,0,0,0.0225399207657648,0,0.0681480079264875,0,0.128410660891031,0,0,0,0,0,0,0.189761352123451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147707579910165,0,0,0,0,0,0.0255780753121436,0,0,0,-0.0975166943724607,0,0
X000568.SZ,0.0110694541307643,0.656951796998813,0.0515921161493507,0,0,0,0,0,0,0,0,0,0.00847670484393992,0,0,0,0,0,0,0,0,0,0,0,-0.0243559084531175,-0.0963644106204898,0,0,0,0,0,0,0,0,-0.035630726536037,0,0,0,0,0,-0.0618059038524384,0,0,0,0.323304429905854,0,-0.016626291223461,0,0,0,0,0,-0.0203326619165025,0,0,0,0.0111150444441804,0,0
X002304.SZ,0,0.161800757640494,0,0,0,0,0,0,0,0.0308224436058605,0,0,0,-0.022549556034653,0,0,0,0,0.0247772049830774,0,-0.0362541126194764,0,0,0,0,0,0,0,0,0,0,0,0,0.0390965806074474,0,0,0,0,0,0.08700355362616,0,0.152647807253094,0,0,0.175002153566668,-0.0257237430858027,0,0,0,0,0,-0.0442195098504731,0,0,0,0,0,0,0
X600809.SH,0,0.0596679541118681,0,0,0.249584607157822,0,0,0,0,0,0.234853077578927,0,0,0,0,0.114458538565681,0.0738460498419007,0,0,0,0,0,0,0.148754732816646,0,0,0,0,0,0,0,0,0,0,0,0,-0.0903526146186168,0,0,0,0,0,0,0,0.0408853232235625,0,0,0,0,0,0.0330938524220614,0,-0.0472211584786955,0,0,0,0.0703850801125541,0,0
X600690.SH,0,0,0.0889991098200346,0,0.0412086752935391,0,0,0.0968836465012761,0.00321043948555547,0.31451361210237,0,0,0,0,0.135880685760072,0,0,0,0.0216551508491066,0,0,0,0,0,0,0,0,0.12942757714898,0,0,0,0,-0.0507577085098205,0,0,0,0,0,0,0,0,0,0,0,0.064347529688754,0,-0.0058486035250589,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426479800903294,0,0,0,0,0,0,0,0,0.139816092647649,0,0,-0.124289889403125,0,0,0,0,0,0,0.106709919005824,0,0,0.303029454025018,0,0,0.238256695858488,0,0,-0.0517860897416948,0,0,0,0,0,0,-0.00781858725307997,0.0197468663224194,0,0,0,-0.0269337778376243,0,0
X000725.SZ,0,0,0,0,0,0,0.101860857636336,0,0,0,0.037569758389148,0,0,0,0,0,0,0,0.0466739728364793,0,0,0.208100414335642,0.121882143925153,0,0.0576692414792412,0.0779245981585462,0.0723062284745308,0,0,0,0,0,0,0.154120298228856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0065393243369888,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.047410657319262,-0.00547572293230039,0,0,0,0,0,0,0.0772233359331807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108591241125305,0,-0.0127248649350197,0,0,0.0268753487377916,0,0,0,0.126561341188258,0.151596781753365,0,0,0,0,0,0,0,-0.00179074134218573,0,0,0,0,0.0535493985710108,0,0
X000661.SZ,0,0,0.00990034698571968,0,0,0,0,0,0,0,0,0,0,0,0,0.0647743035769379,0,0,0,0,0.100593532847597,0,0,0,0,0,0,0,0.0622352186123809,0,0,0,0,0.0395824885983234,0,0,0,0,0,0,0,0.0647769243930006,0,0,0,0.0899000075770089,0,0,0,0,0,-0.0324974237852628,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0.0548067394604919,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0817677565472527,0,0,0,0,0,0,0,0.252285697025741,0.0101684013810841,0,0,0,0,-0.236004819220998,0,0,0,0,0,0,0.228268200022217,0,0,0,0.287713066196791,-0.0560882020398848,0,0,0,0,0,-0.0146089141441917,0,0,0,0.029390852644051,0,0
X300124.SZ,0,0,0,0,0.233821868527314,0,0,0,0,0,0,0.027873954024753,0,0,0,0.262473632661429,0,0,0,0,0,0,0,0,0,0,0.107396191401027,0,0,0,0,0,0,0,0.120734484240944,0,0,0,0,0,0.0273538892143192,0.185346604704715,0.0470861494741638,0.20364435806877,0,0,0,0,-0.0125856687350252,0,0,-0.0625874494583076,0,0,0,0,0.0598643317380399,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.00351058265653455,0,0,0,0.0161945285615048,0,0,0,0,0,0.0477103338351273,0,0.0859491513082316,0,0,-0.0124207243782362,0,0,0,0,0,0,0.0267992898206128,0.0806856787880516,0.102968338779235,0,0,0.103485986316885,0,0,0.235769856668335,-0.1294905149043,0,0,0.0103023647212909,0,0.0231287083025527,0,0,0,0,-0.00351817724125002,0.0188598030729815,0,0,0,-0.00334649815071566,0,0
X600703.SH,0,0,0,0,0,0,0.263432778090014,0,0,0,0.0235004987511568,0,0,0.119923109233084,0,0.0113580066961736,0,-0.074813365610048,0,0,0,0.0666921090703635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142389938729197,0,0.0709197401253361,0.208687805629665,0,0,0,0.186303614729136,0,0,0,0,0.0101801546870777,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0291766338721916,0.0741357258192169,0,0,0,0,0,-0.0138459735520206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0371110949698153,0,0.00582009891057591,0,0,0,0,0.0033306166589586,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0.332672932133012,0.419627674032819,0.0288282575015748,0,0,0,0,0,0,0,0.220613925631828,0,0,0,0,0,0,0,0,0,0,0,0.0282307459096018,0,0,0,0.0684319480227205,0.294471908006395,0,0,-0.280872300536594,0,0,0,0.0724153121528557,0.134933540152656,0,0,0,0,0,0,0.130075569031194,0,0,-0.125415966351205,0,0.0439510573520013,0,0,0,0,0,0,0
