,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X002475.SZ,X600066.SH,X002241.SZ,X000338.SZ,X000100.SZ,X002456.SZ,X002236.SZ,X601877.SH,X600118.SH,X600271.SH,X002085.SZ,X600177.SH,X000157.SZ,X002007.SZ,X600372.SH,X300124.SZ,X300003.SZ,X600867.SH,X000559.SZ,X002294.SZ,X002292.SZ,X600089.SH,X002180.SZ,X002506.SZ,X002426.SZ,X002074.SZ,X600522.SH,X000623.SZ,X002508.SZ,X300136.SZ,X600498.SH,X000536.SZ,X000981.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00973880818776697,0.0189929365889146,0,0.384490936320442,0,0,0.0731506468758552,0,0,0.0769763115736981,0,0,0.0188325459502851,4.33680868994202e-19,0,0,0.0310556487115918,0,0,0.055053507650304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358963880858226,0,0.0144618149013207,0,0,0,0,0,0,0.00254897073879506,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.164896916099098,0,0,0,0,0,0.72367474024727,0,0,0,0,0,0,0,0.178727897559626,0,0,0,0,-0.0614071705906356,0,0,0,0,-0.13866212697349,0,0,0,0,0,0,0,0,0,0,0,-0.00702004802277577,0,-0.115950322870669,0.0127858954852253,0,0,0,-0.0536997539147627,-0.00151046729184715,0,0.271681552543112,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.610513377705936,0.0833715652375307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350235132375976,0,0,0,0,0.427331580122559,0,-0.140386389686884,0,-0.0639848716097149,0,-0.16749609240556,-0.280220968972778,0,0.00519078440120072,0,0,0,0,0,0.326773143183376
X002415.SZ,0,0,0.0945869911881581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129044066837406,0,0,0,0,0,0.092197737274601,0,0.0249484971510633,0,0,0,0,0,0.0553620184434932,0,0,-0.0822731491173415,0,0,0,0,0.00153628535082687,0,0,0.0677911236000716,0.315582479163409,0,0,0,0,-0.021587043251184,0,0,0.00663549460234976,0,0,0,0,0,0
X000858.SZ,0.028580743515194,0,0,0,0,0,0,0,0.15362358088066,0,0.0324276407574365,0.0604656171093512,0,0.0317432444800412,0.444025130296297,0,0,0,0,0,0.0354914997257701,0,0,0.0452228465971597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268229513799307,0,0,0.0344656456763234,0,0,0,0,0,-0.0114357565623078,0.0150272498155252,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0434868712014446,0,0,-0.0711124117320769,0.0247048363731408,0,0,-0.0631287212295873,0,0,0,0,0,0.143218917064377,0,-0.00039549960927363,0,-0.031008150708401,0,0,0.0643342809916822,-0.089883205952905,0,0,0.0852076857042524,-0.13223696894059,0,0,0,0,0,0,0,0,0.0895170917571394,0,0,0.130509866802067,0.0685697142398428,0,0.0231953380495314,0,0.152247435144931,0,0,0,0,0
X002304.SZ,0,0.351303584501889,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0867751821401246,0,0.00420138752477731,0,0.027295915179657,0.0268476649618032,0.0149155189334287,0,0,0,0,0,0,0.0153912904412502,0,0,0,0,0.0427510271518784,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123427993844664,-1.73472347597681e-18,0,0.00754165367288783,0,0,0,0,0,0
X000725.SZ,0,0,0.125269340193378,0,0,0,0,0,0,0.0508284603425584,0,0,0,-8.67361737988404e-19,0,0,0,0.0716160367013185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879865588519707,0,0.0473107305211828,0,0.0180698995283225,0,0.0417017148883156,0,0,0.310988097946257,0,0.0376177310261988,-0.0072197556443197,0,0.0292350654194635,0,0,0,0,0
X000625.SZ,0,0.230166632688208,0.136213403881669,0,0.237960384544834,0,0,0,0,0,0,0,0.0224807028075817,-1.35525271560688e-20,0,0,0,0,0,0,-0.0523594550612525,0,0.045431189794554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265406189142901,0,0,0,0,0,0,0,0,0.00614818014669953,0.0788394402992385,0,0.0163039176725061,-0.0245403694207352,0,0,0,0,0,0
X000063.SZ,0,0.0046135240881777,0.157181179935892,0,0,0,0,0,0,0,0,0,0,0.0364799306332723,0,0,0,0,0.306803475841781,0,0,0,0,0,0,0.0411332817896112,0,0,0,0,0,0,0,0,0.0522165637166461,0,0,0,0,0,0,0,0.0627812282708162,0,-0.12968604102376,0,0,0,0,0,0.00647552111683022,0,0,0,0,0,0,0
X600690.SH,0,0,0.111749858692602,0,0.197343431410693,0,0,0,0,0,0,0,0,0.085754324591069,0,0,0,0.337364821726,0,0,-0.153743565898569,0,0,0,0,0.0290950532259417,0,0,0,0,0,-0.0102273461749181,0,0,0,0,0,0,0.125391018674869,0,0,0.0642307507659858,0,0,0,0,0,0,0,0,0.00216656564820584,-0.01743451093361,0,0,0,0,0,0.0356071506909588
X600703.SH,0,0,0,0.176356783091475,0,0,0,0,0.239379939181483,0,0,0,0,0.0236536051765822,0,0,0,0,0,0,-0.0635634030354614,0,0,0.162298148474396,0,0.0669562044611705,0,0.170077351028532,0,0,0,0,0,0,0,0,0.0319234452796543,0,0,0,0,0,-0.087640435454704,0,0,0,0,-0.0172364319576876,0,0.190946617376095,0.0356877234604596,0,0.0338506664931245,0,0,0,0,0
X600741.SH,0,0.452624223452162,0,0,0,0,0.114160133002366,0,0.00795998430830075,0,0,0,0,0,0,0,0.0890578155770006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164148894217432,0,0,0,0.0611316637200498,0,-0.00136033594940304,0.00250857422319253,0,0,0,0,0,0
X600031.SH,0.0479913410952446,0,0,0,0,0,0,0,0,0,0.109061981302433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121916610130617,0,0.436500320189937,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.201513875090373,-0.141591733498128,0.0247904881997304,-0.0288833484959357,0,0.000277645379837925,0,0,0,0,0,0
X000568.SZ,0.0569684523398032,0,0,0,0.452488629410161,0,0,0,0,0.00877685813721139,0,0,0,0,0,0,0,0,0,0,0.110002203208557,0,0,0,0,0.096968514759676,0,0,0,0,0,0.00778965843051397,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.00272511736618208,0,0,0,0,0,0
