,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X600031.SH,X000063.SZ,X000568.SZ,X000725.SZ,X600809.SH,X003816.SZ,X600690.SH,X000338.SZ,X002241.SZ,X300142.SZ,X002007.SZ,X600703.SH,X300014.SZ,X000596.SZ,X002371.SZ,X300124.SZ,X000100.SZ,X300003.SZ,X002049.SZ,X600584.SH,X002129.SZ,X600741.SH,X601877.SH,X000157.SZ,X600183.SH,X002414.SZ,X002236.SZ,X000800.SZ,X000066.SZ,X300136.SZ,X002456.SZ,X000977.SZ,X000625.SZ,X002179.SZ,X002008.SZ,X002185.SZ,X600118.SH,X002463.SZ,X601799.SH,X002180.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.425225737576314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201815767711663,0.0534681104035923,0,0,0,0.0689693819115362,0,0,0,0,0.0427325486971912,0.00883438319652488,0.0258016211294766,0,0,0,0,0,0,0,0,0,0,0,0.00684835373844519,0,0,0,0,0,0,0,0,0,0.00810645705304169,-0.004856352084115,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0696045388672754,0,0,0,0.217149787855489,0,0.433212346224397,0,0,0,0.0731980663478406,0,0,0.0488530238264001,0,0.0139405253495197,0,0,0,0,0,0,0.0334229928531874,0,0,0,0,0,0,0,0,0,0,0,0.0137696887522489,0,0,0,0,0,0,0,0.0501940372344279,0,-0.00363755865268858,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.171156671703045,0.268548687290207,0,0,0,0,0.0412497496510501,0,0,0,0,0,0,0,0.0359017769051962,0,0.0351716857081044,0,0,0,0.000137031904514628,0.0575570172453521,-1.73472347597681e-18,0,0,0,0,0,0,-0.0226760719626155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168681172365589,-1.0842021724855e-19,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0852131360693829,0,0.29358193209673,0,0.045897537540666,0,0,0.0753924531333488,0,0,0,0,0.0389881334413796,0.0651125479783567,-1.73472347597681e-18,0,0,0,0.0774896039549164,0,0,0,0.0238448794511836,0,0.0612020590143151,0,0,0,0,0,0,0,0,0,0.00783972152473385,0,-0.00907914331445778,-0.0290298894719436,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.13734019911473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296060584494571,0,0.0410304815482312,0,0,0.115280524029504,0,0,0.0343901144429222,0,0,0,0,0,0,0,-0.000419868256496656,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0081667925023651,0,0,0,0.0873509306412261,0,0,0,0.0387359909571703,0.114834922762278,0,0.0656223967853734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321756771710804,0,0,0,0,0,0,0,0.0180769779234124,-0.0214836007662209,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0380766663625198,0,0,0,0,0,0,0.0634322156206675,0,0,0,0,0,-0.116427000968792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173399346042938,0.0564209334821955,0,0,0.0702540199740498,0,0.142280289910284,0,0.0952996901306448,0.0131121526483159,0,0,0,0,0,-0.0440406842414872,-0.0167084802166178,0.0137095859588421,0,0,0,0,0,0
X002304.SZ,0,0.231550070228647,0,0,0,0,0,0,0,0,0,0.398765724297832,0,0,0,0,0,0,0.0327643503169919,0,0,0,0.156795563432994,0,0,0,0,0,0,0,0,0,0,0,0.0103671431613908,0,0,0.011018746840485,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106894205253661,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0.147677931024328,0,0,0,-0.139798300088651,0,0,0,0,-0.0461618488879063,0.164049250859869,0,0,0,0,0,0.212028640168152,0,0,0,0,0,0,0.0185817327293018,0,0,0,0,0,0,0,0,0,0,0.0834051098357107,0,0,0,0,0,0.0366099642949935,0,0,0,0,0,0.0207146267106052,0,0.0145588731121107,-0.0306046976488719,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,-0.137383181161947,0,0,0,0,0,0,0,0.274644124189831,0,0.0095801719030541,0,0,0,0.181222877993175,0,0,0,0.00872259049947222,0.0787736127234527,-0.106057267476812,0,0,0,0.194731217049244,0,0,0,0,0,0.0944476921772281,0,0,0,0,0,0,0,0.174357231905809,0,0,0,0,-0.0103684497487108,-0.0200867862885099,0,0,0,0,0,0
