,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X000568.SZ,X002304.SZ,X000651.SZ,X600031.SH,X002475.SZ,X600104.SH,X000725.SZ,X300124.SZ,X300014.SZ,X000338.SZ,X002371.SZ,X002241.SZ,X000063.SZ,X600703.SH,X000625.SZ,X002129.SZ,X003816.SZ,X002049.SZ,X300142.SZ,X601877.SH,X000596.SZ,X000661.SZ,X002179.SZ,X000100.SZ,X600089.SH,X600460.SH,X000157.SZ,X600741.SH,X000799.SZ,X002236.SZ,X600702.SH,X002074.SZ,X002414.SZ,X600779.SH,X600584.SH,X601799.SH,X002007.SZ,X600183.SH,X000733.SZ,X000800.SZ,X600884.SH,X300003.SZ,X002008.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.299895134501863,0,0,0,0.0301747599546226,0.0661358845665434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169900957404007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.142273221894459,0,0.213748593523459,0,0,0.0673604809550873,0,0,0,0,0.00476426145877633,0,0,0,0,0,0,0.111338665729043,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.113118075194104,0,-3.46944695195361e-18,0,-0.105879296459607,0.171937380212382,-0.0071909503632668,0,0,0,0,0,-0.0152238900924509,0.0867023266593826,0,0,0,0,-0.00196810065184833,0,0,0,0,0,0
X002415.SZ,0,0.0884190179531868,0,0,0,0,0,0,0,0.054183977557585,0,0,0,0,0.13613486666769,0,0,0,0,0.100651548728426,0,0,0,0,0.0598150677786443,0,0.0235090012761275,0.0221698897218509,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10336049517208,0.065706199304735,0,0,0,0.104387634988317,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,-0.0342580213446134,0,0.262594423659094,0,0,0,0,0,0,-0.00537307827416144,0,0,0,0,0,-0.0744168818978024,0,0,0,0,0,0,0,0,0,0,-0.0476284365139627,0,0,0.356739446655141,0,0.239947481198085,0,0,0.0542355444053277,-0.0677227209709649,0,0,0,0.0174980879466321,0,0,0,0,0,0,-0.0550104997124107,0.077338551742312,0,0,0,0,0,0
X600276.SH,0,0.391664692101526,0,-0.0706913598620609,0,0,0,0,0,0,-0.158321508809484,0,0,0.294799168126906,0.183617247090981,0,0,0,0,0,0,0,0,-0.322891162429172,0,0,0,0.0891653758829173,0,0,-0.0452179808690508,0,0,0,0.0218275859291024,-0.0283541023096998,0,0,0,0,0,0,0,-0.0432469904364739,0,0,-8.67361737988404e-19,0,0,0,0,0.0208887270462872,0,0,0,0,0,0,0
X600690.SH,0,0,0.0306826979387902,0,0.0768759677301901,0,0.22777511055965,0.0795119399799403,0,0,0,-0.00315636874203982,0,0,0,0,0,0,0.0392560661104809,0,0,-0.0508406339173307,0,0,-0.0200646561689892,0,0,0.147136263095199,0,0,0,0,0.293430620933332,0,0,0,0,0,0,0.0191868565175821,0,0,0,0,0,0,0,0,0,0,0,-0.0195034326524768,3.46944695195361e-18,0,0,0,0,0,0
X000568.SZ,0,0.485168341096913,0,0.0820514679435713,0,0,0,0.0718002923804674,0,0,0,-0.191403025478033,0,0,0,0,-0.0300910925098666,0,0,0,0,0,0,0,0,0,0.117813442303363,0,0,0,0,0,0,0,0,0,0,0,0,0.0983606089458747,0,0,0,0,0,0,0,0,0,0,0,-0.00211892758138502,0.0199958563050313,0,0,0,0,0,0
X002304.SZ,0,0,0,0.34318618463699,0,0,0.442573409494411,0,0,0,0,0,0,0,-0.0801507599545058,0,0,0,0,0.151166030612205,0,0,0,0,0.00381243700048833,0,0,0,0,0,0,0,0,0,0,0,-0.0781430586741528,0,0,0,0.164988358823404,0,0.0770754809241339,0,0,0,0,0,0,0,0,-0.0553568442343506,0,0,0,0,0,0,0
X000651.SZ,0,0,0,1.0842021724855e-19,0,0.0506294690833592,0,0,0,0,0,0,0,0,0,0.00643502420320075,0,0,0.154959684218497,0,0,-0.00900108843987978,0,0,0,0,0,0.0905966875135652,0,0,0,0,0.0900274676362757,0,0,0,0,0,0,0.00411607363542446,0,-0.0618425275546311,0,0,0,0,-0.0503699348955434,0,0,0,0,-0.056639182926614,0.0997131190196074,0,0,0,-0.086744946188127,0,0
X600031.SH,0,0.142382836261314,0,0,0,0,0,0,0,0,0,0,0,0.0406986309954676,1.73472347597681e-18,0,0,0,0,0.0458818772393463,0,0,0,0,0,0,0,0,0,0,0,0,0.289918227080165,0,0,0,0.0453040383573714,0,0,0,0,0.110603648900644,0,0,0.0597122278651882,0,0.00367836821047211,0,0,0,0,0.0430928838800655,0.0434369069186401,0,0,0,0.142514641318117,0,0
