,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X000100.SZ,X600703.SH,X600031.SH,X600271.SH,X000157.SZ,X600118.SH,X002236.SZ,X000559.SZ,X600066.SH,X000338.SZ,X600372.SH,X002241.SZ,X600741.SH,X000016.SZ,X600089.SH,X002475.SZ,X002292.SZ,X000568.SZ,X300124.SZ,X600177.SH,X600839.SH,X000066.SZ,X002294.SZ,X300003.SZ,X002465.SZ,X002129.SZ,X600312.SH,X600867.SH,X000869.SZ,X000800.SZ,X000581.SZ,X000550.SZ,X002074.SZ,X600582.SH,X600498.SH,X600525.SH,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X002465.SZ,0,0,0,0,0,0,0,0,0.178401399302032,0,0,0,-0.0509002555682543,0,0,0,0.38423544856037,0,3.3881317890172e-21,-0.00751811511912482,0,0,0.02949991398394,0,0,0,0,0,0,0.0702314984725093,0,0.000348336772499572,0,0,0,0,0.0625386245724334,0,0,0,0,0,0,0,0,0,0,0,0,0.0185075687099762,1.0842021724855e-19,0,0,0,0,0,0
X002129.SZ,0,0,0,0,-0.275422266724787,0,0,0,0,0,0,0,0,0,0.235292986905378,0,0,0,-5.42101086242752e-20,0,0,0.0609912352169088,0,0,0,0,0,0,0,0,0,0.0262822083918903,0,0,0,0,0,0,0,0,0.437385414077813,0,0,0.0366626657900189,0.0474348347096468,0,0,0,0,0.026827636570439,-0.0320649132504573,0,0.0233452525184991,0,0,0,0
X600312.SH,0,0,0.285508551103757,-0.057849968300922,0,0,0,0.0443068973392014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00874257647933329,0,0,0,0,0,0,0.0109528217120842,0,0,0,-0.0166283890324936,0.0145533573703514,0,0,0.0273148051148791,0,0,-0.030762416108439,-0.0131734836167552,-0.00762873189532998,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.219234272683792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109414604216944,0,0,0,0,0,0,0,0,0,0.224507533069002,0.131435555729327,0,0,0,0,-0.00745781962720982,0,0,0,0,0,0,0
X000869.SZ,0,0,0,0,0,0,0,0,0,0.0267819361985214,0,0.184949351296358,0,0,0,0,0,0.0395323343473706,0,0,0.216323568590731,0,0,0,0,0,0.0420227049839224,0,0.189283282582205,0.0688187578251029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-0.0044545010759639,-0.0198490532116766,0,0,0,0,0,0
X000800.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209485469631581,0.0694487822446097,0,0.0211851449095302,0,0,0.164024146498645,0,0,0,0,0.0554011999438494,0,0,0,0,0.031284734664385,0,0,0,0,0,0,0,0,0,0,0,0.121513578403247,0,0,0,0,0,0.0190787235912355,0,0,0,0,0,0,0
X000581.SZ,0,0.177712873992748,0,0,0,0,0,0,0.0947716304067374,0,0,0,0.0702925255008606,0,0,0.00618169091164178,0,0,0.0414351198247029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.118118771716563,0.0636406131749347,0,0,0,0.00796001450230777,0,0,0,0,0.235164164703135,0,0,0,0,0,0,0,0,0,0,0
X000550.SZ,0,0,0,0,0,0,0,0,0,0,0,0.108171764004149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337439245737479,0,0,0,0,0,0,0.242789358182976,0,0,0.0777713345076186,0,0,0.116891964794887,0,0,0.0330054745337198,-0.0588808025483218,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.051838184550111,0,0,0,0,0,0.31214916681132,0,0,0,0,0,0,0,0,0,0,0,0,0.196937304242507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128989881052668,0,0,0,0,0,0,0
X600582.SH,0,0,0,0,0,0,0,0,0,-0.0320189619374806,0,0,0,0,0.0449467206450592,0,0,0,0.192919132253101,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.206757021250097,0,0,0,0,0.0353934244606096,0,0.144238118607917,0,0,0,0,0.037390908179562,0,0.261023284527765,0,0,0,0.035919547114357,0,0,0,0,0,0,0
X600498.SH,0,0,0,0,0,0,0,0,0.107801684855727,0,0,0,0,0,0.0206874075348916,0,0.00764378715275768,0,0.0496578417951222,0,0,0,0,0,0,0,0,0,0,0.105289038019639,0,0,0,0,0,0.0703919310727867,0,0,0,0,0.246688686710169,0,0,0.0924160856314354,0.143971184282632,0,0,0,0,-0.00857308673792524,-0.00717708185769489,0,0,0,0,0,0
X600525.SH,0,-0.0405913070959506,0,0,0,0,0.181677169389482,0,0,0,0,0.282759535114393,0,0,0,0,0,0.0245529450311034,0.074245410337783,0,0,0,-0.109744743650657,0,0,0,0,0,0,0.192004631413014,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0762043877474037,0,0,0,0,0,-0.0511201143166807,0,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Change_TY3M,0,0,0,0,0,0,0,0,0,-8.39233344090643e-05,0,0,0,0,0.194938046792704,0,6.93889390390723e-18,0.0625854452197288,0,0,0,0,0,-0.0847827931982728,-0.172559905886809,0,0,0,0,0,0,-0.139190700699082,0,0,0,-0.13782227985907,-0.0949387054275061,0,0.13221233689507,0,0.0219135999701474,0,0,-0.0120882233807356,0,0,-0.0653475523401393,0,0,0,0.00801123654801658,0,0,0,0,0,0
Slope,0,0,0,0,0,0,-0.118105825764555,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-3.46944695195361e-18,0,0.15597076051175,0,0.30607866759069,0,-0.440640176287512,-0.0389786484555997,0,0,0,0.202937590449613,0,0,0,-0.472593730909062,0,0.229447606590561,0,-0.0437507687216958,-1.38777878078145e-17,0,0,0,0,0,0,1.08670233540184,0,0,0,0,0,0
TED,0,0,0,0,0,0,0,0,0,0.217183492107131,0,0,0,0,0,0,0,0,0,0,0.114037818248349,0,0,0,-0.234434082470175,0,0,0,0,0,0,-0.201960432088707,0,0,0,0,0,0,0,0,0,0,0,-0.0150747601287056,0,-0.0592888342058731,0,0,0,0.49630876828291,0,0,0,0,0,0,0
RealEstate_excess,0,-0.173219561672452,0,0,0.20996136502758,0,0,0,0,0,0,0,0,0,0.0850729552837721,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408703907379989,0,0,0.0551635612433867,0,-0.327725742726542,0,0.0193147347620942,0,0,0,0,0,0,0,0,-0.0993300414970769,0,0.143932064397019,0,0.338299322077886,0.0369569974610453,-0.0208820236636512,0,0,0,0,0,0
MKreturn,-0.0112968501093727,0,0,0,0,0,-0.404336488059423,0,0,0,0,0,0,0,0.0293437513324157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486184377877314,0,0,0,0.0987406597702554,0.276931688087765,0,0,0,0,0,0,0,0,0.0283613740426402,0,0,0,0,0.0168583968457357,0.18519411726765,0,0,0,0,0
MKvol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00476588046959416,0,0,0,0,0,0,-4.25998887486792e-05,0,0,0,0,-0.00521422982216531,0,0,0,0,0,0,0.00765826582708791,0,-0.00121226036108477,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0286276968134,0.0148539153825485,0,0,0,0,0,0
CarbonVol_Shenzhen,0,0,0,0,0,0,0,0,-0.101306501975822,0,-0.00315929370473788,0,0,0,0,0,0,0,0,0.0441234284703276,0,0,0,0,-0.122077668357688,0,0,0,0,-0.0251907577865014,-0.0214366914248285,0,0,0,0,0,0.0521805713772176,0,0,0,0,0,0,0,-0.0686596663494923,0,0.00660863377990296,0,-0.0330574229870796,-0.0813662417994068,-8.67361737988404e-19,0,-0.066641115713303,0,0,0,0
CarbonVol_Guangdong,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00216233148219584,0,0,0,0,0,0,0,0,0,0,0,-0.0026403738191379,0,0,0,0,0,0.0173410517428835,0.0196196558434876,0,0.0147148935432909,0,0,0,0
CarbonVol_Hubei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00402494958997705,0,0,0,0,0,0,0,0,0.000893904510640591,0,0,0,0,-0.00422378827982602,-0.00637202911816695,-0.00182074142477133,0,0,0,0,0,0
