,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X000100.SZ,X600703.SH,X600031.SH,X600271.SH,X000157.SZ,X600118.SH,X002236.SZ,X000559.SZ,X600066.SH,X000338.SZ,X600372.SH,X002241.SZ,X600741.SH,X000016.SZ,X600089.SH,X002475.SZ,X002292.SZ,X000568.SZ,X300124.SZ,X600177.SH,X600839.SH,X000066.SZ,X002294.SZ,X300003.SZ,X002465.SZ,X002129.SZ,X600312.SH,X600867.SH,X000869.SZ,X000800.SZ,X000581.SZ,X000550.SZ,X002074.SZ,X600582.SH,X600498.SH,X600525.SH,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.165529573921337,0.174632697056039,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0716547673740544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105633310293201,0,0,0,0,0,0,0,0.0277522969976057,0.00975971282194215,0,0,0,0,0,0
X600104.SH,2.16840434497101e-19,0,0,0,0,0,0,0.279692454452392,0,0.0021457299306979,0,0,0,0,-0.00349579527011289,0,0,0,0,0,0,0,0.0430569935397866,0,0,0,0.190464119458036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998757167638326,0,2.16840434497101e-19,0,0,-0.0763030093921767,0,-0.0149715539434383,0.0345222595425103,-3.46944695195361e-18,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0500846459128472,0,0,0,0,0,0,0,0,0,-0.0248522434995028,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155016997525419,0,0,0,0,0,0,0,-0.00640617807528111,0,0,-1.0842021724855e-19,0,0,0,0.0541282673895936,-0.0464644537669222,0,0,0,0,-0.0668569540943449,-0.0394151617193842,0.0710865118639587,0,0,0,0,0
X000725.SZ,0,0,0.0689413133228803,0,0,0,0,0,0,0,0,0,0.2047170846933,0,0,0,3.46944695195361e-18,0.0963252403588337,3.46944695195361e-18,0,0.298188121754516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157424429627441,0,0.197525560225315,0,0,0,0,-0.00119609075920313,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.034455049281369,0.0584675637629587,0,0,0,0,0.0371524181189981,0,0,0,0,0,0,0,0,0,0,0,0.0570347505061749,0,-0.0240806334023239,0,0,0.293806891951652,0,0,0.20935055904789,0,0,0,0,0,0,0,0,0,0,0.0547486164160747,0.0104819562612583,0,0.0383944413340855,0,0,0,0,-0.0162489913441189,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.186119467936042,0.310152943748991,0,0,0,0,0,0,-0.0218224763141828,0.0539686454265112,0,0,0,0,0,0,0,0,0,0,0,0,0.298234117101731,0,0,0.101387922735106,0,0,-0.173680502696396,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0229775357763038,0,0,0.019946347399635,0,0,0.0302786161043251,-0.0611804386080218,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.224533860136954,0,0,0,0,0,0,0.0212429049516768,0,0,0,0,0.0874887469564677,0,0,0.140400324840396,0,0,0,0.17108794537568,0,0,0,0,0,0,0,0.00313197140413546,0,0,0,0,0,0,0,0,0,0,0.11205264837111,0,0,0,0.0322034485521839,0,0,0,-0.0187410258055706,0,0,0,0,0,0
X002304.SZ,0,0.301289246039899,0,0,0,0.163820705317268,0,0,0,0,0.0358798190157996,0,0,0,0,0,0,0,0,0,0,0,0,0.104027891726609,0,0,0,0,0,0.159365079662081,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0522106757117607,0,0,0,0,0,0.0105866406451621,0.0169645844821002,0,0,0,0,0,0
X000063.SZ,0.00347381588285607,0,0.0223876268714186,0,0,0,0,0,0,0,0,0,0,0,0.0738240427061732,8.67361737988404e-19,0.177253448442546,0,0,0,0,0,0.0214869000149613,0.146902921422258,0,0.259522363352925,0,0,0,0,0,0,0,0,0,0.0394355545401819,0,0,0.0303996803019214,0,0,0,0,0,0,0.0273680096296559,0,0,0,-0.00774117998981888,-0.00682384256027528,0,-0.0619776905760691,0,0,0,0
X000625.SZ,0,0.00845604713959564,0,0,0,0,0,0,0.0278113724856725,0,0.0646261034913359,0.132098259421725,0,0,0,0.118574208699639,0,0,-3.46944695195361e-18,0,0,0.0664329538383175,0,0.140793990543014,0,0,0,0,0.194035213215434,0,0.0343391974895652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0316693678006252,0,0,0,0,0,0.412907390787793,0,0,0,0,0,0,0,0,0.00506618420908986,0,0.00485880772569452,0,0,0,0,0,0,0,0.168005512934135,0.0894587990495996,0,0,0,0,0,0,0,0,0,0,0.102639355226161,0,0,0.0281530565447061,0,0,0,0,0,0.0103807759663423,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0437421463109151,0.121103952671093,0,0.131534640203662,0,0,0.0766258761879483,0,0,0,0,0.135288900960859,0,0,0,0,0,0,0.105405797063425,0.0161103884754674,0,0,0,0,0.0261531747978725,0,0,0,0.0184710854779447,0,0.227871578779985,0,0,0,0.0241843426478698,0,0,0,-0.0051602088389261,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.114325671454512,0,0,0,0,0,0.00992018404956949,0.0563321079683168,0,0.0711688690209615,0.383476162297741,0,0,0.204209214169979,0,0.089242205644461,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357033773722976,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411114983945402,0.225193995152471,0.0695366734889952,0.0678748715535768,0,0,0,0,0,0,0,0,0,0,0,0,0.0231428837701655,0,0,0,0,0.00765110469259762,0,0,0,0.0157079256869651,0,0,0,0.0331645545961433,0,0,0,0,2.16840434497101e-19,-0.0283418338065675,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.180162498767462,0,0,0,0,0,0,0,0.0720322420190696,0,0.0991790576984536,0,0.0177755926041914,0.182404660406838,0,0,0,0.0327602045094151,0,0,0,0,0,0.0439527913651325,0,0,0,0.201505681485916,0.0103359654807934,0,0,0,0,0,0,0,0,0,0,0,0,0.00727384592135335,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0.134456883022746,0,0,0,0.0967922805060197,0,0.0236955626378895,0,0.277550211771163,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0.106766764864291,0,0,0.00461788199565362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201041237411647,0,0,0.079252041512334,0,0,0,0,0,0,0.0312014650500313,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0.0115125968022804,0,0,0,0,0,0,0,0,0,0,0,0,0.259962474941763,0,0,0,0.181274028563604,0,0,0,0,0.137162216962141,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0.0828919616907385,0,0,0,0,0,0,0,0.0182601225350619,0,0,3.46944695195361e-18,0,0,0,0.030627380184683,0,0,0,0,0,0,0,0.155297967682671,0,0,0.0270381196799586,0,0,0,0,0,0,0,0,0,0,0,0,0.20272996925931,0,0,0.116519668879019,0,0,0,0,-0.00874398817066865,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976381419079014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177953580385265,0,0,0.0212102700197619,0,0,0,0,0,0.0717276078629587,0,0,0.0084667227352768,0.0072503106124661,0,0,0,0,0,-0.00809099719894018,0,0,0,0,0,0
X600066.SH,0,0.10391975271646,0,0,0,0,0.161725608377163,0.0508260661805395,0.0686868073121964,0.172230235521942,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.06102534571643,0,0,0,0,0,0,0,0.0565203375137896,0,0,0,0,0,0,0,0,0.0196944415657508,0,0.024742964002022,0,0,0,0,0,0,0.0362399682254011,-0.0706695468752691,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.0489192659721601,0,0,0,0.102353263638099,0,0,0,0,0.0262127007973271,0.318490616259417,0.0115180690245658,0,0.00791415473074288,0,0,0.191595420372162,0,0.0444649574609264,0,0,0,0,0.0412443691557696,0,0,0.0955063139322846,0,0,0,0.0476665020365916,0,0,0,0,0.0100098233222661,0,0,0,0,0,0,0,0,-0.0150896702702192,0.0512952778847717,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,-0.0115037782280899,0,0,0,0,0,0,0,0,0,0.299502651889742,0,0.202656462439635,0,0,0,0,0,0,0,0.019934464722455,0.169219913236975,0,0.089060496988152,0,0,0,0,0,0,0,0,0,0,0.0903728400201211,0,0,0,0,0,0,0,0,0.0254440467654544,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.10712176178484,0,0,0,0,0,0,0,0,0,0,-0.152921555116826,0,-0.065101113025392,0,0,0,0.194319967007712,0,0,0,0.266847362205696,0,0,0,0,0.102811946061824,0.183144333416704,0.193646624560791,0,0,0,0,0,0.0141925096034607,0,0,0,0,0,0,0.0248524193798369,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.0894002909859777,0,0.376394792428533,0,0.0769493424975343,0,0,0,0.215125582417335,0.122268193385353,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.105503361822986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00693102188509004,0,0,0,0,0,0,0
X000016.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0.322510717028384,0,0,0,-5.42101086242752e-20,0.0456473612649017,0.0960132757158467,0,0.0411362154941003,0,0.000351994760307308,0,0,0,0,0,0,0,0,0,0.00937212973912983,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0.0186173371542439,0.149175740987963,0,0,0,0,0,0,0,0,-0.0029099443875915,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0287070832809767,0.108339333974313,0,0,0.0695596317363716,0,0,0,0,0,0,0,0,0,0,0,0.640348503387824,0.0493609229113709,0,0,0,-0.236946131294707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406236270974935,0,0,0,0,0.0130066530450256,0,0.0256232846920219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053154849990707,0,0,0,0,0,0,0,0,0,0.0364097063281055,0,0,0,0.120754590654602,0.0280859959640669,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0.0942201413701495,0,0.243802866657104,0,0,0,0,0,0,0,0,0.112403417777218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707472760509748,0.234693294197016,0,0,0,0,0,0,0,-0.0929433728819983,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0174148358681809,0,0,0,0,0.041754180601823,0,0,0,0.193856980814266,0,0.0749189432061446,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116956621422002,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0.113592498710574,0,0,0.2684085989029,0.0042489548823412,0.115935423388854,0,0,0,0,0,0,0,0,0,0,0,0.00795683298482792,0,0,0.0617039779315834,0,0,0,0,0.0276830846159884,0.0304907677152247,0,0,0,0,0,0.00823960188570677,0,0,0,0,0,0,0,0,0,-0.00645541293564557,0,0,0,0,0,0
X600839.SH,0,-0.073611209324324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18127181940809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0454683895074015,0.0888341687350958,0,0,0,0,0,0,0,0.0199376328399779,0,0.00423079279661422,0,0,0,-0.0187111527850407,0,0,0,0,0,0
X000066.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.114174239486774,0,0,0,0.049415563555474,0.00416258724023104,0,0,0,0,0,0.05081070770247,0,0,0,0.0159404153191207,0,0,0,-0.00198004747186977,0,0,0,0,0,0,0,0,0,0,0,-0.00322695553802135,0,0,0,0,0,-0.0433606084530977,0,0,0,0,0,0,0
X002294.SZ,0,0,0,0,0,0,0,0.0176813523765881,0,0.27446737019316,0,0.169183181861607,0,0.114114062029175,0,0.147703127289353,0,0,0,0,0.0102198279072325,0,0,0.0222500250445491,0,0,0.0568622806601345,0,0,0,0,0,0,0,0.0193354709112152,0,0,0,0,0,0.021593046244097,0,0,0,0,0,0,0,0,-0.0187156135342958,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0.0944829815770376,0,0,0.34190624431517,0,0,0,0,0,0,0,0,0,0,0,0.0398817998361555,0,0,0,0,0,0,0,-1.35525271560688e-20,0,0,0,0,0,0,0,0,0.122507303337008,0,0,0,0,0,0,0,0,-0.0256695434251379,0,0,0,0,0,0,0
