,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X002292.SZ,X600741.SH,X600066.SH,X002506.SZ,X600031.SH,X600118.SH,X002236.SZ,X002049.SZ,X002475.SZ,X600372.SH,X000157.SZ,X000559.SZ,X002465.SZ,X000568.SZ,X300124.SZ,X000338.SZ,X600089.SH,X600867.SH,X002294.SZ,X601877.SH,X002007.SZ,X600177.SH,X300003.SZ,X002456.SZ,X002180.SZ,X002074.SZ,X000050.SZ,X002085.SZ,X600498.SH,X002008.SZ,X600582.SH,X002129.SZ,X000869.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0286754915496832,0,0,0,0,0,0,0.103910446578419,0,0.277772329489078,0,0.0105971437862006,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00890734848295361,0,0.000702167360580316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.278851462861799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154925805331293,0,0.00321327280794413,0,0,0,0.0762440784456596,0,0,0.00277188539687034,0,0,0,0,0,0,0,0,0,-0.013296797102083,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0791701990330997,0.122282323131953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302993740384364,0,0.0248356003497278,0,0.268762822078325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.118313248356047,0,0,0,0,0,0,0,0,0,0,0.388281721297928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590003432426884,0,0,0,0,0,0,-8.67361737988404e-19,0,0.0783348717234156,0,0,0,0.0313042481536087,0,0.0245475798530861,0,0,0,0.149520420817017,0,0,-0.0104878341581774,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.169807949178946,0,0,0,0,0,0,0,0,0.0643228260725595,0,0,0.0707888043799039,0,0,0,0.0646486288260694,0.0578132400527135,0,0,0,0,0,0,0,0,0,0.113520020714984,0,0.0845875301778946,0,0,0,0,0,0,0,0.0741624461096651,0,0.0513201213719871,0,0,-0.0366265944143675,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878599024448939,0,0,0.102285189514566,0,0,0,0,0,0,0,0.00679377454702582,0,0,0,0,0,0,0,0.039311156238548,0,0,0,8.67361737988404e-19,0,0,0.0756748944720792,0.0442886514704482,0.027508814000773,-4.33680868994202e-19,0,0,0.0606824098432813,0,0,0,-0.000381307371004047,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522062087335233,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593910410211309,0,0,0,0.40583958351141,0,0.0598048512336623,0,0.108519841280301,0,0,0.030987120087078,0,0,0,0,-4.33680868994202e-19,0.0109955791776932,0,0,0,0,0,-0.0399436012256834,0,0,0,0,0,0
X600276.SH,0,0,0.0674671188273311,0,0,0,0,0,0,0,0,0.0664299993505761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383747848931499,0,0,0,0.0492823056956887,0,0.0272059120969088,0,0,0.00709361865591608,0,0.0555765334444423,0.04117624308326,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.164256673545948,0,0,0,0,0,0,0,0,0,0.116072831652392,0,0,0,0,0,0,0,0,0,0,0,0,0.217820603596568,0,0,0,0,0,0,0,0,0.0951705016875561,0,0,0.0516256949010699,0,0,0.0733335270331808,0,0,0,0,0,0,0,0,0,-0.00910471777228897,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00350868452047511,0.00969809084757487,0,0,0,0,0,0,0,0,0,0,0.293907867815526,0,0,0.0222404093494327,0,0,0.0300059890056548,0,0,0,0.0946532656670563,0,0,0.0605210696968689,0.112207634504126,0.041311268846307,0.0441300983846333,0,0,0.0957450751472643,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.0424539012648088,0,-0.0216986393052918,-0.0140975623341984,0,0,0.129662727748904,0.285063723647652,0,0,0,0,0,0,0,0,0,-0.178459596862757,0,0,0,-0.0962513571557089,-0.196883438785469,-0.280039368825327,0,0,0,0.157621934080949,0,0,0,0,0,0,0,-0.0866032489961369,0,0,-0.0411989126944464,-0.135813450533369,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0306604401479987,0,0.0451749838092297,0,0,0,0,0,0.139016130394043,0,0,0,0,0,0,0,0.0313962714008192,0,0.172600777945614,0,0.0880045248505937,0,0.0383145526542859,0.0693798335137092,0.061430878158056,0.102608547710299,0.00796964472356945,0.0210979347611388,0,0,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.0822053860061312,0,0,0,0,4.33680868994202e-19,0,0,0,0.0453170259608849,0,0,0,0,0,0,0,0.0408399158141129,0,0,0,0,0,0.210201569284949,0,0,0,0,0,0.119760681926676,0,0,0,0,0,0,0,0.142866899074744,0,0,0,0,-0.043123378019439,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0.246107103220814,0,0,0,0,0,0,0,0,0,0,0,0.0872336553174561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061549816489132,0,0,0,0,0.122498504980575,0.218235805662238,0,0.113092004102595,0,0,0,-0.0298525692671325,0.0194649553150664,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153925552434735,0,0,0,0,0,0.154259974210429,0,0.233738810499988,0,0,0,0,0,0,0,0,0,0,0,0.26779863872318,0,0.0035698462256363,0.383795949416957,-0.205237148822736,-0.195706447774281,0,0,0,0,0,-0.351384882767873,0,-0.089631081822516,0,0,0,0,0,0
X600741.SH,0,0,0,0.29062644032822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199771787929937,0,0,0,0,0.104953756402816,0.0131190451625233,0,0,0,0,0,0,0,0,-0.00378292936061874,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0.202241421570543,0,0.158931958804326,0,0,0,-0.00796420856877282,0,0,0,0,0.00886148246122883,0,-0.0329238636035592,0,0,0.115706143830525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0794034212640243,0.0317998217688604,0,0,0,0,0.149341583877357,0.144551747692566,0,-0.00462721801648529,0,0,-0.021045455601256,0,0,0,0
X002506.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124658891720744,0,0,0,0,0.00538467094766808,0,0,0,0,0,0,0,0,0,0,0.183058038621975,0,0,0,0,0,0,0.136350190835785,0.165203952447081,0,0,0,0.0618515007095283,0,0.198834493284653,0.00939596906745496,0,0,0,0.0416131258421033,0,0,0,0,0,0,0
X600031.SH,0,0,0.0820727179654415,0,0,0,0,0,0,0,0.00759747361495662,0,0,0,0,0,0,0,0,0.0702941731945212,0,0,0,0,0.213764414535359,0,0,0,0,0.12826202876481,0.338750557587192,0,0,0,0,0.0945355520500098,0,0,0.0117685560105579,0,0,0,0,0,0,0,0,0,0,0,-0.015360656923647,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130996169396083,0,0,0,0,0,0,0,0,0.19033385338199,0,0.10812390224295,0,0,0,0,0,0,0,0.020166374476938,0,0,0,0.221398933711085,0.00368880303009322,0,0,0.0496955763353864,0.0174772771821417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169211271850273,0,0.14183539059139,0,0,0.169823818484177,0.10347913661698,0,0.0775992626318776,0.228823402202592,0,0,0,0,0,0,0,-0.043115426281888,0,0.0582039002932712,0,0,0,0
X002049.SZ,0,0,0,0,0.0492134547853092,0,0,0,0.0986620935368363,0,0,0,0,0.0401581516309545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.259790380756217,0,-0.281392767938192,0,0,0,0.0993930315452487,-0.01214979897006,-0.0296614298161544,0,0,0,0.326383578378035,0,0,0,-0.103956624665641,0.196007868050176,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140874895203535,0.0859100557121893,0,0,0,0,0,0,0.1698670061955,0.0489372372905042,0,0,0,0.190302470004746,0,0,0.0174223362675226,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168201876748678,0,0,0.126578503379692,0,0.507071507787684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0349444386716004,0,0.0744644009963872,0,0,0,0,0,0.124628731333882,0,0.0144059959324849,0.0241276230450816,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0209454296839062,0,0.161893320432157,0.000246378293468434,0.42199944782975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129410353897797,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.194278331283409,0,0,0,0,-0.0223910227817943,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169145174847531,0,0,0.0931810451842269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102523380359914,0,0.0879139019619402,0,0.000416754400414472,0.142151962022725,0,0.117089833156071,0.00775997664729193,0,0,0,0,0,0.117581501812448,0,0,0.0203427621645528,0,0,0,0,0,0
X002465.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0273365612916156,0,0,0.107574580060681,0,0,0,0,0,0.107956690897044,0.161985888356403,0,0,0,0,0,0,0,0,0,0,0,0.0262037834968262,0,0,0,0.0762874006604725,0,-0.411876009792678,0.138731812856165,0,0,0,0,-0.0603445662998765,0,0,0,-0.124237436059018,0,0,0,0,0,-0.00316031009169455,0
