,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X000100.SZ,X600809.SH,X300003.SZ,X600183.SH,X002241.SZ,X300014.SZ,X000596.SZ,X002007.SZ,X002371.SZ,X002236.SZ,X601877.SH,X000977.SZ,X000625.SZ,X300124.SZ,X000157.SZ,X300142.SZ,X002463.SZ,X002456.SZ,X002129.SZ,X002414.SZ,X300136.SZ,X600271.SH,X002179.SZ,X600118.SH,X000066.SZ,X600498.SH,X002180.SZ,X600584.SH,X002008.SZ,X600487.SH,X002223.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.10216775554613,0,0,0,0,0.244772601371186,0,0,0,0,0,0,0.207926759714173,0.112188271431332,-0.152397678850944,0,0.0697899094056829,0.0549397138940496,0,0,-0.129402683919791,0,0,0,0,0,0.181244383358997,0,0,0.104612372207901,-0.0198943123265073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0321016746488724,0,0,0,-0.0662951395863197,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0168936373457272,0,0.578486010116603,0,0,0,0,0,0,0,0,0,0.0340405281259466,0,0,0,0,0,0,0.0537629977633369,0,0,0,0,0,0,0,0.0100612206733072,0.0010006539432897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.185443044553747,0,0,0,0,0,0,0,-0.00534573908602151,0,0,0,0,0,0,0.0926910263031774,0,0,-0.0093490514307154,0.221977515525079,0.0527947927734706,0,0.0906788799490924,0,0,0.0747909217096519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297715287578711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0509593795499988,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.00531833387079322,0,0.0124135849719684,0.104928424272029,0,-3.46944695195361e-18,0.244999742973383,0,0,0,0,0,0,0,0,0,0,0,0,0.00906748533890318,0,0,0.0263909995210777,0,0,0,0,0,0.0292800253129671,0,0,0,0,0,0,0.00429667165513673,0.0168549874055801,0,0,0,-0.0111527047720203,0,0,0,0,0,0,0,0.00248351960063543,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608216325643117,0,0,0.0801819547725243,0,0,0.155114463131178,0,0,0.201862333535469,0,0,0,0,0,0,0,0,0,0,0,0.0441662466866038,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0101373526366407,0,0,0,0.0246120362520508,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.210929399849726,0,0.0403605965604937,0.184277995252787,0,0,0,0,0.0401875630579836,0,0,0,0,0,0,0,0,0,0,0.17705737989692,0,0,0,0.00989770762897049,0,0,0,0,0,0,0,0.00923177506404421,0.0556770843027738,0,0,0,0,-0.0413670814570212,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0209398847208298,0,0,0,0,0,0,0,0,0,0,0,0,0.0964349003284744,0,0,0.0505619288958074,0,0,0,0.178222350856202,0,0,0,0,0,0.227931445233364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118351018985551,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.11958622284299,0,0,0,0.0216991449569558,0,0,0,0,0,0,0.0939746012142119,0,0,0,0,0,0,0.359756010344028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162002281071408,0,0,0,0,0,0,0,0.121322035604902,0,0.0794618030764153,0,0,0,0.0100631431002631,0,0,0,0.0270561578565031,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0974914720622634,0,0,0,0,0,0,0.0327165436806938,0,0.433207869171272,0,0,0,0,0.0200298943090302,0.00258469977726073,0,0,0,0,0,0,0,0,0,0,0.0355271112725252,0,0,0.122333721685715,0,0,0,0,0.0807146501755164,0.00835353494435028,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.115948027775727,0,0,0,0,0.000982183757298181,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0558050679220072,0,0,0,0,0,0,0,0,0,0,0.00911181184239995,0,0,0,0,0,0,0.115200323406383,0,0.157993049445163,0,0,0.259989063743865,-0.00283404474687491,0,0,0,0,0,0,0,0.0502061418454353,0,0
