,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002304.SZ,X000063.SZ,X002475.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600183.SH,X000596.SZ,X600703.SH,X002236.SZ,X000100.SZ,X002241.SZ,X601877.SH,X300003.SZ,X002007.SZ,X002463.SZ,X000157.SZ,X300142.SZ,X600271.SH,X002179.SZ,X300124.SZ,X000625.SZ,X002008.SZ,X600867.SH,X000066.SZ,X300014.SZ,X300136.SZ,X002049.SZ,X600498.SH,X002129.SZ,X000977.SZ,X002506.SZ,X600066.SH,X600177.SH,X002371.SZ,X300146.SZ,X600487.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.440625878526473,0,0,0.02908785451494,0,0,0,0,0.159899411283511,0,0.0389215342792944,0,0,0,-0.126591591069419,0.0242637630474151,8.67361737988404e-19,0,0,0.0343938383396273,0.0319545406598822,0,0,0,0,0.0203833262578965,-0.0531722666939665,0,0,0.00710635964399441,0,0,0,0.0126640531390847,0,0,0,0,0,0,0,0,0.0346881595163745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.0377044352601608,0,0.296180528164701,0,0,0,0,0.376296386463295,0,0,0.0931678188058948,0,0,0,0.00557692217887684,0,0,0,-0.106376012987597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676740332399353,0,0,0,0,0.0734660329462082,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.00297877499145499,0,0,0,0,0,0,0,0,0.145908359271218,0,0.17379280489996,0,0,0,0.0932069957822975,-2.16840434497101e-19,0.101449826118834,0,0,0,0,0,-0.000418269729780414,0,0,0,-0.0152373117724867,0.0273261246675066,0,0,0,0,0,0,0.0999178748137858,-0.0244193894358643,0,0,0.00904340916465875,0,0,0,0,0,0,0,0,0,0,0.160407148905483,0,-0.01940717175565,0,0,0,0.0188694372436319,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.000248316465780375,0,0,0,0,0,0,0,0.110151255009689,0,0,0,0,0,0,0,0,0,0.0667240588234485,0,0,0,0,0,0,0,0,0.0241265022320721,0.0917623236604139,0,0,0,0,0,0,0,0.0278997523562306,0,0.0237910593726536,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.00165906533212932,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0611126937750684,0.0818526468522032,0,0,0.198623211205377,0,0,0,0,0,0,0,0,0.194159687191639,0,0.121132606327191,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0.042425162010077,0,0.0341063365812193,0.00942813497918127,0,0,0,0,0,0,0,0,0,0.0033790350526012,0,0,0,-0.0310082968672528,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683860384392582,0.178950251689993,0,0,-0.0743382055173038,0,0,0,0,0,0.0783682432035747,-0.00559728326501944,0,0.0110861895651751,0,0,0,0,0,0.138489647461845,0.0605006424415894,-0.0294073619248196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00732427469267064,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0418393162026853,0,0,0,0,0,0,0,-0.0236594113658232,-0.0867784116282875,0,0,0,0,0,0,0.0104427568122771,0,0,0,0,-0.0192143684997382,0,-0.0359226408512119,0,0,0,0,0.187451352096791,0,0
X002304.SZ,0,0,0.0947930234871725,0,0,0,0.136683532659009,0,0,0,0.15868313574845,0.21449846735932,0,0,0,0.108500305578397,0,0,0,0,0,0,0,0.0101211432492111,0,0,0,0,0,0,0,0,0,0,0,0.0862138347433744,-0.00621200027822243,0,0,0,0,-0.0366061846297639,0,0,0,0,0,0,0,0,0,-0.000585415626687183,0.0056458286025246,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.296267094072258,0,0,0,0,0,0,0,0,0,0,0,0.230308567531058,0,0,0,0.0431581612749051,0,0,0.094820863894831,0,0,0,0.0290759282527103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0781809066201343,0,0.013611101290412,0,0.0132122399111618,0.00387977216072829,0,0,0,-0.0189860211236245,0,0
X002475.SZ,0,0.155860782643316,0,0,0.109310297318702,0,0,0,0.0250937199928116,0,0.0673502418023862,0,0.13671959923941,0,0,0,0,0.224476798393866,0,0,0,0.130405674741989,0.111251055487816,0,0,0,0,0,0,0,0,0,0,0,0.105563525741233,0,0,0,0.0641602557056394,0,0,0,0,0,0,0,0,0,0,0,0,0.00475021961617739,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0223476391784656,0,0,0,0,0,0,0,0,0,0,0,0.0461630798285065,0,0.0309574015403185,0.0419185029386129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117734069703891,0,0,0,0,-0.0360660357337698,0,0,0,0,0,0.28056769525095,0,-0.0278184302597638,0.0624563446097534,0,0,0,-0.013869657875144,0,0
X000568.SZ,0,0.605072286626806,0,0,0,0,0,0.188929382024325,0,0,0,0,0.148190267092076,0,0,0,0,0.0910876277935627,0,0.0960507970768446,-0.0602754652133856,0,0,-0.0449605166970157,0,0,0,-0.0335892809170775,0,0,0,0,-0.0605838068295387,-0.0231672064340413,0,0,0,0.0346664542160499,-0.0847199693022484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115714751420487,0,0
X600031.SH,0,0,0,0,0.00744106235072121,0,0,0,0,0.0771107182745769,0,0,0,0,0.0814211794323476,0,0,0.0679013133612906,0,0,0,0,0,-0.0358276670848204,0,0,0,0.0266509706643095,0.144865126314958,0,0,-1.73472347597681e-18,0,0,0,-0.0481033624348781,0,0,0,0,0,0,0.0702192840765048,0,0,0,0,0,0,0,0,0,0.0271816805376233,0,0,0,-0.0264214709961,0,0
X600690.SH,0,0,0,0,0.0137551738601417,0,0,0.100869652117042,0.109585287625456,0,0,0,0,0,0,0.0191021005014157,0,0,0,0,0,0.00638537825326558,0,0,0,0.056734678943159,0,0,0,0,0.147502661628025,0.0472620737075638,0,0,0.0169329142720331,0,0,0.0102705749636678,0,0,0,-0.132708188650764,3.46944695195361e-18,0,0,0,0,0,0,0.000964111547306784,0,0,0,0,0,0,0.0180849037647753,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00820416070378225,0,0,0,0,0.148206079420939,0,0,0,0,0,0,0,0,0.0524515319981343,0,0,0.131002517342024,0.342355243151279,0,0,0,0,-0.00265251327937839,0.017784215906029,0,0,0.10547061887099,0,0,0,0,0.1070487351105,0,0,0,0,0,0,-0.00746496671458764,0,0,0,0,0,0,0
X600741.SH,0,0,0.241313649050261,0,0,0.437371714674429,0,0,0,0.124831828176524,0,0,0.111690098874771,0,0,0,0,0.0430947722121634,0,0.0990631235277638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217303379590665,0,0,0,0,0,0,0,-0.0965865380491085,0,0,0,0,0,0,0,0,-0.0085420813158738,0,0
X600809.SH,0,0.330196951111671,0,0,-0.0263243341442346,0,0,0,0,0,0,0.0147128329498515,0,0,0,0,0,0,0,0.114690544644327,0.0666022285563499,0,0,0,-0.0440407103499818,0,0,0,0,0,0,0.0332035695593266,0,0,8.67361737988404e-19,0,0.0521424370824115,0,0,0,0,-0.0126900660689875,0,0,0,0,0,0.0161845882260353,0,0,0,-0.0154962650038334,0,0,0,0,0.0989656632802243,0,0
X000661.SZ,0,0,0.167218984269089,0,0.20408213813914,0,0,0.167520994556805,0.0735414239920831,-3.46944695195361e-18,0,0.0238744265938894,0,0,0,0,0,0,0,0,0,0,0,-0.0446050112056775,0,0,0.156998523630541,0,0,0,0,0.00326519389974209,0,0,0,-0.035812399869716,0,0.0353503273850671,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398975395868665,0,0,0,0,-0.118675755299989,0,0
X600183.SH,0,0,0,0,0,0,-0.128282412513842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15105776210288,0,0,0.387062183355136,0,0,0,0,0,0,0,0.00915952314055623,0,0,0,0,0,0,0,0,0,0,0.0108603855600093,0,0.0472580146804794,0,0,0,0,0,0,0,0.000915541783455557,0,0,0,0,0,0
X000596.SZ,0,0.121862807163052,0,0,0,0,0,0.305391062430884,0,0,0,0.229269080036577,0,0,0,0,0,0.0284943768656742,0.0311828651633861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.165232891619873,0,0.0183866854827714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186797903223704,0,-8.67361737988404e-19,0.0500329059052148,0,0,0,-0.00561922312813777,0,0
X600703.SH,0,0,-0.119601032756299,0,0,0,0,0,0,0,0,0,-0.0626208863518982,0,0,0,0,0,0,0,0,0.0268315462415621,0,0,0,0,0,0,-0.195181995169042,0,0,0,0,0,0.029218869131076,0,0,0,0.0330961823402501,0.283394458378239,0,0,0,0,0,0,0,0,0.403709182908463,0.515403777847894,0,0,0.0611638543618728,0,0,0,-0.112414664467178,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0.20265866731416,0.0814405702636372,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316341514508251,0,0,0,0,0,0,0,0,0,0.0794720971975204,0,0,0.0547335018556821,0.0830962446203773,0,0,0,-0.0635927488577266,0,0,0,0,0,0,0,0.190589770653344,0,-0.00432332833546533,0,0,0,0,-0.0104550145962523,0,0
