,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000063.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600690.SH,X600031.SH,X600276.SH,X600118.SH,X600271.SH,X000100.SZ,X600372.SH,X000157.SZ,X600703.SH,X000338.SZ,X600089.SH,X002129.SZ,X002241.SZ,X000559.SZ,X600741.SH,X300124.SZ,X600177.SH,X600839.SH,X600066.SH,X002456.SZ,X600582.SH,X002236.SZ,X002292.SZ,X002465.SZ,X600198.SH,X600435.SH,X000977.SZ,X000800.SZ,X600060.SH,X002475.SZ,X000050.SZ,X600498.SH,X002276.SZ,X601877.SH,X000581.SZ,X000568.SZ,X300003.SZ,X000623.SZ,X002008.SZ,X002294.SZ,X600166.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0488600063062537,0,0,0,0,0,0,0,0,0,0,0,0,0.0244223599742961,0.037329863785909,0,0,0,0,0,0,0,0,0.0294702143335184,0.04738526475179,0,0.0610565553850217,0,0,0,0,0,0,0,0,0,0,0,0,0.0738960395225611,0,0,0.220910839188113,0,0,0,0,0,0,0,0.00947352042522969,0,0,0,0,0,0
X600104.SH,0,0,0.0428800215861979,0,0,0.00768785046451335,0,0,0,0,0,0,0,0,0,0.0619822263335409,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256688842525749,0,0.064968169275321,0,0,0,0,0,0,0,0,0,0.014652976101787,0.00865829130096961,0,0,0.314259094862325,0,0.0917639826012356,0,0,0,0,-0.00553944049668806,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0527929276111785,0,0,0,0.0127456780732513,0,0.0103628028604813,0,0,0,0.0125210049670793,0,0,0,0,0,0,0,0,0,0,0,0.0487808552491148,0,0,0.0127133669628403,0,0,0,0,0,0,0,0,0.0995638590918161,0,0,0,0,0,0,0.0423433996772231,0,0.0283241146339284,0,0,0,0,0,0.011306891359853,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449033891749084,0,0,0,0,0,0.0730168330805698,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0268031252420432,0.0144560346608952,0,0.112201710128452,0,0,0.0515915580514709,0,0,0,0,0.0965820821402879,0.117823069072273,0,0,0,0,0,0,0,0,0,-0.0273401258137601,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0892461143076781,0,0,0,0,0.122165285919732,0,0.156305606761666,0,0,0,0,0,0,0.0557587845346059,0,0,0.22458541930717,0,0,0,0,0,0,0,0,0,0,0.200094833073898,0,0.078334830143898,0,0,0.117215513622342,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0314806596167962,0.0766809848386749,0,0,0,0,0.259178706921724,0,0,0.0109553803434948,0,0,0,0.0158879593451511,0,0,0,0,0,0,0,0,0.103512337285689,0,-1.73472347597681e-18,0,0,0.152777138941211,0,0,0,0.0970216019895198,0,0,0,0.0586434202287236,0,0,-0.00280785521189186,0.00406792360061313,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0779599470014614,0,0,0,0,0,0,0,0.0537395397010431,0,0,0.0766942092771904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25099705206846,0,0,0,0,0,0,0,0.00325415623551135,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.00833129122566465,0,0,0,0,0,0,0,0,0,0.00277082577894106,0,0,0,0,0,0,0,0,0,0,0.0146160730717695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477674564155728,0,0,0,0,0,0,0,0,0,-0.030560750046636,0.0385703664758983,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.0206994551191574,0,0,0,0,0.0685779804033026,0,0.0780560393789412,0,0,0,0,0,0,0,0,0,0,0,0.0148600397018048,0.0198683904358465,0,0,0,0,0.120761619988144,0,0,0,0,0.0357577141292883,0,0.0835548507170791,0,0,0,0.0212980762899539,0,0.088979906069008,0,0,0,-0.000475347606937046,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344263942039053,0,0,0,0,0.048435410357451,0,0,0,0.0504420182497099,0,0,0,0.0801844392066824,0,0,0,0,0,0,0,0,0,0,0.0678241855309319,0,0,0.0231873320609658,0.085541660773481,0,0.0456924578147435,0,0,0,0,0,0,0,0.00217933146025305,0.00208453644814081,0,0,0,0,0,0
X600031.SH,0,0,-0.0180858054045019,0,0,0,0,0,0.040871927878893,0,0,0,0,0,0,0.207923292975242,0.00886173854408579,0.110186166739512,0.0268145288840528,0.186614918349383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121967347044123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634312561503887,0.0153801935029717,0,0,0,0,0,0
X600276.SH,0,0,0,0.176269230434413,0,0.0218583598244803,0,0,0,0,0,0,0,0,0,0.0256314588828128,0,0,0,0,0,0.087796724777387,0,0,0,0,-2.16840434497101e-19,0,0,0.101079793525689,0,0,0,0,0,0.00727375353702208,0,0.140976685068368,0,0,0,0.0699845440936539,0,0,0,0,0,0,0,0,0,-0.00241514685611571,0.0228642202837401,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.149711697054793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759279928109516,0,0.118139791558338,0,0,0.0333222686776502,0,-0.0100430801803845,0,0,0.239438619060758,0,0,0,0,0.203983786736736,0,0,0,0,0,0.248125946578808,0,0,-0.0727900409507814,0.0809613243097298,0,0,0.0027460465414068,0,0,0,0,0,0
X600271.SH,0,0,0,0.0315534518753956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.200235610593051,0,0.137625860634806,0.161817916364885,0,0.04264056698497,0,0,0,0,0,0.0208923478656331,0,0,0,0,0.10929941159513,0,0,0,0,-0.0115797651208896,-0.0225661898716657,0,0,0,0,0,0
X000100.SZ,0,0,0.0517252016180346,0,0.111049611826604,0.179887748379309,0,0,0,0,0,0,0,0,0,0,0.103964294846591,0,0,0,0,0,0,0,0,0,0.075688072253046,0,0,0,0,0,0,0,0,0,0.0819719930516252,0.0956759692399807,0,0,0,0,0,0,0,0,0.0149683865152847,0,0,0,0,0.00483698581440174,0.0103039611744762,0,0,0,0,0,0
X600372.SH,0,0.414597905311824,0,0,0.0209994296586756,0,0,0,0,0,0,0,0.0228142654497582,0.0301339758377307,0,0,0,0.0233698311639738,0,0.0962781465812312,0,0,0,0,0.0343980551021882,0,0.0069135550226671,0,0,0,0.141552798839877,0,0.068746145022864,0,0.176638880996639,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.00212506060339417,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0.0426545060404439,0,0,0,0,0,0.511485623077834,0,0,0,0,0,0,0,0,0.17594522736541,0,0,0,0,0,0,0,0,0.0837200333662382,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.00943389927527607,0,0,0,0,0,0,0,0,0,0,0.0268755666724111,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0.15957883825192,0,0.104956490480706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106803090891065,0,0,0.164694192698949,0,0,0,-1.73472347597681e-18,0.00340439694718585,0.109809340664983,0,0,0,0.0796026202105119,0,0,0,0,0,0,0,0,0,0,0,-0.00557772987013429,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24198858316174,0,0,0.0455601864295971,0,0,0.0206810674355443,0,0,0,-8.67361737988404e-19,0,0,0.0685210914709363,0,0,0,0,0,0,0,0,0,0,0,0.0492856982541305,0,4.33680868994202e-19,0,0,0,0,0.143850938104489,0,0,0.000326696764391635,0.00562720989313632,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0.217243147737597,0,0,0,0,0.10224152897034,0,0,0,0,0.0968112249059737,6.93889390390723e-18,0,0,0,0,0,0,0.0161965459264154,0,0,0,0,0.0387042859075297,0.152281986074725,0,0,0,0,0,0,0,0,0,0,0,0.0408415485306102,0,0,0,0,0,0,0,0,0,-0.0133995363378211,-0.00501710405518801,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172265481637783,0,0,0.286804864264922,0,0,0,0,0,0,0,0,0,0.0146889149849187,0,0,0,0,0,0,0,0,0,0,0,0.163922037628281,0,0,0,-0.0534113156671168,-0.039670716755125,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0638896830054019,0,0,0,0,0.140959016140265,0,0,0.071563958232533,0,0,0,0,0,0.0510015213293112,0.21691474452753,0,0,0,0.00799902336380226,0,0,0.118373530053345,0,0,0.0179362124199408,0,0,0,0,0,0,0,0,0,0.0692651984732563,-0.0250014145397209,-0.0336951412177182,0,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0.071214790801591,0.0438711897764193,0.0282696706248182,0,0.130299757969095,0.111354666653113,0,0.0900779277659347,0,0.0831958176431483,0,0,0,0.146843706374096,0,0,0,0,0,0,0,0,0,0.000494297953184506,0.00177082869114457,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.186991694721739,0,0,0,0,0,0,0.0150924836910075,0.0940340243428539,0,0,0,0,0.0758038500747317,0,0,0,0.00463223143786877,0,0,0,0,0,0.0863381697913577,0.27979874534442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00934772723183363,0.0240846874741137,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0425237521762999,-0.0317901545987925,0,0,0,0.0391263570371197,0,0,0,0,0,0,0,-0.00304093512847737,0,0,0,0.164984440127317,0,0,0,0,0.116648227240897,0,0,0,0,0,0,0,0,0,0,0.274800052927025,0,0,0,0,0,-0.0158734803501308,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126109679700443,0,0,0,0,0,0,0,0,0,0.142730603862428,0,0,0,0,0.0624919838074952,0,0,0.250812782003023,0.0266932267986218,0,0,0,0,0,0,0,0,0,-0.00986652898201512,0,0,0,0,0,0,0
