,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X600690.SH,X000725.SZ,X000568.SZ,X600741.SH,X600703.SH,X000338.SZ,X002475.SZ,X600031.SH,X002236.SZ,X000063.SZ,X300003.SZ,X300124.SZ,X002008.SZ,X600809.SH,X600867.SH,X601877.SH,X600066.SH,X600271.SH,X000596.SZ,X002456.SZ,X000625.SZ,X002294.SZ,X600487.SH,X600566.SH,X000100.SZ,X000661.SZ,X002508.SZ,X002241.SZ,X300142.SZ,X000157.SZ,X000981.SZ,X002179.SZ,X002007.SZ,X000050.SZ,X300136.SZ,X002180.SZ,X600177.SH,X000869.SZ,X002038.SZ,X600522.SH,X600498.SH,X600707.SH,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.177281115073367,0,0.0478137257323038,0,0.203257094685207,0,0,0,0,0.0014569809603351,0,0,0,0,0,0,0,0.193943761667837,0,0,0,0,0,0,0,0,0.013458606511018,0.0930487239344422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735808210652323,0,0,0,-0.0134516391486101,-0.0160717029523393,0,0,0,0,0,0
X600104.SH,0,0,0.0861442188886207,0,0,0,0.0145930369129359,0.0575841083561868,0,0,0.221550978068513,0,0,0,0,0,0.0121124810132591,0,0.0100216392530433,0.0523817530082445,0,-0.118558810184189,0,0,0,0,0,0,8.67361737988404e-19,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.23449939116932,0,0,0,0,-0.0505325476780384,0,0,0,0,0,0,-0.0222377205843076,0,0,-0.0553987316445766,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.120409241742702,0,0,0,0,0,0,0,0,0.224631676901803,-0.0205745920857916,0,0,0,0,0,0,0,0,0,0,0,0.0306039458260533,0.10273983374225,0.238275911460528,0,0,0.175776371247314,0.130530055599767,0,0,-0.0248940890218107,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00606913143071025,-0.0245293382619359,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.217581032031495,0.110216628463198,0.188631709836887,0,0,0.0854419868596862,0,0,0,0,0.108262331990315,0,0,0,0,0.114835140991959,0,0,0,0,0,0,0,-0.0175730710246875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00404233620004434,0,0,0,0,0,-0.00358001043121375,-0.01553578862345,0,0,0,0,0,0
X600276.SH,0,0,0,0.0299897968704057,0,-4.33680868994202e-19,-3.46944695195361e-18,0,0,0.179763344070178,0,0,0,0,0,0,0,0.122488987112984,0,0,0,0,0,0,-0.0876132046601678,-0.00776368476316654,0,0,0.188259574499334,0,0.249581253844389,0,0.138449860135958,0,0,0,0,0,0,0,0,0,0,0,0,0.0239040682254745,0,0,0,0,0,-0.0502535887096123,-0.0015783941775784,0,0,0,0,0,0
X000651.SZ,0,0,0,0.734171784816984,0,0,0,0.248962710003156,0,0,0,0.0142398135860998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222787510553929,0,0,0,0,0,0,0.00933766436521386,0,-0.0291537147142136,0,0,0,0,0,0,-0.123224548317801,0,0,0,0,0,0,0,0,-0.0449815014343773,0.0553108148636214,0,0,0,0,0,0
X002304.SZ,0,0,0.152123017897701,0.242610511911266,0,0,0,0.108540532978634,0,0,0.0650401655892216,0,0,0,0,0,0,0,0.0755294921722165,0,0.04289184484402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0752541203157188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288327197386674,-0.0349487622203923,0,0,0,0,0,0
X600690.SH,0,0,0,0.430220873590985,0,0,0.0210325592596998,0,0,0,0.119293496503432,0,0,0,0,0,0,0,0,0,0.0986896373938524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138505072555285,0,0,0,-0.0228557133226823,-0.0224745013371042,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0785976331374195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241401460981154,0,0,0.0819759789165543,0,0,0,0.236989153090036,-0.198119341501657,0,0,0,0,0.081004136103991,0,0,0,0.0238337742063845,0.0521347805713684,0,0,0,0,0,0
X000568.SZ,0,0,0,0.107921183952841,0.176102780682757,0.0937676895437156,0.138475658520638,0.0810216158259907,0,0,0,0.00375360848320834,0.0871033003234937,0,0,0,0.00713703448639206,0,0,0,0,0,0,0,0,0.222599333094532,0,0,0,0,0,0,0,0,0,-0.1420819594259,0,0,0,0,0,0,0,0,0,0,0,0.114410725824696,0,0,0,2.16840434497101e-19,-0.0175020103419736,0,0,0,0,0,0
X600741.SH,0,0.266412051677011,0,0.0295819801042103,0,0.00212012186797115,0,0.132135662030651,0,0,0,0,0,0,0,0,0,0.103887832176976,0,0.14922934456515,0.0817491959576326,0,0,0,-0.0733082591423184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0276010885562266,-0.0353570264293423,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,-0.184968619064559,0,0,0,-0.0310495875567999,0,0,-0.102688646433582,-0.0816632246764497,0,0,0,0,0,0,0,0,0.470613204702497,0,0,0,0,0,-0.0686669802825861,0.0408135397167061,0,0,0,-0.0207035487272435,0.439927554458017,0,0.428739968447898,0,0,0,0,0,0.0337013334511452,0,0,0.0127034124694574,0,0.0810954594170252,0.0111328488929031,0,0,0,0,0,0
X000338.SZ,0.154474531834383,0,0,0,0,0,0,0,0.16375200393424,0.0635317591732497,-0.0700850046069716,0,0,0,0.175052572130812,0,0.174336561649856,0,0,0,0.0251166028791914,0,0,0,0,0,-0.0734370800588709,0.111710615077398,0,0,0,0,0,0,0,0,0,0.0381624874736208,0,0,0,0.0602033218693826,0,0.0801631094081963,0,0,0,0,0,0,0,-0.00690931692649023,-0.0206242871660221,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0455862965170208,0,0,0.0705771981487904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529320973443326,0,0,0,0,0,0,0,0,0,0,0,0,0.109078389833622,-0.132061940503995,0.195877741316787,0,0,0,0,0,0,0,0,0,-0.0171697941596883,0.00465054483156843,0,0,0,0,0,0
X600031.SH,0,0.0682413831669162,0,0,0,0,0,0,0,0.0998949512939622,0,0,0.139352657172975,0,0,0,0,0,0,0,0,0,0,0,-0.0475180275835819,0,0,0,0,0,0,0,0,0,0.0642334871642775,0,0,0,0,0,0.0373365112591824,0.154079842784336,0,0,-0.13260349209416,0,0,0,0,0,0,-0.00120472000075673,0.000623898014571666,0,0,0,0,0,0
X002236.SZ,0,0,0.448506974845343,0,0.00710380403869547,0,0.0274888501919939,0,0,0,0,0,0,0.126844159665513,0,0,0,0,0,0.124357146774649,0,0,0.162020662616706,0,-0.0282220844086069,0,0,0,0,0,0,0,0,0.233724055492876,-0.0818750795364646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0254826459523711,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0939389824443996,0,0,0,0,0,0,0,0,0.368804765063522,0,0,0,0,0,0.0319494772409913,0,0,0.0556524452494182,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.129985190748777,0.115915417079104,-4.33680868994202e-19,0,0.0604466169568792,0,0,0,0,0,0,0,0,0.267871162744402,0.0169289126945219,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0.0690488968335112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122438085497646,0.284914948371307,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369006091689128,0.182310765668537,0,0,0,0,0.115538706849162,0,-0.135153361304644,0,0,0,0,0,0,0,0,0.0265681338514547,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.047605425542131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231309101012254,0,0,0,0,0,0,0,-0.101863936690142,0,0.246091259713802,0,0,0,0,0,0,0,0,0,0,0,0,0.118605245198867,0,0,0,-0.0359940715744105,-0.0629309946737412,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0,0,0.284502922812007,0,0,0,0,0,0,1.73472347597681e-18,0,0.300906480660072,0,0,0,0,0,0,0,0,0.243952278384549,0,0,0,0,0,0,0,0,0,0.201484576345869,0,0,0,0.0440513198188765,0.0844614205050969,0,0,0.0130849116391868,0,-0.0278678741743379,0,0,0,-0.0889237407176575,0,0,0,0.0012227771818713,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.0386054032766095,0.358718612141827,0,0,0,0,0,0,-0.0244806043889432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0891231296337498,0.227102554114113,0,0.0237613547223275,0,0,0,0.038745494622828,0,0.0191432723099339,0,0,0.248752648502294,0.0869023179632866,0,0,0,0,0,0,-0.0289613445918066,0,0,0,0,0,0
X600867.SH,0,0,0,0,0,0,0,0,0,0,0,0.0237821981285749,0.00960203567836812,0.0177141440819297,0,0,0.0261967069079322,0.636556400082562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139165573764294,0,0,-0.0104044885483988,0,0,0.0405067602115298,0,0.0987391192740414,0,0,0,-0.0429617149240341,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095324457460485,-0.154190542996988,0,0,0,0,0.0717654354990747,0,0,0.305253091524122,0,0.159840360273198,0,0,0,0,0,0,0,0,0,0,0,-0.00382016702872119,0,0,0,0,0,0,0.0905214183152222,0,-0.117990202305584,0,0.0744579993172374,-0.234299131822604,0.119651370113644,0.115311464548348,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0.0960067479034318,0.107920189218132,0,0,0,0,0,0,0,0.00702494739354373,-0.0974849651895652,0,0.0257057492724464,0.110805743072263,0,0,0,-0.125438909610672,0,0,0,0,0,0,0,0,0,0,0.0766117866717868,0,0,0,0,0,0.00237223048045821,-0.140264434769285,0,0,0,0,0,0,0,0,0.0122319119817644,0.00621456012276765,0,0,0,0,0,0
X600271.SH,-0.0800952458027418,0,0,0,0,-0.062308571656188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164509657970469,0,0,-0.0296048979561958,0,0,0.111110645947411,0,0,0,0.168995808812721,0,0,0,0.343891218808223,2.16840434497101e-19,0,0.218324838773545,0,0,0,0,0.438673105895473,0,0,-0.181621034411266,0,0,0,0.163618649011729,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0.13204890149483,0,0,0,0.00854064645494805,0,0,0,0,0,0,0.296049574555619,0,0,0,0,0,0.0790177297677318,0,0,-0.10386671624129,0,0,0,0,0,0,0,0.0450894305615521,0,0,0,0,0.156138780562069,0,0,0,0,-0.0175133975658974,0,0,0,-8.67361737988404e-19,-0.0321770553747538,0,0,0,0,0,0
X002456.SZ,-0.0903694085662217,0,0,0,0,0,0,0,0.0682772792159859,0,0.0103145915631838,0.333064662774818,0,0.701464998085721,0,0,0,0,0,0,0,0,0.0635056971727362,0,0.041974698823665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999724949836605,0.109072068996034,0,0,-0.0693331216299016,0.00987466421483806,0,0,0,0.0437954723151188,0,-0.0313242945691685,0.0124949766629529,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,-0.0813983280338782,0,0.0779114743999219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015118568633839,0,0,0,0.00701333579798832,0,0,0.058305826868413,0,0,0.031912791384432,0.158264572235059,0,0,0,0,0.218296748299387,0,0,0.0527468203508373,0,0.00506040347517936,0,0,0,0,0,0,0
