,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600104.SH,X600809.SH,X002371.SZ,X003816.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X000596.SZ,X600418.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X600703.SH,X600183.SH,X000157.SZ,X600372.SH,X002049.SZ,X002028.SZ,X600066.SH,X600741.SH,X002236.SZ,X600522.SH,X601877.SH,X600839.SH,X000066.SZ,X600460.SH,X002156.SZ,X002281.SZ,X600487.SH,X002085.SZ,X000988.SZ,X002456.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.176313717318897,0,0,0.0378770557470139,0.0273842910374781,0,-0.00187416705716342,0.0867524056867416,0,0,0,0,0,0,0,0,0.346768442700195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00130043369019201,0,-0.0378200886172297,-0.00230942873875748,-0.0128402385323761,0,0,0,0,0,0,0.000994952947224983,0,0,0,0,-0.0355283377674112,0,0
X000858.SZ,0,0,0,0,0,0,0,0.063960949632324,0.341311805813641,0,0,0,0.00511300373030507,0,0,0,0.0449504173299831,0.237456415269791,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.177214367644926,0,0,0,0.0831362675440124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0566311277306068,0,0,0,0,0,0,0,0.153208099938772,0,0,0,0,0,0.036054605618137,0.22873177719968,0,0,0,0.00695799140646336,0,0,0,0,0.131359669047531,0,0,0,0,0,0,0,0,0,0.0653955707234168,0,0,-0.0344462811048473,0,0,0,0,0.0281135570976314,0,0,-0.00799220112252289,0.0214735557134318,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.156035885008865,0,0,0,0,0,0,0,0,0,0,0,0,0.0331412715824492,0,0.223764654920374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123847102458075,0,0,0,0,0,0,0,0,0,0,0.0287274484696367,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00414501887753522,0,0,0.13275446894732,0,0,0,0,0,0.204343531878256,0.0355281223115286,0,0,0,0,0,0.00617002422481648,0,0,0.0421654933509234,0,0,0,0,0,0,0,0,0,0,0.0066908951899482,0.00183620805452926,0,0,0,0.027300681839099,0,0,0,0,0,0.00810024731457988,0,0,0,-0.0523533641072159,0,0
X600690.SH,0,0,0.135118358995317,0,0,0,0.295985371172969,-0.156460992123948,0.0983560599568737,0,0,0,0.070599034103771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629719865026322,0,0,0,0,0,0,0,0,0,0.00299032105969563,0,0,-0.0279812565954792,0,0,-0.00635055718224522,0,0.0531215748058702,0,0,0.0019577427959761,0,0,0,0,0,0,0
X000651.SZ,0,0,0.133960734518686,0,0,0,0,0,0,0,0,0,0,0,0.102063527633591,0,0,0.0958731632259295,0,0,0,0,0,-0.0515826893643788,0,0,0,0,0,0,0,0,0,0,0,0.0977885590996298,0,0,0,0,0,-0.00984111248470347,-0.0783859732110274,-0.0203257189787587,0,0,0,0,0,0,0,-0.0498921626309998,0.0307192596045186,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123626004312404,0,0,0,0,3.46944695195361e-18,0,0.163368416486675,0,-0.126387744052655,0,0,0,0,0,0,0,-0.268757709027612,0,0,1.0790442584436,0,0,0,0,-0.162121163227488,-0.092964031642532,0,0,0,0.0967743554388308,0,0,0,0,0,0.0497255569856455,0,0,0,0.0906485553991365,0,0
X600809.SH,0,0.0849871768506621,0,0,0,0,0,0,0,0,0,0,0.430402788791295,0,0,0,0,0,0,0,0.00762532941367864,0,0.236677334731093,0,0,0,0,0,0.0512859461018063,0,0.0240585955590783,0,0,0,0,0,0,0,0,0,0,-0.0169146395227623,0,0,0,0,0.0632959987204047,0,0,0,0,0,-0.00476860665107657,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176382421171493,0,0,0,0,0,0,0,0,0,0,0,0.24406651484732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586776058232278,0,0.136280429312887,0,0,0,0.101476932775708,-0.015130521963197,0,0,0,0,0,0,0,0.0274580820439254,0,0
X003816.SZ,0,0.128559141998901,0,0,0,0,0,0,0,0,0,0,0,0,0.084175190155648,0,0.0350238381658812,0,0,0,0,0.017331933747254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465652731481455,0,0,0,0,0.0791782019871169,0.0416436356220603,0,0,1.73472347597681e-18,0,-3.46944695195361e-18,0,0,0,0,-0.0307088052760351,0,0,0,0,-0.0466831290981833,0,0
X000063.SZ,0,0,0,0,0,0,0,0.109864892238335,0,0,0,0,0,0,0.103148604000441,0,0,0,0,0,0,0,0,0,0,0,0.246167441573149,0.190899496733623,0,0,0,0,0,0.31517619333962,0,0,0,0,0,0,-0.0254830397931056,0.108911244269689,-0.164226215444617,0,0,0,0,0.0187830225973429,0,0,0,0,-0.0169238430012675,0,0,0,0,0,0
X000568.SZ,0,0.422051962786245,0,0,0,0,0,0,0.152232168742799,0,0,0,0,0,0,0,0,0.242033504096978,0,0,0.0384529449629426,0,0.20823216992195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0471287967936897,0,-0.00361501141425785,0,0,0,0,0.0184720476579662,0.00362412324525811,0,0,0,-0.0171364244861179,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158199256873478,0.18361762384859,0,0,0.0352801727828749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126669935464737,0,0,0.0769174053870843,0,0,-0.0536324583856693,0,0,0,0.0433725795347495,0,0,0,-0.020449387848156,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0262359075326122,0,0,0,0,0.0192348602858319,0,0,0.500159338386785,0,0,0,0.139176865121427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406202149054078,0,0,0,0,0.0369683739601648,0,0,0,0,-0.0115318323495835,0,0,0,0,-0.0786756990151157,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.152486844018668,0,0,0,0,0,0.13425755616124,0,0,0,0,0.144643449072371,0.019052440388304,0,0,0,0,0,0,0,0,0,0,0.157504716708077,0,0,0,0,0,0,0,0,0,-0.000624299171404985,0,-0.0122964120078932,-0.0309697967529382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0.137007226481357,0,0,0,0,0,0.0492748761671764,0,0,0,0,0,0,0,0,0,0.135031199236869,0.0894602488856066,0,0.147801400645574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140568343945292,0,0,0,0.0405688447352158,0,0,0,0.103850890231683,0,0,-0.021601551975999,0,0,0,0,0,0,0
X002304.SZ,0,0.376182158873247,0,0,0,0,0,0,0,0,0,0,0.232770245435708,0,0,0,0,0,0,0,0,0,0,-0.237210282183723,0,0,0,0,0,0,0,0,0,0,0.0129659851616751,0.0565857063644035,0,0,0,-0.0117757152641817,0,0,0,0,0,0,0,0.125461196453483,0,0,0,0,0.0211545174982306,0,0,0,0,0,0
X000338.SZ,0,0.0870990064474313,0,0,0,0,0,0.0619643012267188,0,0,0,0,0.245651963466923,0,0,0,0.185295273612637,0,0,0,0.0251802602170655,0,0,0.0107063908769597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232538343587704,0.0335141264845869,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0258711994383508,0.019766891596181,0,0,0,-0.0574854954079462,0,0
X000100.SZ,0,0.0890458638959781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226515808006007,0,0,0,0,0,0,0,0,0,0.158399868509105,0.100599622177918,0,0,0,0,0,0,0,0,0.0844660409174041,0.0381116413742588,-0.0090209230662811,0,4.33680868994202e-19,0,0,0,0,0,0,-0.00123067247463778,0,0,0,0,-0.00540721667136759,0,0
X300014.SZ,0,0,0,0,0,0,0,0.0378352996194071,0,0,0,0,0.362088901445685,0,0.326451144597594,0,0.197771607289677,0,0,0,0,0,0,0,0,0,0.0719625970808533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232952647632059,0,0.0321445367666007,0,0,0,0,0,0,0,0,0,-0.00436227390617859,0,0
X002241.SZ,0,0,0.221363172249966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491989889123342,0,0,0,0,0,0,0,0,0,0.0706703201747635,0,0,0,0,0,0,0,0,0,0.393568334784785,0,0,0.110331619804468,0.0124471269477446,0,0,0,0,0,0.136026344811608,0.00474972926187394,0,0,-0.0418146620411027,-0.0290068172912998,0,0,0,0.0483724201561894,0,0
X000596.SZ,0,0,0,0,0,0,0,0.0417625569651048,0.425472800094996,0,0,-0.0421262788093839,0.168901654577798,0,0.192184182122039,0,0,0,0,0,0.0459654085666119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0979041906593324,0,0.0130801234362558,0,0,0,0,0,-0.00249004560737134,0,0,0,0,0,0
X600418.SH,0,0,0,0,0,0,0,0.326608215712946,0,0,0,0.212299466356836,0,0,0,0,0,0,0,0,-0.0812812612105017,-0.232755737775967,0,0,0,0,0.101233249514864,0,0,0,0,0,0,0,0,0,0.00194075543820689,0,0,0,0,0.049914045202473,0.00545455421043045,0,0,0,0,0,0.415959141667944,0,0,-0.0665127768686583,0.116153742174949,0,0,0,0.0891321315748106,0,0
X002179.SZ,0,0,0.0635292487715049,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.185132115119582,0,0.0367546017953287,0,0,0,0.0123166395038891,0,0,0,0,0,0,0,0,0,0,0,0.170432450521976,0,0,0,0.00897062503435165,0,0,0,0,0.0664591736544771,0,0,0,0.101736936937577,0.0121993163897019,0.123481112387065,0.020327770771587,0,0,0,0.0180883785048831,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0,0,0,0,0.0867088038723293,0,0,-0.277525704637448,0,0.148068709276449,0,0,0,0,0,0.152289446291854,0,0,0,0,0,0,0,0,0,0.0363535575259827,0,0,0,0,0,0,0,0.109233995328264,0,0,-0.0605539879867179,0.366261434591931,0,0,0,0,0,0.0205913386176342,0,0,0,0.0386753403301072,0,0,0,-0.00471138579407532,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0,0,0.321868374178523,0,0,0,0,0,0,0,0,0.127254441916118,0,0,0.163281291364764,0,0.0261178127096261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124089085603628,0,0.231229881550785,0,0.00864445750322007,0,3.46944695195361e-18,0,0,-0.0218123206255637,0.026179169170193,0.234151784227178,0,0,0.0174129266309731,0,0
X600584.SH,0,0,0,0,0,0,0,-0.0989768158256203,0,0,0,0,0,0,0.0995086781288642,0,0,0,0,0,0,0.0168248218770573,0,0,0,0.0126524661003824,0.0428456375386055,0,0,0,0,0,0,0.317814095631624,0,0,0,0,0,0,0,0,0,0.178351226643883,0,0,-0.0803315657699432,0.136440598558984,0.0302863018290747,0,0,-6.93889390390723e-18,0.021449805957637,0,0,0,0.0171654851087525,0,0
X600089.SH,0,0,0,0,0,0,0,0,0.137733905265263,0,0,0,0,0,0,0,0,0,0,0,0.198626405066251,0,0,-0.00435787834822767,0,0,0,0,0,0,0,0.0856340822625569,0,0,0,0,0,0,0.130811674532379,0,0,0,0,0,0,0,0,0,0,0,0,-0.00403636862822057,0.0292436745888072,0,0,0,-0.0661568088220778,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0629591116233489,0,0,0,0,0.0342607822425956,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0230798212902226,0.0712624680440777,0,0,0,0,0,0,0.173496087553073,0,0,0,0,0,0,0.0122077751348156,0.0686380152264321,0.121233903233457,0,0,0,0,0.0432909321571821,0.00915438813184572,0,0,0,0.005034139230831,0,0,0,0,0,0
X600183.SH,0,0,0.120010037542833,0,0,0,0,0,0.118107009052106,0,0,0.0239311106272887,0,0,0.092953824488046,0,0,0,0,0,0.0800324370928227,0,0,0,0,0.0972316382385314,0,0,0.110054789427785,0,0,0,0,0,0,0,0,0,0,0,0.00734650055390347,0,0,0,0.174393540437522,0,0,0,0,0,0,0,0.026004904189763,0,0,0,0.0378838247501005,0,0
X000157.SZ,0,0.231539733794034,0,0,0,0,0,0.00436656130882543,0,0,0,0,0,0,0.0571150270459716,0,0,0,0,0,0.161734119284865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523363417448068,-0.0728763226517958,0,0,0,0.01759533876489,0,0,0,0,-0.02738613410251,0,0,0,0,-0.0709530504808335,0,0
X600372.SH,0,0,0,0,0,0.0325279950406415,0,0,0,0,0,0.125732547799849,0,0,0,0,0.11626257161298,0,0,0,0.185517225114233,0,0.0206277099896963,0,0.0862604961605583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0682869569254308,0,0,0,0,0,0.00799760751742632,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0.323955400301798,0,0,0,0,0.142350429249682,0,0,0,0,0,0,0,0,0,0,0.0470150225113921,0.125066364622711,0,0,0.185074984575969,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.00602931451544516,0,0,0,0,0,0,0,0,-0.0405525075527641,0.0370736341089909,0,0.0438262698067385,0,-0.00984326589966093,0,0
X002028.SZ,0,0,0,0,0,0.416060993095689,0,0,0,0,0,0,0,0,0,0,0,0.00205169598516183,0,-0.0342800313057401,0,0,0,-0.0634639542415127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148237825439787,0,0,0,0,0.0808418183626866,0,0,0,0,-0.0975859058834172,0,0,0,0.0421262851771126,0.0201407139173094,0,0,0.0111195596100217,0,0
X600066.SH,0,0.129097647795513,0,0,0,0,0.0438319767545038,0.0277490525439823,3.46944695195361e-18,0,0,0,0,0,0,0,0.075454977559491,0.102835004018742,0,0,0,0,0,0,0,0,-0.120840992131792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101624226826473,0,0,0,0,0.136467380609563,-0.0167593951402911,0,-0.0981214807940757,0.35572676892782,0,0,0.0345006554258482,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0.100900461463711,0,0,0,0,0,0,0,0,0,0,0,0.019370660834133,0.00610182091702391,0,0.235889147187717,0.0418277717565662,0,0,0.265806104116833,0,0,0,0,0,0,0,0,0.105390426304387,0,0,0,0,-0.193612655009269,0,0,-0.037285468334787,0,0.0371391052526221,0,0,0,0,0,0,0.0128583449589047,0,0,0,0,0,0
