,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X600276.SH,X000651.SZ,X600104.SH,X000725.SZ,X003816.SZ,X600031.SH,X300124.SZ,X002371.SZ,X002129.SZ,X300014.SZ,X000063.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X000596.SZ,X300142.SZ,X600703.SH,X002179.SZ,X000625.SZ,X600089.SH,X601877.SH,X000100.SZ,X600741.SH,X600460.SH,X000661.SZ,X000157.SZ,X002180.SZ,X002236.SZ,X600522.SH,X000733.SZ,X000799.SZ,X600702.SH,X600884.SH,X002074.SZ,X002432.SZ,X600584.SH,X000977.SZ,X000800.SZ,X600183.SH,X600779.SH,X002414.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.158009554548722,0.029203352586928,0.0812251235069288,0.128341507808658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175913181240341,0,0,0,0,0,0,0,0,0,-0.0276414691257931,0,0,0,0,0,0,0,0,0,0,0,0.0666981559561421,0,0,0,0,0.140294339127267,0,0,-0.0364308335342801,0,0,0,0,0,0
X000858.SZ,0,0,0,0.027502118225144,0.161563171608741,0.184743938498359,0.146268032001777,0,0,0,0,0,0,0,0,0,0,0,0.0492384355639586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0842917909727661,0.0409206843486997,0.0840607222137297,0,0,0.0236799197589614,0,0,0,0,0,0,0,0.0057330128662762,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0392088441156836,0,0,0.0265047947464226,0,0,0,0,0,0,0,0.00595535540730696,0,0,0.0776323674946503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675041615315799,0,0,0,0,0.122826591232746,0,0.0826354503501959,0.00400630956698399,0,0.245144771324473,0,0,0,0,0,0.0758241672793955,0,0.0123050538097425,0,0,0,0,0,0
X600809.SH,0,0.0715443238662155,0,0,0.705570836829876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00993905081936351,0,0,0,-0.0174136529160135,0,0.108446109397001,0,-0.0193282830844351,0,0,0,0,0,0,0,0,0.0479698611012541,0.0564721957804455,0,0.1295328145515,0,0,-0.0241576003829584,0,0,0,0,0,0,0,0.0201790662963536,0.0113039434801516,0,0,0,0,0,0,0
X000568.SZ,0.211806022272651,0.252986831084255,0,0.0338424053567824,0,0,0,0,0,0,0,0,0,0,0,0.0451818451223753,0,0,0.0319369283674345,0,0,0,0.174064488122507,0,0,0,0,0,0,0,0,0,0,0,0.0441466293933895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00149352757852962,0.0494476836139189,0,0,0,0,0,0
X600690.SH,0.0134833393262698,0.314494770521469,0,0,0,0,0,0,0.148103003324758,0,0,0,0,0.056357344938915,0,0,0,0.0781274790206253,0,0,0,0.0728182515416085,0,-0.0473313592713893,0,0,0,0,0,0,0.22678713911533,0,0,0,0.017034615005742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244841527608799,0,0,0,0,0,0,0
X002304.SZ,0.195636041852143,0,0,0.115817394651187,-1.73472347597681e-18,0,0,0,0,0,0,0,0.111782059144113,0,0.139942905555958,-0.120517477896555,0.114576728258134,0,0,0,0,0,0.178781123527541,0,-0.0493622187942087,0,0,0,0,0,0.0880912510903148,0,0,0,0,0,0,0,0.0562476279303109,0.171849924922642,0,0,0,0,-8.67361737988404e-19,0,0,0.058774862281377,0.00792844268409968,0,0,-0.0209447243404758,0,0,0,0,0.0195165511083319,0,0
X002475.SZ,0,0,0,0,0.0830310882420376,0,0,0,0,0,0,0,0,0,0,0.304601035110624,0,0,0,0,0.452440737865903,0,0,0,0,0,0,-0.0561961798235926,0,0,0,0,-0.0258953443626647,-0.133804666705706,-0.0193179222250334,0,0.101723828022045,0,0,0,0,-0.186324337059665,0,0,0,0,0,0,0,0,0,-0.0433043266287974,-0.00200866523153814,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163170781529583,0,0.154960283444022,0,0,0,0,0,0.109919440726402,0,0,0,0,0,0,0.0380812182665356,0.117071677075922,0,0.114900322698368,0,0,0,0,0.0172290728924446,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0272070947758652,0.150940019883157,0,0,0,0,0,0.0775466475777225,0.156639873013666,0.0723410831220123,0,0,0,0.00495554685058758,0,0,0,0,0,0,0,0,0,0,0,0.0376264754640467,0,0.00685179716931037,0,0,0,0,0,0,0,0,0,0,0,0,0.162506317413332,0,0,0,0,0,0,-0.0338989265504081,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0510160445886842,0,0,0,0,0,0.0948102563831857,0.0574914600884125,0,0,0,0,0.0409272638650511,0,0,0.0267660892556684,0,0,0,0,0.0700884320305697,0,0,0,0.0129381240749641,0,0,0,0.02924565753245,0,0,0,0,0,0,0,0,0.137969986680576,0,0,0,0,0,0.0403514241885102,0.0540157341589113,0,0.0131985830191045,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0.0218118059287133,0.00284809739730543,0,-0.0596970924407568,0,0,0,0,0,0.171441927754201,0,0,0,0,0.166745393545637,0,0,0.271688087498953,0,0,0,0,0,0,0,0,0,0,0,0,0.0177770457281184,0,0,0.0805315114614221,0,0,0.00341794458445157,0.0081804541513264,0.0203272019423184,0,0.00713298506482542,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.00329763217584041,0,0,0,0,0,0,0,0,0,0,0,0.102100100734807,0,0,0,0.133192242659533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026814473297153,0,0,0,0,0,-0.018777382592107,0,0,0.0865540781122691,0,0,0,0,0.10489922719101,-0.00908805386230248,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12113820809624,0.18758585241752,0,0,0,0,0,0.548515100720903,0,0,0,-0.046260367618612,0,0,0,0,0,0,0.0320985355479199,0,0,0,0,0,0,0,0,0,-0.00711719080722208,0,0,0,0,0,0,0,0,0.00338958217052214,-0.00851601711005294,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0.0267887450960517,0,0.188586509323678,0,0,0,0,0,0.00965159444862219,0.201764580718085,0,0.00130760438447225,0,0,0,0,0,0,-0.136318859241442,0,0,0,0,0,0.0874995227691907,-0.208461126488216,0,0,0,0,0,0.323099341291793,0,0.011818066283201,0,-0.0853637072374689,0,0,0,0,0,0.372995362600502,0,0,0.0857424504630093,-0.146571381967825,0,0,0,0,0,0
X002371.SZ,0,0,0,0.00759474667136697,0,0,0,0.289392723174963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391872702758894,0.0711119528996403,0.0740831761340115,0,0,0.277888150238219,0,0,0.24543991868166,0,0,0,0,0,0,0.170006753339581,0,0,0,-0.0641131889374229,0,0,0,0,0,0,0,0,0,-0.030127819347555,0,-0.444233218047018,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287695057445451,0,0,0,-0.108842321775673,0.0902696623476822,0.0290281906978065,0,0,0,0,-0.173519504992628,0.000209000738174956,0,0,0,0,0.0359418487349205,0,0,0,0.439351822797261,0,0.0894863936632398,0,0,0,0,0,0,0,0,-0.0943773705524552,0.0755338278967188,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126486042456568,0,0,0,0,0,0,0,0.145402837901523,0,0,0,0,0.0727538929605685,0,0,0,0.112399142234652,0,0,0,0,0,0.181178172430072,0,1.38777878078145e-17,0.616885949889989,0,0,0,0,0,0,0,0,0,0,-0.0267924187198188,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0335382186443799,0.475185134446314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029747494934167,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.172841827515964,0.0614046559199157,0,0,0,0,0.0894926665427876,0,0.0628938160122935,0,0,0,0,0,0.0292364292490386,0,0,0,0.0188657778891784,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0.0106384397354262,0,0,0,0,0,0,0,0,0.160783665707946,0,0,0,0,0,0,0.0801147646878538,0,0.685040168059485,0,0,0,0,0,0.103949667343737,-0.0042507983249665,-0.152766158853228,0,0,0.184342019955937,0,0,0,0,0,-0.106956913377239,0,0,0,0,0,0,0,0,-0.0181536907896175,-0.0387947599094114,0,0,0,0,0,0
X002241.SZ,0,0,0,-0.0335308733594653,0,0,0,0.555500128253861,0,0,0,0,0,0.0100107352863639,0,0.171463154960133,0,0,0,-0.138557040962891,0,0,0,0,0,0,0,0,0.24805717730701,0,0,0,0.0812859302656006,0,0,0,-1.73472347597681e-18,-0.0211069405828051,0,0,0,0,0,0,0.148832981947008,0,0,0,0,0,0,0.00117905611339702,0.0181831550927632,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.0583661601930827,0,0.0404540715053631,0,0,0,0,0.24112007174895,0.057315289706243,0,0,0,0,0,0,0,0,0,0,0,0.0427084553447537,0,0,0,0,0,0.0209958061400437,0.357492984468311,0,0,0,0,0,0.0389387161826234,8.67361737988404e-19,0.0843202362114383,0,0,0,0,0,0,0,0,0.054248063027979,-0.00923145236629338,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0.0789717959200647,0.0118801144715443,0,0.332968983394522,0.136341843941587,0,0,0,0,0,0,0,0,0,0,0.200367563929544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003553114818496,0,0,0,0,0,0,0,0,0,-0.0358179739137244,0,0,0,0,0.154354561138597,0,0,0.0174563488560584,0,-0.0015476373217997,0,0,0,-0.020950636554421,0,0
