,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X600031.SH,X000625.SZ,X000063.SZ,X600690.SH,X600276.SH,X000157.SZ,X000338.SZ,X600372.SH,X600089.SH,X600741.SH,X002241.SZ,X000100.SZ,X600118.SH,X600703.SH,X600066.SH,X000623.SZ,X601877.SH,X600271.SH,X000568.SZ,X000581.SZ,X000550.SZ,X002236.SZ,X000800.SZ,X600177.SH,X000869.SZ,X300124.SZ,X002475.SZ,X002294.SZ,X000559.SZ,X600839.SH,X002129.SZ,X000050.SZ,X000400.SZ,X600809.SH,X002465.SZ,X002456.SZ,X000977.SZ,X002007.SZ,X600252.SH,X002292.SZ,X300003.SZ,X600435.SH,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,2.65148244075024e-05,0,0,0,0,0.144054619465314,0.181600876958493,0,0,0,0,0,0,0,0.455681177432039,0,0,0,0,0,0,0.0707823439984532,-0.134524111220696,0,0,0,0,0,0,0.0130715250477474,0,0,0,0,0.000667499419134997,0,-0.0614028115955481,0,0,0,0,0,0,0,0,0,0,0,0,-0.0494478382554979,-0.009969650551289,-0.0532664919497114,0,0,0,0,0
X600519.SH,0,0,0.122570027245205,0.0961468198403784,0,0.32683076653989,0,0,0,0,0.248588554934027,0,0,0,0,0,0.0878804484824034,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0797948565119064,0,-0.0562495748888673,0,0,0,0,0,-0.0368581629956137,-0.0424974032481752,0,0,0,0,0,0,-0.00836290439746569,-0.0442767482173156,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.00810921102812343,0,0,0,0,0,0,0,0,0,0.449655438253223,0.122820935183155,0,0,0.0573082797437295,0,0.122814449554272,0.0447841627615059,0,0,0,0,0.233017748171249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0435106954188003,-0.00847949043801755,0,0,0,0,0,0
X000651.SZ,0.082497901287282,0,0.172072903855478,0,0,0,0,0,0,0,0.155519526289461,0,0,0,0,0,0,0.12111469297217,0,0,0,0,0.0093530698670242,0.327829330232254,0,0,0,0,0,0,0,0,0.0828687932212981,0,0,0,0.0172547656633377,0,0,0,0,0.0120703227781849,0,0,0,0,0,0,0,0,0,-0.0633396905410417,-0.0170115573086256,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0821895255449017,0,0,0,0,0,-0.00840575986640814,0,0,0,0,0.0102855408745315,0,0.0939658319756647,-0.0273234817584985,0,0,0,0,0,0.204928801770056,0,0,0.0617881385965591,0,0,0,0,0,0,0.206368122690076,0,0,0,0,0,0,0,0,0,0,0,0,-0.040616578463544,0.00262653349062892,-0.0053735484975109,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.0078964775546968,0,-0.0445620587852354,0,0,0,0,0,0,0,0,0.298416560334587,0,0,0,-0.0374116949889641,0,0,0,0,0,-0.160374542178566,0,0,0,0,0,0,0,0,0,0,0,0.249163168810081,0,0,0,0,0,0,0,0.00319353873418512,0.291505571900855,0,0,0.0156817927198501,0,0,0,0,0,0
X000858.SZ,0,0.0364317331604318,0,0.0236056381913536,0,0.0158986377115223,0,0,0,0,0.048006269104965,0,0,0,0,0,0.18343438591176,0,0.0636047443354147,0,0,0,0,0,-0.0479576523949974,0.0677578798639401,0,0.0282757001054726,0,0,0,0,0,0,0,0,0,0,0,0,0.0245952403858824,0,0,0,0,0,0,0,-0.0395612721203083,0.0586457851451986,0,0,-0.00117329031414757,0,0,0,0,0,0
X600031.SH,0.0977157702376781,0,0,0,0,0,0,0,0,0.065251782091703,0,0,0.935726679716674,0,0,0,0,0,0,0,0,0,0.00984135149795457,0.0431863224994846,0,0,0.0509889136885272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0630149225116932,0,0,0,0,0,0.0563433743700009,0,-0.0256623269604844,0.0081175945476418,0,0,0,0,0,0
X000625.SZ,0.218469879196884,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153072098930296,0,0.00439352678080006,0,0,0,0.110564927683839,0,0,0,0,0,0,0,0,0,0,0,0,0.0601068766087324,0,0,0,0,0,0,0,0,0,-0.0378602597813982,0.00263170174361103,0,0,0,0,0,0
X000063.SZ,0.179370473540166,0,0,0,0,0,0,0.0419110671596468,0,0,0,0,0,0,0,0,0,0,0,0,0.155350007734003,0,0,0,0,0,0,0,0,0,0.106548309737402,0,0,0,0,0.0487382074428451,0,0,0,0,0,0,0,0,0.0161668234787946,0,0,0.0469558693497687,0,0,0,0,-0.00277529618808943,0,-0.0188790357163504,0,0,0,0
