,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X000651.SZ,X600809.SH,X002371.SZ,X600104.SH,X003816.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X000596.SZ,X002179.SZ,X600418.SH,X000977.SZ,X002463.SZ,X600584.SH,X600089.SH,X600703.SH,X000157.SZ,X600372.SH,X600183.SH,X002049.SZ,X002028.SZ,X600741.SH,X600066.SH,X002236.SZ,X600522.SH,X000066.SZ,X601877.SH,X600839.SH,X600460.SH,X002281.SZ,X600487.SH,X002156.SZ,X002180.SZ,X000921.SZ,X002456.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0916135874126996,0,0,0,0,0,0.0806710163137221,0,0,0,0.0241047943660361,0,0,0,0,0,0.383762735840521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340782695285331,0,0
X000858.SZ,0,0,0,0,0,0,0,0.280824198906358,0,0.0571138864907237,0,0.0825182822824562,0,0,0,0,0.0378788462252971,0.255558742601982,0,0,0,0,0,0,0,-0.0216666218394877,0,0,0,0,0.17489250292764,0,0,0,0,0,0.0884477372972088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180393331024753,0,0,0,0,0,0.0330929739323302,0.307203839561388,0,0,0,0.0245800617721019,0.067050787039847,0,0,0,0,0,0.0448782871395389,-0.0212017859184325,0,0,0,0,0,-0.00144684997498097,0,0.0715393585302897,0,0,0,-0.0285709198157878,0,0,0.00428897224452526,0,0,-0.0335446043882813,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1397430794682,0,0.0299741216513621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241403485616582,0,0.0638032602822482,0.0455353420309717,0,0,0,0,0,0.0109819078859402,0,0,0,0,0,0.0505775950717291,0,0,0,0,-0.130342553814185,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0368470697945211,0,0,0,0,0.000185903210665367,0,0,0,0,0,0,0,0.230783501428356,0.0202587646636402,0,0,0,0,0,0,0,0,0,0,0,0.0489467610532459,0,0,0,0,0,0.0187916293383987,0,0,0,0,0,0,0.166010936330858,0,0,0.00110147038738517,0,0,0,0,0,0,-0.0439141940429443,0,0
X600690.SH,0,0,0.274243113201,0,0,0,0,0.0459913049165718,0,-0.0732830960419562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00138129361928825,0,0,0,0,0,0,0,0,0.0082067911960534,0,0,0,-0.038558297900965,0,0.233600873411362,0,0,0,0.0287015572425181,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.060715595862823,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,-0.144349329075846,0,0,0,0,0,0,0,0,0,0,0,0.153068222815231,0,0,0,0,0,0,0,0,-0.0272352908956466,0,0.31974111495824,-0.000515621267793555,0,0,-0.0337252467343601,0,0,0,0,-4.33680868994202e-19,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0.503476290308545,0,0,0,0,0,0,0,0,0,0,0.381671376443056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0104171116385047,0,0,0,0,0,0,0,0,0,0,0,-0.0082961194677724,-0.0255331901737101,0,0,0,-0.0102345988325744,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.0855723202539271,0,0,0,0.231990996807144,0,0,0,0,0,0.193629538963319,0,0,0,0.0966695381144543,0.220172860385723,0,0,0,0,0,0,0,0.1032011597185,0,0,0,0,0,0.0140322945698462,0,0,0,0,0,0.0859454696751766,0,0,-0.0975035789836352,0,0,0,0,0,0,0,-0.0172659627592053,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0633171051299896,0,0,0,0.233278840321733,0,0,0,0,0,0,0,0.216087761506764,0,-0.031294071703386,0,0,0,0,0,0,-0.339458261789262,0,0.850979480254705,0,0,0,-0.0856948779859068,0,0,-0.143778255562624,0,0,0,0,0,0,0.152876305697166,0,8.67361737988404e-19,0.0554467321639895,0,0,0,0.141026887770174,0,0
