,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X002236.SZ,X002475.SZ,X000338.SZ,X600031.SH,X002008.SZ,X002456.SZ,X000625.SZ,X300124.SZ,X600487.SH,X300003.SZ,X600066.SH,X000100.SZ,X601877.SH,X002241.SZ,X600809.SH,X002294.SZ,X600867.SH,X300136.SZ,X600522.SH,X600271.SH,X002508.SZ,X600566.SH,X000050.SZ,X600089.SH,X000981.SZ,X000157.SZ,X600498.SH,X000596.SZ,X600177.SH,X002179.SZ,X600707.SH,X600699.SH,X300142.SZ,X000661.SZ,X002180.SZ,X600584.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.435140187061417,0.2617678853889,0.0145863352927702,0.0628559998515475,0,0,0,0,0,-0.102803665542697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387946818595514,0.0195838580764343,0,0,0,0,0,0,0,0,0,0,0,-0.00191090057474456,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0360226349732825,0.0878507178355629,0,0.270138311525583,0,0,0.216932945690605,0,0,0,0,0,0,-0.0324242805390128,0,-0.0052285827745298,0,0.072282230711794,0,-0.00826381416866789,-0.117991980935674,0,0,0,0,0,0,0,0,0,0,0,-0.0623933233990645,0,0,0,0,0,0,0,0,-0.0270497518508499,0,0,-0.0152917212596906,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0418514125325419,0,0.243302785654706,0,0,0,0.173236611973493,0,0.0402634185890728,0,0.0300088131365293,0,0,0,0.275732213525053,0,0,0,0,0,0,0,0.0753248163311593,0.105457742346114,0,0,0,0,0,0,0,0,0,0,0,0.0160972247176865,0,0,0,0,0,0,0,0,-0.00704095282214365,-0.00755260877587575,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.288040191663537,0,0,0,0,0.217516561364306,0,0,0,0,0,0,0.0179949562586973,0.196077006949513,0.0682233910331695,0,0,0,0,0,0,-0.035994772035733,0,0,0,0.041334649372182,0,-0.0464561595674261,0,0.146551053936924,0,0,0,0,0,0,0,0,0,0,0,0.0941066117109192,0,0,0,-0.0439867812418139,0,0.0230068179534287,-0.0418544211004113,0,0,0,0,0,0
X000858.SZ,0,0,0,0.292744028496744,0,0,0,0.175984395317905,0,0,0,0,0.552505568967686,0.0318150241646441,0,0,0,0,0,0,0,0.00648547720887114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0097983198715362,0,0,0,0,0,0
X600276.SH,0,0,0.0705797574403677,0,0.0589466718365145,0,0,0,0,0.0338249054036412,0,0,0,0.0404725580570564,0,0,0,0,0,0,0,0.239852504345472,0,0,0,0,0,0.060507982110702,0,0.0807261253165099,0,0,0,0.108183478159474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218001790728139,0,0.00402365806341283,0,0,0,0,0,0,0
X000725.SZ,0.108554150443871,0,0,0,0,0,0,0,0.222716701603166,0,0,0,0,0,0,0.0603531404390598,0,0,0,0,0,0,0.167589288418962,0,0.197406367291436,0,0,0,0,0.0532282577789581,0,0,0.00473524712375317,0,0,0,0.0879924999885334,0,0,0.0718570237129113,0.0331261978336905,0,0,0,0,0,0.216645782744925,0,0.103977744567392,0,0,-0.0403313942333057,0.0524563247462398,0,0,0,0,0,0
X002304.SZ,0.211889693676891,0,0,0,0.0380770187254781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.036330813651,0,0,0,0,0,0,0,0.398256129088404,0,0,0,0,0,0,0.192163798177294,0,0,0,0,0,0,0,0,0.032245295765668,0,0,-0.015514111037683,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.3642328883907,0,0,0,0,0,0,-0.0101377976712947,0,0,0,0,-0.0675291305441427,0,0,0.287018623871232,0,0,0.225147667551516,0,0,-0.204391318489792,0,0,0,0,0.330659525416163,0,0.228735974499492,0,0,0,0,0.203062338672228,0,0,0,0,0,0,0.0103372104538434,0,0,0,0,0,0.00437982646848437,0,0,0,0,0,0
X600690.SH,0,0,0,0.342018822989542,0.138508709739032,-6.93889390390723e-18,0.00945014523590394,0,0,0,-3.46944695195361e-18,0.236440887840746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363711264301858,0,0,0,0.0369397860725146,0,0,0,0,0,0,0.0123007643265568,0,0,0,0,0,0,0.00447626460105171,0.0168804560058315,0,0,-0.00695090749621225,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.162535789696347,0,0,0,0,0,0,0,0,0.124902204151813,0,-0.159511303919424,0,0,0.0804328662391742,0,0,0.267972783463883,0,0,0,0,0,0,0,0,0,0.376509503089568,0,0,0,0,0,0,0,0,0,-0.174014274690588,0,0,0,0.0682374540106361,0,0,0.364032273000883,0,0,0,-0.00550695722501746,0,0,0,0,0,0
X600741.SH,0,0.761930566337273,0,0,0,0,0,0.00405547828354352,0.0872190527161653,0,0,0,0,0,0,0,0,-0.0686033015452956,0,0,0.09071157529562,0,0,0.0806371670324542,0,-0.00704722702872951,0,0,0.147395662366296,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117101123468412,0,0,-0.121363876940493,0,0,-0.20931707874767,0.10939678825633,0,0,-0.00567712805282322,3.46944695195361e-18,0,0,0,0,0
X000568.SZ,0,0,0,1.73472347597681e-18,0.405288694338644,0,0,0,0,0,0,0,0,0,0,0.117756720571915,0,0,0,0,0,0,0,0,0,-0.0651046669707482,0,0.132919031383721,0,0,0.0163933901666075,0,0,0,0,0,0,0,0,0,0.285085018652431,0,0,0,-0.0359625589863984,0,0,0,-0.0709671714114316,0,0,0,-0.0106003990642765,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.32606048263471,0,0,0,0,0,0,0,0,0,0,0.472938792013941,0,0.480053775557586,0.275629092600918,0,0,0,0,0,0,0,0,0,-0.0765401138903862,0,0,0,0,0,0,-0.099599571723059,0,0,0,0,0,0,0,0,0.0326361744588233,0,0,0,0,0,0,0.0295030003919501,-0.0335194508883602,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629367265383643,0,0,0,0,0.27452410798586,0,0,0,0,0,0,0,0,0,0,0,0.0851379815384899,0,0,0.00786427218245152,0,0,0,0,0,0,0,0,0,0,0,0,0.00701177801914108,0,0.0425446517264959,0,0,0.00072887393259846,0,0,0,0,0,0,0
X000338.SZ,0,0,0.0926548186803577,0,0,0,0.160307207702133,0,0,0.00350220686129117,0,0.102032825838255,0.0560740354103726,0.0907486832647376,0,0,0.376082168146616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0720228272298456,0.112939339104068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00586150723436741,0,0,0,0,0,0,0
X600031.SH,0,0,0,0.0261317972508499,0,0,0,0,0.0640660041633055,0,0,0.176299777507097,0,0.0632838490148074,0,0.329236864162544,0,0,0,0,0,0.115740076310415,0,0,0,0.088911266527505,0,0,0,0,0,0,0,0.122801112568893,-0.0931535724541527,0.0431049722466913,0,0,0,0,0,0,0,0,0,0,-0.0668549766053278,0,0,0,0,0,0.0188031826434159,0.12314129352937,0.143393009316598,0,0,0,0
X002008.SZ,0,0,0,0.0606328218145879,0.029112397015046,0,0,0,0.276308987263196,0,0,0,0,0.0539575257318417,0,0,0,0,0,0,0,0.0700206659448934,-0.216040207328285,0,0.0589880550728601,0,0,0.0603455889167998,0,0,0,-1.73472347597681e-18,0.191618125885854,0,0,0,0,0,0,0.00242504500640473,0,0,0,0,0.261551153544695,0.132111878145955,0,0,0,0,0,0.00411137708035423,0,-0.0503559592678309,0,0,0,0,0
X002456.SZ,0,0,0.132042298980124,0,0,0,0,0,0,0,0,0,0,0,0.799138690102436,0,0.408192151071726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273999366326748,0,-0.0394460073703986,0,0,0,0,0,0,0,0,0,0,0,0,-0.00121373592038507,0,0,0,0,0,0,0.00684348543067918,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.0778746689641132,0,0,0,0,0,0,0,0,0,0.1901444209729,0,0,0,0,0,0,0,0,0,0,-0.0734671876946957,0,0,0,0,0.123030691686906,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114441865445576,0,0,0.114394722197127,0,0.00214411283354342,1.0842021724855e-19,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600465839921815,0,0.128682876377832,0,0.00490247451847778,0,0,0,0,0,0,0.217306491993759,0,0,0,0,0,0,0,0.0980981709726251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199840693058375,-2.16840434497101e-19,0,-0.00424870814627954,0,0,0,0,0,0,0
X600487.SH,0,0,0.011828750954409,0,0,0,0.0228303629482975,0,0.346193907997429,0,0.172874957059949,0,0,0,0,0,0.158633506084601,0.147287102000673,0.0300101476767905,0,0,0,0,0,0,0.0896256504021949,0,0,0,0.227452711548429,0,0,0,0,0,0.291801950896154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0.157122723519835,0,0,0,0,0,0,0,0,0.0412359616117259,0,0,0,0,0,0,0,0,0,0,0,0.266417559998016,0,0,0,0,0.18702907213573,0.0955283495499087,-1.0842021724855e-19,0.0331352848119038,0,0,0,0,-0.0202676739032634,0,0.305548081118445,0,0,0.0241660114625527,0,0.0704604992537003,0.0148493639370919,0.032404017669749,0,0.0161600333944586,0,0,0,0,0,0,0
