,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X000063.SZ,X600031.SH,X600690.SH,X600276.SH,X000100.SZ,X600271.SH,X600703.SH,X600118.SH,X600372.SH,X002129.SZ,X000157.SZ,X000338.SZ,X000559.SZ,X600839.SH,X002241.SZ,X600741.SH,X600089.SH,X002292.SZ,X600066.SH,X600177.SH,X600582.SH,X300124.SZ,X002236.SZ,X002475.SZ,X002456.SZ,X601877.SH,X300003.SZ,X000800.SZ,X002276.SZ,X002223.SZ,X600060.SH,X000568.SZ,X600435.SH,X000016.SZ,X600166.SH,X002465.SZ,X000550.SZ,X000727.SZ,X000581.SZ,X600198.SH,X000869.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0586335674078683,0,0,0,0.0325310126922417,0,0.0282529254539743,0,0,0,0.0754999090655955,0,0,0,0,0.0748859272303625,0,0,0,0,0,0.0288931449843009,0,-0.0201270886590883,0,0,0.0659580160339955,0,0,0,0,0,-1.73472347597681e-18,0.188240223973211,0,0,0,0,0,0,0,0,0,0,0,0.00263651618390695,0.0119563628589499,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0561266919572389,0,0.0997119850730925,0,0,0,0,0.0240024264932935,0.0597420299833344,0,0.086686923548131,0,0,0,0,0.0672470845655688,0,0,0,0,0,0,0,0,0.0300453048759942,0,0,0,0,0,0,0,0,0.0498298221975124,0,0,0,0,0,0,0,0,0,0.0806773144208315,0,0,-0.000268723081121167,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0583653449862434,0,0,0,0,0.0862662993224592,0.106902766275498,0,0,0,0,0,0.0684651711126857,0,0,0,0,0,0,0.245162371415073,0,0,0,0,0,0,0.00327993805333616,0.0287995293032118,0,0,0,0,0,0,0,0,0.108049268821802,0,0.012819346810203,0,0,0,0,-0.0133606430321569,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0836473005494986,0,0,0,0.0163754679585886,0.00461896445867378,0,0,0.059546515136185,0,0,0,0,0,0.0353626029650989,0,0.0300977718815586,0.0313714516285438,0,0,0,0,0,0,0,0,0,0,0.0164955347061176,0,0.0198460583895621,0,0,0,0.0553945100396252,0.0909826445951957,0,0,0,0,0,0,0,0,0,0,0,-0.00792514704806793,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0720178887832458,0,0,0.0972254748366686,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125724381551786,0,0,0,0,0,0.166238721004959,0.156855394834154,0,0,0,0,0,0.0542123816016828,0,0,0,0,0,0,0,-0.0231385528223211,0.00120401723605713,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.173968468692445,0,0.00309691764804579,0,0,0,0,0.0980749410209014,0.115032331544678,0,0,0,0,0.0265270098231642,0,0,0,0,0.143278413635743,0,0,0,0,0,0.00311384289472803,0,0.00513820240613036,0,0,0,0,0,0,0.103772903047015,0,0,0,0,0,0,0,0,0,0,0,-0.00308868132987946,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.113271979547489,0,0,0.0488088345783044,0,0,0,0,0.0419868307378548,0.136339232105848,0,0.0457996113810993,0,0,0,0,0,0,0,0,0,0,0.041186010735762,0,0,0.085573523020521,0,0,0,0,-8.67361737988404e-19,0,0,0.0428398034329154,0.0799227862099351,0,0,0,0,0,0,0,0.03822230507291,0,0.00745528510959067,0,-0.00553230178589327,-0.0086298620803266,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0.0958295229087311,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.120494314810135,0,0.0390202190199734,0.0136365845404505,0,0.0385701790204021,0,0,0,0,0.0721992093797296,0,0,0,0,0,0,0,0,0,0.0249862925738207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0479594119820058,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0945075065997962,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126865678943709,0,0,0.0670391219964201,0,0.0484723894526851,0,0,0,0.276562471026676,0,0,0,0,0,0,0,0,0,0,0.0973332707989303,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100322106247997,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0647255520395275,0,0.0878948380819835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269425996598974,0,0,0,0,0,0,0,0,0,0.141804464040436,0,0,0.0253121619584963,0,0,0,0,4.33680868994202e-19,0,0,0.0881315088643713,0,0,0,0,0,-0.0079546222692472,0,0,0,0,0,0,0
