,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600276.SH,X600690.SH,X000063.SZ,X600031.SH,X600372.SH,X000338.SZ,X002241.SZ,X000157.SZ,X600741.SH,X600703.SH,X600089.SH,X000100.SZ,X000581.SZ,X002236.SZ,X601877.SH,X000559.SZ,X000550.SZ,X600118.SH,X002475.SZ,X000050.SZ,X000568.SZ,X600066.SH,X002294.SZ,X600839.SH,X002456.SZ,X600271.SH,X002129.SZ,X000623.SZ,X000400.SZ,X300003.SZ,X000869.SZ,X300124.SZ,X002007.SZ,X600177.SH,X000800.SZ,X600867.SH,X002038.SZ,X000977.SZ,X002292.SZ,X600435.SH,X000970.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0.143288527982613,0,0,0,0,0,0,0,0,0,0,0.0890285612177488,0.0402235249899984,0,0,0.0420925579304242,0,0.0436639894136083,0,0,0,0,0,0,0,0,0,0.0144336285261956,0.134981143977422,0,0,0,0,0,0,0,0,0,0,0,0,-0.0475359607514146,0,0.0541512786386175,0,0.00210005954007079,0.0213185242553803,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0,0.185197472051302,0,0,0,0,0,0,0,0,0.162722660328729,0,0,0,0,0,0,0,0.0910105435176073,0,0,0.0534688171781351,0,0,0,-0.0699737128431828,0,0,0,0,0,0,0,0,-0.00640498549764712,0,0,0.0744185847901231,0,0,0,-0.0834715697110506,-0.0753971229938113,0,0,-0.00150140683377883,-0.0379367532841299,0,0,0,-0.178102328165959,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253407753868276,0,0.0294824491047252,0,0.0482416363241144,0.0881986467810373,0,0,-0.022149667437591,0,0,0,0,0,0,0,0,0,-0.121438568584853,0,0,0,0,0,0.133421680771714,0,0,0,-0.0353304034860318,0,0,0,0.0393931272775433,-0.0535267344675867,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.27408713232389,0,0,0,0,0,0,0,0.0131797801819171,0,0,0,0,0.251570110834227,0,0.0636513430387175,0,0,0,0,0,0,0.0151041386236679,0,0,0,0,0,0,0,0,0,0,0,-0.102208658687696,0,0,0.125578621141723,0,0,0,0,-0.00134053036635212,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.152696693753138,0,0,0,0,0.128087764974143,0,0,0,0.22620801240965,0,0,0,0,0,0,0,0,0,0,0,0,0.209273114149534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00984703596356697,0,0,0,0.0287733064456437,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0476461277210576,0.0379358268860215,0,0,0,0.10266534229222,0,0,0.0457152750249956,0,0,0,0.0196640448721864,0.118200329945034,0,0,0,0.202885855431229,0,0,0,0.0401507521703348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544880043792824,0,0,-0.00865144571399938,0,0,0,0,0,0,0
X000625.SZ,0.243608084533921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168809459483091,0,0,0,0.0006156141934602,0,0,0,0.0798580592135989,0,0,0,0,0,0,0.0838589921500569,0,0,0,0,0,0,0,0,0,0,0,0,0.0759697628826316,0.0443070369022712,0,0,0,0,-0.00320859159490743,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.158687932370409,0,0,0,0,0,0.0741611729782772,8.67361737988404e-19,0,0,0,0,-0.0647335785731481,0,0,0,0,0.149609721025581,0,0,0.0210567167881504,0,-0.0589505319665533,0.172874252113457,0,-0.10280062605111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38897743614243,0,0,0,0,0,0,0.00554096154257277,0.0545749820876188,0,0,0,0,0,0
X600276.SH,0,0,0.046558354142474,0,0,0,0.0769209321918205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979137069602417,0,0.0483932609722752,0,0,0,0,0,-0.0668445876544093,0.0305866460129569,0,0,0,0,0.04641711822114,0.0510435907622281,0,0.104446750836711,0,0,0.0469079322087808,0,-0.152221296493078,0,0,-0.0583755973429507,0,0,0.00731183301857907,0,0,0,0,-0.0965321827691639,0,0
X600690.SH,0,0.174321653174531,0.216654929724974,0.113199040016391,0,0,0,0.0045818374698921,0,0,0,0,0,0,0,0,0.117028442323942,0,0.0967901589887172,0.124915689402177,0,0.112070201610555,0,0,0,0,-0.128478787432763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0952746524667562,0,-0.0294275621245617,0.113184583172607,0,0,0,0,0,0
