,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000100.SZ,X002241.SZ,X600741.SH,X600066.SH,X002292.SZ,X002506.SZ,X600118.SH,X002049.SZ,X600031.SH,X002236.SZ,X002475.SZ,X600372.SH,X000157.SZ,X000559.SZ,X002465.SZ,X000568.SZ,X300124.SZ,X000338.SZ,X600089.SH,X600867.SH,X300003.SZ,X002294.SZ,X600177.SH,X002007.SZ,X002074.SZ,X002085.SZ,X601877.SH,X002456.SZ,X000869.SZ,X600582.SH,X600584.SH,X300146.SZ,X600498.SH,X002008.SZ,X002129.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0144822050087443,0,0,0,0,0,0,0,0,0.00241210768012259,0.112936306972605,0.153501096851709,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.108061014399664,0,0,0,0,0,0,0.0172499967626152,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.0017397493906199,0,0,0,0,0,0
X600104.SH,0,0,0.0552389573634838,0.111355787644066,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.137603535615282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659082593923329,0,0,0,0,0,0.0791621425085863,0,0,0,0,0.0805483056715723,0,0,0,0,-0.015582627655787,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.172839343639956,0.116222085224713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529716747075631,0,0,0.369250902800779,0,0,0,0.0421797595088255,0,0,0,0,0,0,0,0,0,0,0,0.00868836131179831,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198027750148582,0.0435596842629093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394462338138485,0,0,0.122528925060457,0,0,0.144406756650776,0,0,0,0,0.112772675660645,0.117293816390571,0,0,0.0765590361664762,0,0.131131591129221,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0574486266640909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549466055810261,0,0,0,0,0,0,0.175838072218765,0,0.150820273522125,0,0,0.0546169262896527,0.167330977564507,0,0,0.00528212364421837,0,0,-0.00384021754399691,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189631826612913,0,0,0,0,0,0,0,0,0,0,0,0,0.12462771270502,0.0330197984247474,0,0,0,0,0,0.128718247442971,0.0527937102530837,0.0368917577111516,0,0,-0.0103982414820357,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0580993616173171,-0.11710799655755,0,0,0,0,0,0.071182521545654,0,0,0,0,0,0,0,0,0,0,0,0,0.0475484753481896,0,0,0.0783121138308092,0,0,0.0417905475796693,0,0.0184922148996938,0,-0.110023226525236,-0.0327225749679774,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209615502958548,0,0,0.100137524059888,0.0632978566859318,0,0,0,0,0,0,0,0,0.104577299540167,0,0.0477236088911767,0,0.052431809240612,0.081536307586811,0,0,0,0,0,0,0.0731469858613058,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.178154441789283,0,0,0,0,0,0,0,0,0,0,0.0727112034461476,0,0,0,0,0,0,0,0,0,0,0,0.310286737772123,0,0,0,0,0,0,0,0,0,0.0376234525894166,0,0,0,0.0438268241443841,0,0,0,0,0,0,0,0,0,0,-0.00564711663560817,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0330184477626161,0,0,0,0,0.137282003964975,0,0,0.0575373851273188,0,0,0,0,0,0,0,0,0.0953787614590476,0,0,0.11031450710315,0,0,0,0,0,0.198586069235538,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0127423253577447,0.0867146479061552,0,0,-0.00122606433955618,0,0,0,0,0,0
