,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X000568.SZ,X600271.SH,X002292.SZ,X002236.SZ,X000100.SZ,X002241.SZ,X600118.SH,X600031.SH,X600372.SH,X600177.SH,X002074.SZ,X000559.SZ,X002506.SZ,X002475.SZ,X300003.SZ,X002456.SZ,X000338.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X300124.SZ,X002085.SZ,X002508.SZ,X002426.SZ,X000050.SZ,X000869.SZ,X002294.SZ,X600867.SH,X000981.SZ,X600522.SH,X600089.SH,X002249.SZ,X600498.SH,X601877.SH,X002465.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.183352778030314,0,0,0,0,0,0.335716644400489,0,0,0,0,0,0,0,0.123599337094465,0,0,0,0,0,0,0.0401249019484943,0,0,0,0,-0.172294521240995,0,0,0,0,0.307679321173514,0.089623812887233,-0.0163380689722589,-0.0743299121593682,0,0,0,0,0,-0.0924264315463871,0,0,0,0,0,0,0,0.0229196825403795,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0850497309703964,0,0,0,0.0642554268170905,0.175580534677111,0,0,0,0,0,0.0403754922095838,-0.0909458945447271,0,0,0,0,0,0.0234267541635378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605479251341962,0,0,0,0,0,0,0,0,0,0,-0.0150236755753176,0,0,0.0690967781653284,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470323196594586,0,0,0.0694349234883897,0,0.0166267837828476,0,0.0780396639327389,0,0,0.0683308258793561,0,0.0841515086090761,0,0,0,0.122327182918948,0.0623867391195822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070439054260723,0.0358931611021951,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.277561217978827,0,0,0,0.140137739051229,0,0,0,0,0,0.0349144871674615,0.0098313625415239,0,0,0,0.0482220661581843,0,0.0113881725958092,0,0,0,0,0,0,0,0,0,-0.00813683892156877,0,0,0,0,0.0509480279760289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.734694314930162,0,0,0,0,0,0,0,0,0.110947794344967,0.0391608246983021,-0.0341912006787057,0,-0.00897693298489573,0,0,0,0,0,0,0,0,0,0,0.130175608405482,2.16840434497101e-19,0,0,-0.0558278623344374,-6.93889390390723e-18,0,0,0,-0.00306644940310774,-0.0491708643997005,0,0,0,0,0,0,0,0,0,0,0,0,0.0440098152180135,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0139935559589725,0.0573398934826051,0,0,0,0.138279921612858,0.0264293606540659,0.00314615885321972,0,0,0,0,0,0,0.0701279027991896,0,0.0402343660161151,0,0,0,0,0.0521740418550616,0,0,-0.0481450179367396,0,0,-0.0733512209386185,0,1.73472347597681e-18,2.16840434497101e-19,0,0,0,0,0,0,0,0.142628183125013,0,0,0,0,0,0,0.0936127483194489,0,0,0.0423027837808091,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00658843936942773,0.0192110844867907,0,0.301105638866447,0,0,0,0,0,0,0.17562188456774,0,0,0,0.0580696883368635,0,0,0.00782249174981948,0,0,0,0.0332651718406571,0,0,0,0,0,0,0,0,0,0,0,0.0806747792846653,0,0,-0.0423202022339688,0.0572606745706866,0,0,0,0,0,0
X000625.SZ,0,0.0579056585283085,0,0.0605120268010117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229208786072248,0,0,-0.0911853937310051,0,0,-0.0314354018299122,0.0166570122378555,0,0,0,0,0,0,0,0,0,0.0481340859744347,0,0,0,0,0,0,0,0,0,0,0.1899453633017,0,0,0,-0.0336433681117245,0.145847970654802,0,0,0,0,0,0
X600690.SH,0,0,0.0679715075514898,0.0779750729912396,0,0,0,0,0,0,0,0,0,-0.0207065255049953,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0.00902350025435365,0,0,0,0,0,0,0,0.0279514898319774,0,0,0.0813952216196998,0,0.0978123854657678,0.12071267431302,0,0,0,0.0583706607164828,0,0,0,0,0,0.0661102626308707,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0572826901482117,0,0,0,0.107672174840978,0.086224660890942,0,0,0,0,0,-2.71050543121376e-20,0.08061605517399,0.0286113564147829,0,0.0652488852638312,0,0,0,0,0,0.0771673091441169,0.00794553285622089,0,0,0.0663398552984314,0,0,0,0.0761075148970525,0,0,0.046017766228302,0,0,0,0,0,0.0770985276844614,0,0,0,0,0,0,0,0,0,0.00231689320059472,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0077874107012532,0,0,0,0,0,0,0.0978141657172685,0,0,0.066177537108105,0,-0.00354550590640752,0,0,0,0,0,5.42101086242752e-20,-0.0396218695535104,0,0,0.0963055154695563,0.0240327729158034,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357616854479221,0,0,0,0,0,0,0
X600741.SH,0,0.0635980771885834,0,0,0.171078698352556,0,0,0,0,0,0,0,0,0,0.0400020806503135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118559967242359,0.125250709487589,0,0.0727439756803069,-0.0713028539702512,0,0,0,0,0.15357590324744,0,0,0,0.0810712624870727,0,0,0,0,0.0124801836237191,0,0,0,-0.0292724089440907,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872356098728946,0,0,0.0159332716593326,0,0,0.109981832416317,0,0,0,0.168887056636898,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.287371750523447,0,0,0,0,0,0,0,0,-0.0353827305164458,0,0,0,0,0.00823119190921165,0,0
X000568.SZ,0,0,0,0,0.187301322919898,0,0,0,0,0,-0.207698555127522,0,0,0,0.0391655430386189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438582702434002,0,0,0,0,0,0.037325887616626,0,0,0,0.0784750758972944,0.244993834247504,0,0,0,0.0775570865483523,-0.0949033891886974,0.0108104938230967,0,0,0.0472407088258772,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179018112143088,0,0,0,0.159957427165359,0.117201191996336,0.159064819795934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043858138785856,0,0,0,0,0.0823681091868159,0,0,0,0.248680245011982,0,0,0,0,-0.0728965269550865,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0.192078614313508,0,0,0,0,0,0.294159689357212,0,0,0,0,0,0,0.146403017835268,0,0.0535534359542304,0,0,0,0,0,0.220231693127675,0.125694152271937,0,0,0.0429860284331844,0,0,-1.73472347597681e-18,0,0,0,0,0,0.206756198529346,0,0,0,0.0144350121671695,0,0,0.266672840624901,0,0.00367284993322547,0,-0.0352330242581295,0,0,0.116368723157725,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0.0521471692402435,0,0,0,0.113565571971594,0.22944528649534,0,0,0,0,0,0,0,0,0,-0.0270923611796162,0.0227423161917493,0,0.0622764474149762,0,0,0,0.0200684883547997,0,0,0,0.00160718739510486,0,0,0,0,0,0,0,0.187844544674933,0,0,0,0,0,0,0,0,0,0,0,0,0
