,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X002475.SZ,X000625.SZ,X600809.SH,X601877.SH,X002008.SZ,X002508.SZ,X000100.SZ,X600066.SH,X002241.SZ,X300003.SZ,X002456.SZ,X600487.SH,X300124.SZ,X002294.SZ,X600271.SH,X600867.SH,X600522.SH,X600089.SH,X600177.SH,X000157.SZ,X000596.SZ,X600566.SH,X002085.SZ,X000981.SZ,X300136.SZ,X600707.SH,X600498.SH,X000661.SZ,X002179.SZ,X600699.SH,X300142.SZ,X002180.SZ,X600118.SH,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.520642970270754,0,0.107047504405128,0.0538066275418706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840302560397523,0,0,0,0,0.102431171946897,0,0,0,0,0.00371769469436914,0,0,0,0,0,0.00811582965377792,0,0,0,0,0,0
X600104.SH,0,0,0.0214515179984933,0,0,0,0,0,-0.0388952311441739,0.154167358121237,0,0,0.0984128165296404,0,0,0,0.095114206473135,0,0,0,0,0,0.0335526602322117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195219379178993,0,0,0,0,0,0.159416054711986,0,0,0,0,-0.0214258538465979,0.0394556189627311,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.184933958323494,0.0556014337586989,0.0904122560992961,0,0,0,0.0686225365955967,0.318351447247215,0.12266299989826,0,0.0210607604888842,0,0,0,0.120805235676278,0,0,0,0,0,0,0,0,0,0,0,0,0.0409502732585938,0,0,0.130109466642824,0,-0.066573749717693,0,0,0,0,0,-0.0113450794826127,-0.0179882456708244,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.273546499577443,0,0,0.189837717781089,0.0514850054982376,0.0723045044577707,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.00558782701985511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455659521301939,0,6.93889390390723e-18,0,0,0,0.190361248025373,0,0,0,0,0.0140445715606089,-0.00906005292338488,0,0,0,0,0,0
X000858.SZ,0.280865999181433,0,0,0.0168829621303952,0,0,0,0.0755382886210626,0,0.0485404301109552,0.238923113465668,0,0,0,0,0,0,0,0.0996278429267096,0,0.158560127771701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0312409777078133,0,0,0,0,0,0,-0.00602644278676073,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.394023748650345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113913731588726,0,0,0,0,0,0.283246215515644,0.0853681882644894,0,0,0,0.0535533211328352,0,0,0,0.116134351849461,0,0.0286330108662607,0,0,0,0,0,0,0,0,-0.0924828776693114,0.140238142624907,0,0,0,0,0,0
X600276.SH,0.0634231204687412,0,0,0,0,0,0,0,0.133160638356757,0.285388315453591,0,0.0862884338813953,-0.0229342368020322,0.107255043563547,0,0,0,0,0,0,0,0,0,0,0,0,-0.208915395221564,6.93889390390723e-18,0.111868274959985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212544946755715,0.0382974007574673,0,0,0,0,0,0
X002304.SZ,0.252528607404236,-0.0401480290153665,0,0,0.135330346004482,0,0,0,0,0,0.392538752850494,0.0695523263303648,0.0268339125061353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00423243652016721,0.0578459301211511,0,0,-0.0499836881342021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.273845099997498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163932693272348,0,0,0,0.142847011333921,0,0,0.0777619332397357,0,0,0.0281341185879176,0,0.455054222802613,0,0,0,0,0,0,0,0,0,0.332181747250284,0,0,0,-0.064182675527849,0,0,0,0,-0.0142239171466215,0.0239160141210776,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.360348706633241,0,0.160732302661983,0,0,0,0.0537573949768597,0,0,0,0.0213208030450011,0,0,0,0,0,-8.67361737988404e-19,0,0.0233041498988898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353638746930993,0,0.145519165826091,0,0,0,0,0.00290440243674416,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.405236174620138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135241579739592,0.0689474296437223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21874862896255,0,0,0,0.0316332156952706,0,0,0,0,0,0,0,0,0,0,0,0.0021196314815526,0,0,0,0,0,0
X600703.SH,0,0,0.0391299648535728,0,0,0,0,0.182299917283568,0,0,0,0,0,0.448468506200408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155147588936712,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.451393916060025,0,0,0,0.0257414172976248,0,0,0,0,-0.0230494957267342,0,0,0,0,0,0,0
X600741.SH,0,0.0934536321635841,0,0,0,0,0,0.0822133594641309,0,0.14362402593171,0.315174669879608,4.33680868994202e-19,0,0,0,-0.195061929485171,0,0,0,0.0554073213750981,-0.150622071634648,0,0,0,0,0,0,0,0,0.00111576106115843,0,0,0,0,0,0,0,0,0.43586873595103,0,0,0.0325334534695406,0,0,0,0,0,-0.178704580070203,0,0,0,0,-0.0117048396459675,0,0,0,0,0,0
X002236.SZ,0,0,0.189397521846173,0,0,0,0,0.0986764838234558,0,0.0134439311038672,0,0.206318121551075,0,0,0,0,0.0450267254775108,0,0,0,0.0733886169177097,0,0,0,0,0,0.039569736240272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121174416211676,0,0,0,0,0,0,0,0.0174260271693421,0.0103662229124572,0,0,0,0,0,0
X000338.SZ,0,0,0.0255851557712712,0,0,0,0,0,-0.0625279433161812,0,0,-0.0358436125928563,0,0,0,0.229808641202024,0,0,-0.0159325010955708,0,0,0,0,0.015320682631157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231069133218195,0,0,0,0,0,0,0.538165523646914,0,-0.0256948442044349,0.0392678463782825,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.244008899891863,0,0,0,0,0,0,0.130061308750746,0.22285596722529,0,0,0,0,0,0.0759231458317618,0.0447130124029669,0,0,0,0,0,0,0.137416697349369,0.176868740009336,0,0,0,0,0,0,0,-0.427958689759497,0,0,0.0176431718916849,0,0,0,0,0,0.00300497415322142,0,0,0,0,0,0
X002475.SZ,0,0,0,-0.262077113717962,0,0.0956898929864973,0,0,0,0,0,0.121240835972046,-0.0374404707348181,0.0436321676711913,0,0,0,0,0,0,0,0,0.0310594895054278,0,0,0,0.36768051567891,0,0.0271113788931146,0,-0.0453560831424395,0,0,0,0,0,0,0,0,0,0.0673813836170527,0,0,0.230045814771767,0,0,0.121708647835881,0.0656878164499587,0,0,0,-0.0138289416007912,0.0266795020934356,0,0,0,0,0,0
X000625.SZ,0,0,0,0,-0.113966331017051,0,0,0.0211262424635722,0,0,0,0.097587589403927,0,-0.0114343771155135,0,0.0636477331720628,0,0,0,0,0,0,0,0,0,-0.00907746215599564,0,0,0,0,0,0.0955315270504477,0,0,0,0,0,0,0,0,0,0,0.0727425839255235,0.00750705494875118,0,0,0,0,0,0,0,-0.00566800448293811,0.0175872409833696,0.0225106416718119,0,0,0,0,0
X600809.SH,0,0,0,0,0.240407049756388,0,0,0,0,-0.0256302439731966,0,0,-0.0101468142087464,0,0,-0.111069313485595,0,0,0,0,-2.77555756156289e-17,0,0.425975442096156,0,0,0.0320641076635904,0,0,0,0,0,0,-0.0784377323237875,0,0,0,0.0298071533025663,0,0,0,-0.0581827124013291,0,0,0,0,0,0,0,0,0,0,-0.0294313507010972,0.0599541562169789,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,-0.0132955480872558,0,0,0,0,0,0,0,0.0954614636928247,0,0,0,0,-0.0730598570464846,0,0,0,0,0,0,0.293970317991651,0,0,0,0,0,0,0,0,0,0,0,0,0.145192764388421,0,0.0231764665953809,0,0,0.405579145605129,0.270039190316252,0,0,0,0,0.0104395152194575,0.0257265091976754,0,0,0,0,0,0
X002008.SZ,0,0,0.225165484380971,0,0,0,0,0,0,0,0,0,0,0.142141297276331,0,0,0,0,0.148773803904456,0,0,0,-2.77555756156289e-17,0,0,0,0,0.235010954432787,0,0.0364999893464014,0.0320094325447735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.327826547890807,0,0,0,0.280169073971233,0,0.00912498340881225,0,-0.301898271921365,0,0,0,0,0
X002508.SZ,0,0,0,0.269442374301866,0,0.140221068076764,0,0.105166479545445,0,0,0,0,0,0,0,0,0,0,0,0.0144635590819427,-0.0717565665213962,0,0,0,0,0.00711269823548514,0,0,0,0,0,0,0,0,0,0,0.0821719225446495,0,0,0,0.0764703241654248,0,0,0,0,0,0,0,0,0,0,-0.0303034334770647,0.0346337515748236,0,0,0,0,0,0
X000100.SZ,0,0,0.067432287457477,0,0,0.0939228590525431,0,0,0,0,0,0,0,0,0,0,0.0544544584970384,0,0.0314371296146391,0,0.226710053245914,0,0,0,0,0,0,0.17273555770756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031796992913073,0,0.157058904204509,0,0,0,0,0,0,-4.33680868994202e-19,0.0199257898898225,0,0,0,0,0,0
X600066.SH,0,0,0.0923209270481124,0,0,-0.127303636920706,0,0,-0.161391183625017,0.00326063513335681,0,0,0,0.0669589890184214,0,0.145366534914653,0,0,0,0.0404154281966713,0,0,0,0,0,-0.0911548990474178,0,0.230731511046077,0.312819864545497,0,0.0270762921341444,-0.0595922674946841,0,0,0,0,0,0,0,0,0,-0.110861789569309,0,0,-0.142186488240548,0,0,0,0,-0.0778553840715758,0,-0.0448631560346633,0.0436361174666217,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0.13997972777607,0,0,-1.73472347597681e-18,0,0,-0.147466727394937,0,0.0572525557118017,0,0,0.074127439312391,0,0,0,0,0,0,0,0,0,0,0,-0.00175136658814684,0.258693719423947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934256720583224,0.0667916714419683,0,0,0,-0.0252156216461503,0.0466252531300547,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.200724572781062,0,0,0,0,0,0,0,0,0,0,0,-0.0947319400218962,0,0,-0.0554636338190767,0,0,0,-0.116775582024229,0,0,0,0,0,0,0,0,0.135823814868509,0,0,0,0,0,-0.0119998178436892,0,0,0,0.107150129767891,0,0.12527513695176,0,0,0,0.0618253440441449,0,0,0.0205363880556802,0,0,0,0,0,0,0
X002456.SZ,0,0,0.00135177255848769,0,-0.0728961418509688,-0.0186812080257864,0,0,0,-0.110957583560823,0,0,0,-0.202283412445688,0,0.0717952893449963,0.840296689590299,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28717171306227,0,0,0,0,0,0,0,0,0,0.196111003168859,0,0,0.116209136520456,0,0,0,0,0,0,0,-0.00510618137774182,0.00933106897724962,0,0,0,0,0,0
