,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X600031.SH,X000625.SZ,X002456.SZ,X000338.SZ,X002241.SZ,X002008.SZ,X600487.SH,X300136.SZ,X601877.SH,X600066.SH,X000100.SZ,X600522.SH,X600809.SH,X300124.SZ,X002508.SZ,X002294.SZ,X300003.SZ,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X600177.SH,X600699.SH,X000157.SZ,X300142.SZ,X600584.SH,X000596.SZ,X600118.SH,X000661.SZ,X000050.SZ,X002049.SZ,X600566.SH,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.568066755116898,0,0,0.188226233846532,0.0123246280738864,0,0,0,0,0,0,0,0,0,0,0,-0.13971144322644,0,0,0,0.0394417709057043,0,0,0.0538728417470163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0558205407801272,0,0.0298547283406925,0.00518511060409153,0.164184021421274,0,0.00903914852623988,0,0,-0.0265478735768217,0.0432458715993073,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249734866267515,0,0,0,0.076522976438412,0,0,0.115868488502627,0,0,0,0,0.135137851240473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378738761092878,-0.0922447004495331,0,0,0,0,0,0,0.105486776223677,0,-0.0438583297369479,0.0469513539918508,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0423832428017488,0,0,0.0261869006067181,0,0.167901367704859,0,0,0,0,0,0.341671938191712,0.155301419898874,0,0,0,0.0394609918265766,0,0,0.0666341174850899,0.0560182964995237,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0288907852928073,0,0,0.0669030151554725,0,0,0,0,0,-0.022476241954714,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0241552071789437,0,0,0.159017357995315,0,0,0,0.166714143791019,0,0,0,0,0,0,0,0,0.045998417835604,0.0369502335765063,0,0.016149896724693,0,0,0,0.316023794677676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00234775159963733,0,0,0,0,0,0
X000651.SZ,0,0.0223242284886518,0,0.169909031427716,0,0,0,0,0.0109697402462589,0,0,0,0,0.0437159573170888,0,0,0,0,0,0,0,0,0,0,0,0,0.158154703711892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0563809957502129,0,0,0,0,0,0,0,0.108117842899895,0,0.0110147642803839,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.385234374873598,0,0,0,0.030249225875837,0,0,0.00751917937544839,0,0,0,0,0,0,0,0.186403817295086,0,0,0,0,0,0,0,0,0,0.313266851655212,0,0,0,0,0,0,0,0,0,0.184239370544457,0,0,0.123783817548896,0,0,0,0,0,0.0490607418370229,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.155841772718303,0,0,0,0.163454985094923,0,0,0.0979149876931057,0,0,0,0,-0.125200256183528,0,0,0,0,0,0,0,0,0,0,0.0734291522946777,0,0,0,0,0,0,0,0,0,0,-0.0483143671296914,0,0.180984614228675,0,0,0,0,0,-0.126995500070439,0,0,0,8.67361737988404e-19,0.0126474991129793,0,0,0,0,0,0
X002304.SZ,0.209775498130273,-0.0384490287963666,0,0.130944241122638,0,0,0,0,0,0,0,0.292237727540325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428815747759222,0,0,0,0,0,0,0.0998314772485985,0,0,0,0,0,0,0,0,0,0,0.0939898829511975,0,-0.0190471967986959,0,0,0,-0.0464459956410989,0.0476122790696311,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.450881685267485,0,-0.0777935489028211,0,0,0,0,0,0,0.134133370889219,0,0,0,0.00304629282129334,0,0,0,0,0,0,0,0.296238120222091,0,0,0,0,0,0,0,0,0,0,0.047726976428687,0,0,0,0,0.213680998808668,0,0,0,-0.0524632288581881,0.129343433498024,0,0,0,0,0.00573682620702928,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.13360704775559,0,0,0,0.484497136380655,0,0,0.0386602916548769,0,0,0,0,0,0,0,0,0,0.194351914757702,0,0,0,0,0,0,0.0622736951027424,0,0,0,0,0,0,0.148437329830116,0,0.0494693025971354,0,0,0,-6.93889390390723e-18,0,0.333773955038276,0,6.93889390390723e-18,0,0,0,-0.0448649562014122,0.0292212739388819,0,0,0,0,0,0
