,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X003816.SZ,X002475.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000661.SZ,X600703.SH,X002241.SZ,X600183.SH,X000596.SZ,X002007.SZ,X601877.SH,X300003.SZ,X002236.SZ,X000157.SZ,X000100.SZ,X300142.SZ,X000066.SZ,X002463.SZ,X002008.SZ,X300136.SZ,X002179.SZ,X300124.SZ,X600271.SH,X000625.SZ,X600867.SH,X300014.SZ,X002506.SZ,X600177.SH,X000977.SZ,X002129.SZ,X600498.SH,X002049.SZ,X600066.SH,X002456.SZ,X002371.SZ,X002180.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,-0.0242285710320823,0.0335026196715104,0,0,0,0.630665430806262,0,0,0,-0.0394088507662573,0,-0.0341999876297748,0.00777684959746957,0.0311957424302966,0,0.0216833615315223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0558870742211959,0,0,0,0.0410063433810534,0,0,0,0,0.0245152056778624,0,0,0,-1.0842021724855e-19,0,0,0,0,0.0118358094530818,0,0
X000858.SZ,0.209572231935504,0,0,0,0,0,0,0.00289905015230948,0,0.0219367217645876,0,0.499521322929621,0,0,0,0,0.0795081791249471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050843676257284,0.0323120021557257,0,0,0,0.0182971266772636,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0863326633691372,0,0,0,0.199471716987737,0,0,-8.67361737988404e-19,0.0971644737900931,0,0.089762566276899,0,0,0,0.0436562348079003,0,0,0,-0.0195782892321464,0,0,0.0746334387274448,-2.71050543121376e-20,0,0.0412724240685238,0,0,0,0,0,0.0247278095688413,-0.0307331371479311,0.0453195016621139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360372679690946,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289795547969287,0,-0.0966955760201558,0.0474874141735339,0,0,0.0919156787697135,0,0,0,0,0,0,0.0535384412327599,-0.0376374043488342,-0.0493345557861466,-0.0264457269627779,0,0.168588508221157,0,0,0,0,0.0673678473233966,0,0,0.0271420000742622,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0174354942308977,0,0,0,0,0.0124967887041716,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.158166339842505,0,0,6.93889390390723e-18,0,0,0,0.107850642375431,0,0,0,0,0.0175433065092045,0,0,0.130820814221381,0,0.51359546635416,0,0,0,0,0,0,-0.0332859232791634,0,0,0,0,-0.0309519062152338,0,0,0,0,0.0210523812281169,0.00371114269048695,0.0240566883029377,0,-0.0477148079552046,0,0,0,0,0.0134961475860225,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0281327186217094,8.67361737988404e-19,0,0,0,0,0,0,0,0.182796506258651,0,0,0,0,-0.102946639150839,0,0,0.0776285319966502,0,0,0,0,0,0,0,0.0555395644651023,0.0251271591603111,0,0,0,0,-0.0603370155307764,0,0,0,0,0,0,0.0635822077484456,0,0,0,0,0,0,-0.0119967587380803,0,0,0,0,0.00558416347724191,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0901877358572839,0,-0.131855411391495,0,0,0,0.108404650580454,0,-0.275193904892959,0,0,-0.140430201946021,-0.0741752108838636,0,0.037092779303004,0,0,0,0,0,-0.0444673022478847,0,0,0,0,0,0.140832880167989,0,0,0,0,0,0,0.0139836004993963,0,0,0,0,0.0973522615028449,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0916670500536531,0,0.0919257998494913,0,0,0,0.0892638762917449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0262677551418897,0.200538594217357,0.113163960109771,0,0,0,0,0,0,0,0,-0.0513419888728846,0,0,0.0590304436325184,0,0.197851497171766,0,0,0,0,0.0221083135297638,0,0,0,0,-0.0135949153219792,0,0
X002304.SZ,0,0,0.154765720563045,0,0.0751973097632525,0,0.165650693718067,0.0686979516161841,0,0,0,0.133229908157803,0,0,0,0.0357627615931172,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00497399977493008,-0.0176769484079931,0,0,0,0,0,0,0.104785277315022,-0.0056391373862256,0,0,0,-0.0131248688075047,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0619585422847947,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0448057331385762,0,0,0.12701046128827,0.053681044875631,0,0,0,0,0.119451890738021,0,0.272060407102039,0,0,0,0,0,0,0.0844155107205386,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.17629956211758,0,0,0,0,0,0,0,0.0527156878589788,0,0,0,0,-0.00593269791275927,0,0,0.000778219485195507,0.0173811552843831,0,0,0,0,0,0
