,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X600703.SH,X600690.SH,X600118.SH,X000559.SZ,X600031.SH,X002241.SZ,X600271.SH,X000100.SZ,X600372.SH,X600066.SH,X002292.SZ,X002475.SZ,X000157.SZ,X600741.SH,X002049.SZ,X002236.SZ,X600089.SH,X000338.SZ,X300124.SZ,X002465.SZ,X002506.SZ,X002074.SZ,X600177.SH,X002129.SZ,X000568.SZ,X000547.SZ,X300003.SZ,X002276.SZ,X600839.SH,X300001.SZ,X600498.SH,X002294.SZ,X600582.SH,X000977.SZ,X600867.SH,X002426.SZ,X002456.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.339378389270593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776130789039314,0.063790214160343,0,0,0,0,0,0,0,0,0,0,0.0146928764939181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0667686427222209,0.0606859804335987,0,0,0,0,0,0
X600104.SH,0.0836816805740738,0,0,0,0,0,0,0,0,0.309174078940275,0.123265392497625,0.305246120537815,0,0,0,0,0.0351032059138327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0625632691739748,0,0,0,0,0,-0.00413794940957931,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032082365480584,0.0890550692432026,0,0,0,0,0.0790015459275844,0.141239562595831,0,0,0,0,0,0,0.123577174119978,0,0.0164967867586094,0,0,0,0,0.0184754776378954,0,0,0,0,0,0,0,0.110815252585319,0,0,0,0,0,0,-0.0205500780444778,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.133076905978689,0,0,0,0,0,0,0,0,0,0.137039098587788,0,0,0,0,0,0,0.0296885255172827,0,0,0,0,0,0.0152694517332539,0.066297744844635,0,0,0.123840600020066,0,0,0,0,0.101291488216663,0.0645921758322349,0,0.0800412475527374,0,4.33680868994202e-19,0,0,0,0,-0.00856098164545338,-8.67361737988404e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0610118512908732,0.0585276568243796,0,0,0,0,0,0.0950163868786971,0,0.221552357338077,0,0,0,0,0,0,0,0,0,0,0,0.0178500380436983,0.0534063417383829,0,0.0200292831518685,0,0,0,0,0,0.117957047924457,0.0612574809684876,0,0,0,0,0,0,0,0,0,-0.0418921563969111,0,0,0,0,0,0,0
X600276.SH,0,0.033036417726274,0,0,0,0,0,0.0647974711065209,0,0.268017941296659,0,0,0,0,0,-0.163917422567656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422003689868455,0,0.135471112774051,-0.0199385824053993,0,0,0,0,0,0,0.130779186967585,0.106656778471002,0,0,0,0,0,0,0,-0.0653187108281806,0.0617584406253742,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00955017830324697,0.0281274789162636,0,0,0,0,0,0
X002304.SZ,0,0.11325217602502,0,0,0,0,0,0,0,0,0,0,0.111591096780258,0,0,0,0,0,0.0292207914655198,0,0,0,0,0.153281527337972,0,0.125273196947919,0,0,0,0,0.0217432151369684,0,0,0,0.252663700958574,0,0.0388346812746773,0,0,0,0,0,0,0,0,0,0,0,0,-0.00426605754434761,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.264267438391067,0,0.0199172101657973,0.0814677381874391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643433640719659,0,0,0.157697885008002,0,0,0,0,0,0,0,0.0272781556162243,0,0,0.0932197290353019,0,0,0,0,0,-0.021816678379661,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0344168954654018,0,0.0462430514962534,0,0.291216999361655,0,0,0,0,0,0,0,0.0142559615604117,0,0.0608747371649904,0,0.0597131867507503,0,0,0.021085732072711,0.0143550842896193,0,0.105746522160713,0,0,0,0,0,0,0,-0.0275054544889768,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.129618245345716,0,0,0,0,0.0585576119021202,0.0103301966396035,0.0242421101567774,0,0,0,0,0,0,0,0,0,0,0.282140025172244,0,0,0.0227992751198219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780047225980428,0,0,-0.034512328201542,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109463676678019,0,0,0.0178769852058212,0,0,0,0,0.196558013172812,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386795234070252,0.0780414337517965,0,0,0,0,-0.107612044929577,0.00201903029118044,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000658003681939917,0,0,0,0,0,0.155103415954336,0,0,0,0.0501578149139139,0,0,0,0,0,0,0,0,0.0873530650104798,0,0.199461443610974,0,0.0695007078590727,0,0,0,0,0,0.176086940435664,0,0,0,0,0,-0.0300217204096254,0,0,0,0,0,0,0
X000559.SZ,0,0,0.122886198256218,0,0,0,0,0,0,0,0,0,0,0,0,0.0925953966927003,0,0,0,0,0,0,0,0,0,0,0,0,0.0575139159407096,0,0.0417471242252487,0.125540198459353,0,0.0737906147185186,0,-2.77555756156289e-17,0.035286205549109,-2.16840434497101e-19,0,0.20930033906183,0,0,0,0.148480049386381,0,0,0,0,0,-0.0293283004928351,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0312154628009882,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.366023127912774,0,0,0,0,0,0,0.0688597753993881,0.053117648876339,0,0,0.133908996876533,0,0,0,0,0.000314970446446114,0,-6.93889390390723e-18,0,0,0.0206215535883144,0,0,0,0,0,-0.035147650803943,0,0,0,0,0,0,0
X002241.SZ,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.0636395891293385,0,0,0.114221822885019,0.0788556022676467,0,1.73472347597681e-18,0,0,0.122248967585967,0,0,0,0,0,0,0,0,0,0.0953136258416899,0,0,0.384483924967166,0,0,-0.00172766474323052,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0167238891416827,0,0,0,0,0.103093978046314,0,0,0,0,0,0.0982593943579894,0,0,0,0,0.24539701887636,0.0564188797012859,0,0,0.091259689757194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.05557084113764,0.0467430325549968,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.153324110628986,0,0,0,0,0,0.0427798438590934,0.0211560365705872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130650431634873,0.0748022758516242,0,0,0,0,0,0,0,0,0,0.00336458786966535,0,0,0,0,0,0,0,0,-0.079514502024256,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0.17998725742065,0,0,0.341690858218323,0,0,0,0,0,0,0,0.129155166772378,0,0,0,0,0,0,0,0.11286500819233,0,0.146410424248631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02957693205442,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.0726327992240174,0,0,0,0,0,0,0,0,0,0,0,0.0638296084378148,0,0.30374918931883,0,0,0,0,0,0,0,0.0416463339306288,0,0,0,0.0988729326744762,0,0,0,0.0858507816734786,0.00840704327690928,0,0,0.0214241544902292,0,0,0,0,0,-0.00784759843898417,0,0,0,0,0,0,0
X002292.SZ,0,0,0.0493194340733139,0,0,0,0,0,0,0,0,0,0.0527296930898451,0,-0.169330307708304,0,-0.29310263524864,0,0,0.259719732915299,0,0,0,0,0,0,0,0,0,0,0.131388515371674,0.0921061443052694,0,0,0,0,0,0,0,0.169958447666907,0,0,0,0,0,0,0,-0.205356416160837,0,-0.0782884525603246,0,0.103519461439948,0,0,0,0,0
X002475.SZ,0,0,0.0526355729776709,0,0,-0.138220882376369,0,0.0516573518676102,0,0,0,0,0,0,0,0,0,0,0.320839867416091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.303658535036611,0,-0.0353965267547555,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0.0502432803814687,0,0,0,0,0,0.180480053600677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110813463267098,0.0434334731076643,0,0,0.0401579670306568,0,0,0,0,0,0,0.0131677541738089,0,0,0.156549479133989,0,0,0,0,0,-0.0538109051778293,0,0,0,0,0,0,0
X600741.SH,0,0.0109942580267218,0,0,0,0,0,0.108199774219579,0.0655208831386565,0.339192031935019,0.0961215778198748,0,0.0755293272006672,6.93889390390723e-18,0,0,0,0,0.0393634598495783,0,0.0264772272475928,0.0600278691445477,0,0,0.0726170963055977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0148710904601604,0,0,0,0,0,0,0
X002049.SZ,0,0.192895546304624,0,0,0,0,0,0,0,0,0,0,0.270972854344444,0,0,0,0,0,0,0,0.204039891625409,0.0694994611104195,0,0,0,0,0,0,0,0,0.110192876693048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277558079891182,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.168362342533735,0,0,0,0,0,0.00849416305372701,0,0,0.0324130569005065,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0597998382400525,0,0,0.119851815168433,0,0,0.0618598068054544,0,0,0,0,0,0,0,0,0,-0.00805967949701771,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0.150778708982367,0,0.0646595227599567,0,0,0,0.20933372372397,0.0455573409204336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00885614075539956,0,0,0.0124133740743067,0,0,0.0347900437467188,0,0,0,0,0,0,0.11375649630827,0,0,-1.73472347597681e-18,1.73472347597681e-18,0,-0.0454742890390141,0.000921814603206423,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.00137976800156179,0,0,0,0,0.10171007267524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989412377322458,0.145946815928385,0,0,0.138418442678543,0.0440935356279012,0,0,0,0,0,0,0,0,0,0.092564718376621,0,0,0,6.93889390390723e-18,0,-0.040512281630479,0,0,0,0,0,0,0
