,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X002475.SZ,X600703.SH,X000338.SZ,X000568.SZ,X300003.SZ,X600741.SH,X601877.SH,X600271.SH,X300124.SZ,X002236.SZ,X002008.SZ,X000100.SZ,X600498.SH,X600487.SH,X002007.SZ,X002456.SZ,X000661.SZ,X600566.SH,X000625.SZ,X002179.SZ,X300146.SZ,X600867.SH,X000596.SZ,X600809.SH,X000157.SZ,X002180.SZ,X300142.SZ,X600177.SH,X002294.SZ,X600089.SH,X300136.SZ,X600066.SH,X002506.SZ,X000977.SZ,X002241.SZ,X600372.SH,X600522.SH,X000050.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.758580428500082,0.0186608931808162,0,0,0,0,0.0614441068285519,0,0,0,0,0,0,0,0,0,0,0,0,0.0596076011298184,0.0015021060812739,0,0.0372254843626481,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.011360926860766,0,0,0,0,0,0,0,0,0,0.0469474682442389,-0.0254604974904461,0,0,0,0,0,0
X600104.SH,0,0,0.138145709047095,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.208086702201925,0,0,0,0.0348754486846832,0,0,0.138791899040674,0,0,0,0.0100704527148633,0,0,0,0,0,0,0.202307623994266,0,0,0,0,0,0,0,0,0,0.137977251829823,0,0,0,0,0,-0.136945728324782,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61150720929772,0.117996563697439,0,0.101301536541326,0.024693376786389,0,0,-0.0502998700662253,0,0.0548942628697468,-0.13898486264684,0,0,0,0,0,0.0838451132777442,0,0,0,0,0,0,0,0,0,-0.0275249408626752,0,0,0,0.217436298944401,-1.73472347597681e-18,0.109310761778593,0,0,0,0.135036355849919,0,0
X600276.SH,0,0.0587882404952608,0.133177464845932,0,0,0,0,0,0,0.0107964830471208,0,0.0131396546532855,0,0,0.0316468150725608,0.395403208006426,0,0,0,0,0.0103094486284198,0,0,0,0,0,0,0,0.0442431413490008,0,0,0,0.0415632122894148,0,0,0,0.0248097937832729,0,0,0,0,0,0,0,0,0,0,0,0.0897883860317341,0,0,-2.16840434497101e-19,0.0212409649867348,0,0,0,0,0,0
X000651.SZ,0.140844512931329,0,0,0,0,0.116878816862602,0,0,0,0,0,0.0558425631439921,0,0,0.195967538910777,0.146478985271272,0,0,0,0.0542393907529967,0,0,0,0,0,0,0,0,0,0,0,0.0105778646641099,0.0181086252328842,0,0,0,0,0,0,0,0,0,0.0286723556959899,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0
X000858.SZ,0.12245247060043,0.0426740241018852,0,0,0,0,0.181338128052677,0,0,-0.0150643230680561,0,0,0,0,0.101435579626116,0,0,0,-0.0160880456620215,-0.00156346486085964,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169379798856518,0.138607579805543,0.261633956049097,0,0,0,0,0,0,0,0.108973529447124,0,0,0,0,0,0,0,0,0.0191378827915525,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.335533515280385,0,0,0,0,0,0,0,0,0.38577860583043,0,0,0,0,0,0,0,0,0.000533016885374167,0,0,0,0.018592797839963,0,0,0,0.0615196635468521,0.0637441173613543,0.057748458236856,0.22163542692996,0,-0.0707864788530811,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150065769552388,0,0.045457201351011,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744100044732381,0,0,0.0835476187566528,0,0,0,0.272321821931515,0.240504253445077,0.140812928256356,0,0,0.0773336692847952,0.0165598360622052,0,0,0.00866325340524883,0,0,0,0,0.059675357694602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011248053948427,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.144373002574372,0,0,0,0,0,0,0,0.0165089503873067,0,0,0,0,0.0901583002069019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267273800604214,0,0.294526416376438,0,0,0,0,0,0,-0.0121716473856494,-0.0228241076876724,0,0,0,0,0,0
X000063.SZ,0,0,0.157270752378403,0,0,0,0,0,0,0,0,0.298305897292451,0.0805183696828457,0,0,-0.0150323319220691,0,0,-0.032467857985182,0,0,0,0,0.128620271223991,0.381199433698764,-0.061829023653324,0.197486055969542,0,0,0,0,0,0,0,0,0,0.028200842670056,0,0,0,0,0,-0.255504575785635,0,0,0,0,0,0,0,0,0.0132268282068445,-0.0811477243568885,0,0,0,0,0,0
