,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X600104.SH,X000651.SZ,X000725.SZ,X600031.SH,X300014.SZ,X300124.SZ,X003816.SZ,X002371.SZ,X002129.SZ,X002049.SZ,X000338.SZ,X002241.SZ,X000063.SZ,X600703.SH,X002179.SZ,X300142.SZ,X000596.SZ,X000625.SZ,X601877.SH,X600089.SH,X000100.SZ,X000661.SZ,X600460.SH,X600741.SH,X002180.SZ,X000157.SZ,X600884.SH,X000733.SZ,X002074.SZ,X600522.SH,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X600563.SH,X000800.SZ,X600779.SH,X002414.SZ,X000977.SZ,X002008.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00337234736308502,0,0,0.305507942088262,0,0.264421468496794,0,0.168674315700812,0,0,0,0,0,0.0106245282128472,0,0,0,0,0,0,0,0,0,0,0.0172483315332544,0,0,0,0,-0.0430559481928128,0,0,0,0,0,0,0,0.0851154140323215,0,0,0,0,0,0,0,0,0,0,0,-0.0147971231128782,-0.012132850636399,-0.0217111391447585,0,0,0,-0.0360919937407828,0,0
X000858.SZ,0,0,0,0.0211394971705865,0.203426167791466,0,0.232800650292527,0,0.126931285594148,0,0,0,0,0,0,0,0,0,0,0,0,0.0226157312075074,0,0,0.018891850162063,0.00674767188011038,0,0,0,0,0,0,0,0,0,0,0,0.050741669626024,0,0.0581466478531905,0,0,0,0,0,0,0,0.0490580121361592,0,0,0,-0.0116088462171672,0.0143442426548143,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0198404197883558,0,0,0,0.0585253614706464,0.0861254654421572,0,0,0,0,0.10865133456763,0.0163324047410145,0,0,0,-0.0387122168681524,0,0,0,0,0,-0.0178847060186238,0,0,0,0,0,0.0374173457539657,0,0.0368295038357969,0.050877253524218,0,0,0,0,0,0.0171521671132253,0,0,0,0,0,0,0,0.266484593850082,0,0,0,0,0.0135673775258221,0,0,0,0,0,0
X600809.SH,0,0.079506118452688,0,0,0.44534094349024,0,0,0,0,0,0,0,0,0,0,0,0.0862240780612608,0,0,0,0,0,0,0,0,0.060979459249509,0,0.137523215297778,-0.198440140360546,0,0,0,0,0,0,0,0,0,0,0.100152568281748,0,0.0787460809882191,0,0,0,0,0,0,0,0,0,0.0336847179838726,0,0,0,0,0.00814221422938877,0,0
X000568.SZ,0.218821781593438,0.210234089754736,0,0.0625756480501793,0,0,0,0,0,0,0,0,0,0,0,0,0.0507884952160436,0,0,0,0,0.0368545569633784,0,0,0.0159484537488071,0.164042170484743,0,0,0,0,0,0,0,0.0441027042808352,0,0,0,0,0,0.000393759930823452,0,0,0,0,0,0,0,0,0,0,0,0,0.0495586687135978,0,0,0,0.00572176091520823,0,0
X600276.SH,0,0,0,0,0,0,0.228893142991663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395257561533118,0.224713652819287,0,0,0.0105424760803749,0,0,0,0,0,0.0894166571343428,0,0,0,0,0,0,0,0.0190801485944168,-1.73472347597681e-18,0,0.0592824011088822,0,0,0,0,0,0,0,0,0,0.025167724754747,-0.0475421682608507,0,0,0,0,0,0
X600690.SH,0,0.155363024664094,0,0,0,0.0679432394529395,0,0,0,0,0,0,0.111633574750062,0,0,0,0,0,0,0,0.0574561605352948,0,0,0,0,0.196451643337281,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0806529084449158,0.0266325784076004,0,0,0,0,0,0,0,0,0.131129841771902,0,0,0,-0.0124652625003897,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.18691868744713,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,-0.158326913558878,0.147230955127805,0.134933332363784,0,0,0.463851843035138,0,0,0,-8.67361737988404e-19,0,0.0810305304976084,0,0,0,0,0,0,0,0,0,0,-0.00446146082139148,0.00998354967313334,0,0,0,0,0,0,0,0,0,0,-0.149864814078623,0,-0.0580544462932329,0.00950959415043594,0,0,0,0,0,0
X002304.SZ,0.193915513538168,0,0,0,0.01634213756222,0,0,0,0,0,0,0,0,0,0.229752821138737,0,-0.0953736494740609,0,0,0,0,0,0,0,0,0.252460274176658,0,0,0,0,0,0,0.219283513884386,0,0,0,0,0,0,0.188544471867593,0,0,0,0,0,0,0,0,0,0,0,-0.0107788435656836,0,0,0,0,0,0,0
X600104.SH,0.0279984668009558,0,0,0,0,0,0,0,0.0286931090723558,0,0,0.108252836889947,0,0,0,0.157348611166147,0,0,0,0.00823746325750484,0,0,0,0,0,0,0.10404059471454,0,0,0,0,0,0,0,0.0647620761105732,0,0,0,0,0,0.122454022633194,0,0,0.0174704248394263,0,0,0,0,0,0,0,0,0.0144030695962718,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0325453604281047,0,0,0,0.0639645138516396,0,0,0,0.175670544143641,0,0.0552248619268458,0.121763212184452,0,0,0,0,0,0.0138224892134893,0,0,0,0.0423080711548966,0,0,0,0.198405622459101,0,0,0.0349897972620754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0305459045635126,0,0,0,-0.0347873528687391,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216569176802861,0,0,0,0,0,0,0.189572735502371,0,0,0.0489735757913915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237820513389212,0,-4.33680868994202e-19,0,0,0,0,-0.00623033382865372,0,0,0,0,0.0193487028016768,0,0
X600031.SH,0,0,0,0,0,0,0.0609603979614801,0,0,0,0.00127008490657624,0,0,0,0.131879759960138,0,0,0,0,0.143960962784678,0.0899101213745736,0,0,0,0,0,0,0,0,0,0.0822132715149509,0.0269580728342564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124111071474425,0,0,0,0.0185567137769512,-0.0659500604311874,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0.10895401204144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232155615959829,0,0,0,0,0,0.21474804655144,0,0,0,0,0.00359915024263295,0,0.624704758330617,0,0.0237321155012491,0,0.161331769701141,0,0,0,0,0,-0.136833807799762,0,0,0,0,-0.0379129150554595,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.201966677940715,0,0,0,0,0,0,0,0,0,0.15119968719806,0,0,0,0,0,0,0,-0.203025652793306,0,0,0,0,0,0,0,0,0.161539000036557,0,0.136330785391405,0.176323949057938,0.00387375762400219,0,0,0.305633308065497,0,0,0.0522483821449523,0,0,-0.0312607357402841,0,0,0,-0.00318133257968704,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111024767848648,0,0,0,0.167620280663119,0,0,0,0,0,0,0,0.0385934440533479,0,0,0,0,0,0,0,0,0,0.0860269541388659,0,0,0.0193419249973561,0,0,0,0,-0.00866634070270772,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311603223943313,0,0,0,0.326323645990761,0,0,0,0.544142954919265,0,0,0,0,0,0,0,0,0,0.0596643828072261,0,0.0245432719938982,0,0,0,0,0,0,0.203123816361305,-0.0514064819903081,-0.0133764755645846,0,-0.087433564609625,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215558896501042,0,0,0,0,0,0,0.0325595303280979,0,0,0.00866049580661758,0,0,0.130607475213742,0,0,0,0,0,0,0.0264559020777496,0,0,0,0,0.078115932113392,0,0,0,0.179831080412814,0,0,0.0715042931754647,0,0.00614147981548051,0,0,0,-0.0353983054991306,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157137213268549,0.0269025503546865,0,0,0,0,0,0.497132566644986,0,0,0,-0.151778003116874,0,0,-0.223590361540914,0.168410494181516,0,0,0,0,0,0,0,-0.0472469258775389,0,0,0,0,0,0,0,0,0,0,0.277416581639014,0,-0.00713009627491176,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.0948976757820083,0,0,0,0,0,0.159997152013547,0,0,0,0,0,0.0217662161574789,0,0,0,0,0,0,0.036298213806865,0.191213401201589,0,0,0,0,0,0,0,0,0,0,0,0.121058331040452,0,0,0,0,0,0,0,0.0894659018024836,0,0,0,0.168592676003794,-2.16840434497101e-19,-0.00432255636963684,0,0,0,-0.00504634283322721,0,0
