,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600690.SH,X600372.SH,X600031.SH,X002241.SZ,X000338.SZ,X000157.SZ,X600703.SH,X600741.SH,X600089.SH,X002236.SZ,X000100.SZ,X000581.SZ,X000050.SZ,X600118.SH,X000559.SZ,X002475.SZ,X601877.SH,X000550.SZ,X002294.SZ,X600066.SH,X000568.SZ,X600271.SH,X600435.SH,X002129.SZ,X002456.SZ,X002292.SZ,X000869.SZ,X300003.SZ,X000800.SZ,X000400.SZ,X300124.SZ,X002007.SZ,X600839.SH,X002038.SZ,X002049.SZ,X000623.SZ,X000977.SZ,X002008.SZ,X600177.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.108201851434558,0,0,0,0,0,0.0568845945359803,0.0092752743914932,0,0,0,0,0,0.389888778717594,-1.73472347597681e-18,0,0,0,0,0,0.0333815232278407,0,0,0.103102664307885,0,0,0,0,0,0,0.0427585841001102,0,0,0,0,0.0351457724272354,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0
X600519.SH,0.0681632743977972,0,0,0.0296965430879226,0,0,0.118373126456393,0.102213673124239,0,0,0,0,0,0,0,0,0,0,0,-0.027748098167438,0,0,0.0369806525184798,0,0,0,0,0,0,0,0.0674753541216499,0,0.00196326985447243,-0.0424135291345477,0,0,0,0,0,0,0,-0.124001036226635,-0.00574946925543646,0,0,0,0,0,0,0,0,-0.0146519902305617,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135161678402313,0,-0.000104263205043483,0,0,0,0,0.102423243209072,0,0,0,0,0,0.131102718219171,0,0,0,-0.0509385365454662,0.0163742812519014,0,0,0.0611735635396969,0,0,0.0624815338487217,0,0,0,0,0,0,0.0124919357290349,0,0,0,0,0,0,0
X000651.SZ,0.0468784509995584,0.0718674487061138,0,0,0,0,0,0,0,0,0.160035823046194,0,0,0.100957505149152,0.121465836563579,0,0,0,0,-0.0164660330306245,0,0,-0.0137571439366549,0,-0.0871259489074061,0,0.102741508553072,0,0,0,0,0,0,0,-0.0200000109931353,0.128485640832788,0,0,0,0,0,0,0.0170114004442269,0,0,0,0.149316627442663,0,0,0,0,0.047780839353691,-0.0718820916181385,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0394047650409248,0,0,0,0,0.0374166126463342,0,0,0.314032759492658,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00785963334401094,0,0,0,0.077820688285986,0,0,0,0,0,0.135802583199922,0.158825980254005,0,0,0.181032981715602,0,0,0,-0.0152944279730359,0.0329549342726064,0,0,0,0,0,0
X000625.SZ,0.4378413363138,0,0,0,0,0,0,-0.0165444736707471,0,0,0,0,0,0,0,0,0.226939641943908,0,0,-1.73472347597681e-18,0,0,0,0.00203143475616816,0.0343758399746983,0,0,0,0,0,0,0,0,0,0.0656396074904498,0,0,0,0.0507363345276956,0,0,0,0,0,0,0,0,0.0810571744471913,0,-0.0417388757140436,0,0,-0.0338819001975438,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0403582036341633,0,0,0,0,0,0.216509788620351,0,0,0,0,-0.025905013811069,0,0,-0.0941745285107061,-0.0287118039547658,0,0,0,0.28236661090359,0,0,0,0,0,0.162523133676237,0.0786428146633083,0,0,0.0575476225251806,0,0,-0.0299804232370863,0,0,0,0,0,0,0,0,-0.0131943452974886,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.466495672949192,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0457597101674518,0,0,0.0110875282410891,0,-0.1156562382231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0805406358859041,0,0,0,0,0.292743048767205,0,0,0,0,0,-0.0613510810239823,0,0.0120029539111477,0.0486777257721502,0.173559240383724,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449125213318282,0,0,0,0,0,0,0,0.127031899726077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938893036420988,-0.0825199048022385,0,0,0,-0.0438360956526484,0,0,0,0,0.0112075822003415,0.00953851664518551,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.027910089346831,0.0711800251920161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066589719551893,0,0,0.00529083225221418,0,0,0,0,0,0,0,0,0,0.0401931587820494,0,0.186374945772391,0,0,0.0655876055250707,0.0490449908953219,0.0385184499184592,0,0.0373925493644049,0,0,0,0,0,0.0124966532870264,0,0,0,0.00342221348894299,0,0,0,0,0,0,0
