,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X000338.SZ,X002241.SZ,X000625.SZ,X002456.SZ,X600031.SH,X000100.SZ,X601877.SH,X600066.SH,X002008.SZ,X600487.SH,X600809.SH,X300136.SZ,X300124.SZ,X002508.SZ,X300003.SZ,X600522.SH,X600498.SH,X600089.SH,X600867.SH,X002294.SZ,X600699.SH,X002085.SZ,X000596.SZ,X600271.SH,X000981.SZ,X000157.SZ,X600177.SH,X000050.SZ,X600566.SH,X600118.SH,X000559.SZ,X600584.SH,X002180.SZ,X000661.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.189315528714875,0,0,0.137091392814143,0.214071240562184,0,0.0348887911845989,0,0,-0.103549812809154,0,0,0,0,0,0,0,0,0,-0.0874663814448619,0,0,-8.67361737988404e-19,0,0,0,0,0.0740404034451074,0,0,0,0,0.0223585135710464,0,0,0,0,0,0,0,0,0,0.142572672958066,0,0,0,0,0,0.00843328707326407,0.0113939233952674,0,0,0,0,0,0
X600104.SH,0,0,-0.00566911724475473,0,0,0.0492192799762869,0,0,0,0,0,0,0,0.28518490153293,0.0859139812921552,-0.165550554534551,0,0,0,0,0.0315626227800224,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.16289427037442,-0.0185727360222239,0,0,0,0,0,0,0,0,0,0,-0.0288896574704089,0.0484506154559543,0,0,0,-0.0488549341746896,0.053402758580943,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0929633800600683,0,0,0,0,0,0,0,0,0,0,0.0469965704273815,0,0,0.0456986180745442,0.164734658543113,0.0783708940576213,0.0448243047432665,0,0,0,0.0703920845981016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717962049802836,0,0.0434351906366155,0,0.00781087832269634,-0.00869311585202846,1.73472347597681e-18,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0966492481262594,0,0,0,0.300029823260821,0,0,0,0,0,0,0,0,0,0.0523371345539244,0,0,0,0.239645561008625,0,0,0,0,0,0,0.0271305413464251,0,0,0,0,0,0,0,0,0,0,0,0,0.130075868730013,0,0,0,0,0,-0.0256010342283799,0.00401575235735631,0,0,0,0,0,0
X000651.SZ,0,0.157178055086368,-0.0762004486776721,0.140800835005201,0,0,0,0,0,0,0,0,0.0861855762312836,0,0,-0.0425202313876595,0,0,0,0.134220900323324,0,0,0,0,0,0,0,0,0.0746604951777418,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0184100690392341,0,0,0,0,0.0101450066102266,0,0,0,0.00818913859603311,0,-0.0464990017019525,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.0364708606947421,0.151318765226008,0,0,0,0,0,0.183803429733617,0,0,0,0,0,0,0.393554157418016,0,-0.0486043701742017,0,0,0.00446614881773175,0,0,0,0,0,0,0.385818937415396,0,0,0,0,0,0,0,0,0.209353101396892,0,0,0.122372532881054,0,-0.0485979107450761,0,0,0,-0.0151037754856153,0.0395928563878166,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0732142506125632,0,0,0,0.197313946130705,0,0,0,0,0,0,0,0,-0.159645265395319,0,0,0,0,0,0,0.0879380986202903,0,0.112479035499847,0,0,0,0,0,0,0.232388477219374,-0.0756514628624495,0,0,0,0,0,0,0,0,0,-0.0305877647019654,0,-0.0639104362640008,0,-0.101635224154544,0,0,0.0271210056629928,0,0,0,0,0,0
X002304.SZ,0,0,-0.0146033827416359,0.452362341267848,0,-0.0276252069288591,0,0,0,0,0,0,0,0,-0.0486266077021856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365531821103992,0,0,0,0,0.115014967750477,0,0.0708429111639389,0,0,0,0,0,-1.38777878078145e-17,0,0,0,-0.0315256784291315,-0.0819044241317001,0,0,0,-0.0676317793028909,0.0652567735607911,0,0,0,0,0,0
X000063.SZ,-0.0610993918799053,0,0,0,0,0.294675249900015,-0.112055040253368,-0.129759086694681,0,0,0,0,0.139198248182205,-0.0837798294163557,0,0.176756866045584,-0.106308135906663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958815625293335,0,0,0,0.156692557549121,0,0,0,0,-0.0279835956059762,0.0512364185393106,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0628448109796161,0.190826207831171,-0.170485572454826,0,0,0.229251366984573,0,0.0231423429283215,0,0,-0.0617856922228513,-0.0541475515638412,0,0,0,0,-0.324682539746178,0,0,-0.0386437554755176,0,0,0,0,0,0,0.058037954159205,0,0,0,0.156064727418452,0,0,0,0,0,0,0,0,0,0,-0.0414023397360627,-0.0124588349298124,0,0,0,0,-0.00697356795975998,0,0,0,0,0,0
