,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000725.SZ,X002475.SZ,X600690.SH,X000568.SZ,X600031.SH,X000338.SZ,X600741.SH,X601877.SH,X600703.SH,X000596.SZ,X000661.SZ,X600809.SH,X000100.SZ,X600271.SH,X002236.SZ,X300003.SZ,X300124.SZ,X000625.SZ,X300142.SZ,X002008.SZ,X002007.SZ,X600487.SH,X000157.SZ,X002506.SZ,X000977.SZ,X002456.SZ,X600498.SH,X600776.SH,X002241.SZ,X600066.SH,X000050.SZ,X600522.SH,X600177.SH,X002179.SZ,X600867.SH,X600566.SH,X600089.SH,X002180.SZ,X600183.SH,X002129.SZ,X002371.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.242738339389178,0,0,0,0.0101863627609489,0,0,0,0,0,0,0,0,0,0,0,0.0869890201340578,0,0.0729542497557118,0,0,0,0,0,0,0,0,0,0,0,0,-0.0607032794224355,0,0.011424725019206,0.0110866065512323,0,0.0595116486145796,0,0,0,0,-0.00780356396105504,0,0,-0.0300479165877646,0,0,0,0,0,0.0204686003898196,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0.231234562048415,0,0,0.088586261991855,0,0,0,0,0,0.36151813478877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0443892173663508,0,0,0,0,0,0,0,0,0,0,0,0,0.0151258045480753,0,-0.000353812058939933,0.0617534715945212,0,0,0,-0.0407253298936147,0,0
X000651.SZ,0,0,0,0.0209259133368132,0,0.174409677744985,0,0,0,0,0.0690434000572779,0,0.203736177043741,0,0.149574180494181,0,0,0.128427146075193,0.0490721318650312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00419042003978629,0,0,-0.0297341220355796,0,0,0,-0.00754605640180961,0,0,0,0,0,-0.0112618918971397,0,0,-0.0331764555290101,0,0,0,0,-0.0169753040444692,0,0
X600104.SH,0,0,0.0823549730799011,0,0,0,0,0.016650411744326,0,0,0,0,0,0.119257678515237,0.130846127572282,0,0,0,0.0189228922543474,0,0,0,0,0,0,0.14210467568459,0,0,0,0,0,0,0.0459316326432271,0.0261946708115806,0,0,0.0577399922291335,0.0574802817905485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0117635850894403,0,0,0,0.0285648017294522,0,0
X002415.SZ,0,0,0.0711205654655253,0,0,0,0,0.0444224319068794,0,0.107614847503415,0,0,0.0431140645875993,0,0.0459885148232881,0,0,0,0,0.0191012222180529,0,0,0.243433925027012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00265231158629862,0,0,0,0.0284549949516827,0.0113542781549837,0,0,0,-0.0196197647467436,0,0,0,0,0,0,0
X600276.SH,0,-0.0868554988477734,0.220143916104526,0,0,0,0,0,0,-0.0959461261980036,0,0,0,0,0,0,0.181080254745313,0.150670980620932,0.0388557535250073,0,0,0,0,0.290798502061993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763596599088107,0,0.00841294503178628,0.0270142304881571,0,0,0,0,0,0
X002304.SZ,0,0.0374553011194267,0.0965232960708656,0,0,0,0,0,0,0.0337092993288935,0,0.133624795095501,3.46944695195361e-18,0,0,0,0,0.167656808658515,0,0.327377976805544,-0.0297270845866507,0,0,0,0,0,0.000809528049004019,0,0,0,0,0,0.0511030665225517,0,0,0,0,0,0,0,0,0,0.0289611732342041,0,0,0,0,0,0,0,0,0.022284164982349,0,0,0,0,1.73472347597681e-18,0,0
X000063.SZ,0,0,0,0,0.0976514929706482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0453183025755303,0,0,0,0.313117256089039,0,0,4.33680868994202e-19,0,0.176596509656025,0.109321717034968,0,0,0,0,0,0,0,0,0,0,0.0486536567516828,0,0,0,0,-0.00832265863820163,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.220689221707841,0,0,0,0,0,0,0,0,0,0,0.163235940383479,0.0701672167722494,0,0,0,0,0,0,0,0,0,0,0,0.12070033170173,0,0.0153300492126344,0,0.0705529130440107,0.0715300195264018,0,0,0,0,0,0,0,0,0.184758752721275,0,0,0,-0.0257704667632355,0,0,0,0,0.059716797871672,0,0
X002475.SZ,0,0.00783197443729378,0,0,0,0,0,0.0285878509813638,0,0,0,0,0.0579340858918621,0.018170423682107,0,0,0.166723825687176,0,0,0,0,0,0,0,0,0.0313636683658365,0,0,0,0,0,0,0,0.121308687872179,0,-0.0618194262559208,0.0705367566506884,0,0,0,0,0,0,0,0,0,0.0662150599858144,0.116439379393912,0,0,0,0.049682312197657,0,0,0,0,-0.0596716934873662,0,0
