,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X000651.SZ,X300124.SZ,X000725.SZ,X600104.SH,X002129.SZ,X000596.SZ,X000063.SZ,X600031.SH,X002371.SZ,X003816.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X000100.SZ,X002241.SZ,X002236.SZ,X000661.SZ,X600702.SH,X002180.SZ,X600584.SH,X600522.SH,X601877.SH,X000157.SZ,X300142.SZ,X000977.SZ,X600741.SH,X600460.SH,X002074.SZ,X000733.SZ,X600183.SH,X000066.SZ,X300003.SZ,X002463.SZ,X000799.SZ,X002414.SZ,X002007.SZ,X600884.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0360416451257669,0.0466958324641627,0.0888135068222781,0.197159013577698,0,0,0.127862711515571,0.0281083797975693,0,0,0,0,0,0,0.0314134247070701,0,0.0347314236178943,0,0,0,0,0,0,0,0,0,0,0,0.01829205129409,0,0,0,0,0,0,0,-0.00964449452667217,0,0,0,0,0,-0.0389396569699669,0,0,0.0586239098618591,0,0,0,0,-0.0175657172714849,0.0389377028508738,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.00835447752338971,0,0.49574904659055,0,0,0,0,0,0,0,0,0.0167540864212894,0,0,0,0,0.121859790645305,0,0,0,0,0,0,-0.0601571558489093,0.0336177655457816,0,0,0,0,0,0,0,0,0,0,0,0,0.00380444263595732,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-0.0235386356491626,-0.0101609702113112,0,0,0,0,0,0
X002415.SZ,0,0.126079045941098,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.140065595179457,0,0.209976057782266,0,0,-0.100153620131826,0,0,0,0,0,0.14390251469335,0,0,0,0,-0.0104902859677708,0,0,0,0.0478652522765076,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0080930200266875,-0.0190390193952478,0,0,0,0,0,0
X000568.SZ,0,0.404928435072279,0.0319796401697662,0,0,0,0.315079234206991,0,0,0,0,0,0,0,0,0,0,0.0183372756400974,0,-0.0415697732524064,0,0,0,0,0,0,0,0,0.0522247599162549,0,0,0,0,-0.0768544206576127,0,0,0,0,0,0,0,-0.0974130218815512,0.185618974751872,0,0,0,0,0,0,0,0,0,0.00519645227839029,0,0,0,0,0,0
X600809.SH,0,0.0797828830060865,0,0.00798048168652638,0,0,0.0107409398976715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105284670328673,0,0,0,0,0,0,-0.0689762184746447,0,-0.105901270299293,0,0,0.319551757947475,0,0,0,0,0.0118890370926278,0,0,0,0,0,0,0
X600276.SH,0,0.0410864237477297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102209223992032,0.0101883855319518,0,0,0,0,0,0,0.0428493175420899,0.0658628834275842,0,0.078755605332543,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.378323855197242,0.024022262133145,0,0,0,0,0,-0.0277058819828771,-0.0144708275229145,0,0,0,0,0,0
X002304.SZ,0,0.335577263243588,0,0.482012735065085,0,0.0568772097128872,0,0,0.000885266810895471,0,0,0,0,0,0,0,0,-0.0457632055248164,0,0,0,0,0,0,0,0,0,0,-0.0844523453262008,0.00295016055351266,0,0,0.1045313329825,0,0,0,0,0.0163921639999804,0,0,0,0,0.0307184272477984,-0.0833705318039996,0,0,0,0,0,0,0,-0.00162279673338967,0.0193814956242388,0,0,0,0,0,0
X002475.SZ,0,0,0.101488713921279,0,0,0,0,0,0,0,0.19607274547892,0,0,0,0,0,0,0,0,0.362788806876087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245661168193088,0,0,0,-0.00548198457036533,0,0,0.118478528083178,0,0,0,0,0,0,0,0.252233226783189,0,0.418373730428201,-0.0016311663841148,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.184942354242847,0,0,0.208332807533788,0.020424447028715,0,0,0,-0.0659341189944233,0,0,0,0,0,0,0,0,0.024404036883046,0,0,0,0,-0.341387874127539,0.0199255855090868,0,0,0.149332151840423,0.0350736927200282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343832413084268,0,0,0,0,0,0,0
X000651.SZ,0,0.14856917425598,0,0,0,0,0,0,0.308207420269546,0,0,0,0,0,0,0,0,0,0,0,0.124870626367823,0,0.00867592978795263,0,0,0,0,0,0,0,0,0,0.00607626137534062,0,0.00473229272800414,0,0,0,0,0,0,0,0.0730827338920948,0,0,0,0,0,0,0,-0.0275101683338746,0,-0.0120415442107625,0,0,0,0,0,0
