,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X600031.SH,X002304.SZ,X000568.SZ,X000338.SZ,X600690.SH,X600703.SH,X000661.SZ,X600809.SH,X600741.SH,X000100.SZ,X002371.SZ,X600183.SH,X300003.SZ,X002007.SZ,X300014.SZ,X000977.SZ,X000596.SZ,X002241.SZ,X002236.SZ,X601877.SH,X002129.SZ,X300142.SZ,X000625.SZ,X300124.SZ,X000157.SZ,X002463.SZ,X600498.SH,X002456.SZ,X002179.SZ,X000066.SZ,X600271.SH,X600487.SH,X600584.SH,X600118.SH,X300136.SZ,X002180.SZ,X600522.SH,X002049.SZ,X002414.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,3.46944695195361e-18,0.0164609414016961,0,0,0,0.0476660067801859,0,0,0,0,0,0.146438681128331,0,0,0,0,0.0290186896087883,0.150526509376811,0,0,-0.0257217059371665,0.081649456943415,0,0.0654012741335858,-1.73472347597681e-18,0.307167445969123,0,-0.0986185387456828,0,0,0.22117262834836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054522880475638,-0.0190404143575117,0,0,0,-0.10300478622146,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0306944667596601,0,0,0,0,0.259006707347322,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.127740992742739,0,0,0,0,0,0,0,0,0.0103111054536247,0,0,0,0,0,0,0,0,0,0,0.0300275974193,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0897372136920458,0,0,0.00855809667759518,0,0,0.0720677333945083,0,0.0406761692288653,0.130394717619476,0.0293211189190993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382197090782151,0,0,0,0,0,0,0,0,0.00948651509426049,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0382761113689805,0.0134114765068545,0,0,0,0,0.125950070030375,0.167680734903145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308369297474216,0,0,0,0.018451763915728,0,0,0,0,0,0,0,0,0.0287426001534888,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116106175225095,0,0,0,0,6.93889390390723e-18,0,0.0879061026821428,0,0,0,0,0,0.177401866140368,0.00214995008267752,0,0,0.0083898463027441,0.00747809695125607,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0326397277561659,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.136996350844936,0.123747122094289,0.0427188216044577,0,0,0,0,0,0,0,0,0.00978822252334018,0,0,0,0,0,0,0,0,0,0.114437639293124,0,0.220068362122318,0,0,0,0,0.0474023308938067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0.0473803846956655,0.0320524489568595,0,0,0,0,0,0.0283441678050567,0,0,0,0,0,0.10810507274951,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0334368728169188,0,0.387106149288979,0,0,0,0,0,0,0,-0.0572220528250995,-0.0486400488938748,0,0,0,0,0,0,0,0.355735036972085,0,0,0,0,0,0,0,0.0182083323452337,0,0,0,0.00218077499811174,0,0
X000063.SZ,0,0,0,0,0,0,0.0105845887245984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0260378515843928,0.313415246395495,0,0,0,0,0,0,0,0.161522044411328,0,0,0,0.289806251697498,0,0,0,0,0,0,0,0.0172144599115772,0,-0.172867337215296,0,0,0,0,-0.0582487267331227,0.0993145512206566,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0.0456314250877787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125644941032486,0,0,0,0,0,0,0.167750116715071,0,0,0,0.07410522736419,0,0.247806491121875,0,0,0,0,0,0.0182713008335242,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0173698069458888,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478222092223192,0,0,0.441117861473773,0,0,0,0,0.0673075198976579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00661285467165847,0.189146156382371,0,0,0,0,0,0,0.00900129973926547,0,0,0,0,0,0,0
